Gene	cancer	HR	pvalue
HIST1H2BK	GBM	0.951	0.52
JOSD2	GBM	1.064	0.52
KIF21B	GBM	1.066	0.52
LILRA1	GBM	1.062	0.52
MID1IP1	GBM	1.062	0.52
NCOR2	GBM	1.059	0.52
OPALIN	GBM	1.062	0.52
PDZRN3	GBM	1.06	0.52
DESI1	GBM	0.941	0.52
RBM33	GBM	0.946	0.52
SEC31A	GBM	0.942	0.52
SGK1	GBM	1.062	0.52
SLC2A10	GBM	1.066	0.52
TDRD5	GBM	1.06	0.52
TDRD6	GBM	1.058	0.52
TLE1	GBM	0.939	0.52
TMEM194A	GBM	1.067	0.52
TRIM24	GBM	1.062	0.52
XPA	GBM	0.943	0.52
XPC	GBM	1.065	0.52
ZBTB38	GBM	1.06	0.52
ZFP92	GBM	1.063	0.52
ZNF37A	GBM	0.946	0.52
ZNF556	GBM	0.936	0.52
ZNF630	GBM	1.061	0.52
AARS	GBM	0.944	0.53
ABL1	GBM	0.944	0.53
ADAMTS5	GBM	0.948	0.53
ARNT	GBM	0.943	0.53
BCL11A	GBM	1.055	0.53
BTBD16	GBM	1.064	0.53
C19ORF26	GBM	0.952	0.53
KIAA1211L	GBM	1.061	0.53
MROH6	GBM	1.064	0.53
CCDC82	GBM	0.943	0.53
CLIC2	GBM	0.942	0.53
EBF1	GBM	0.941	0.53
HSP90AA1	GBM	1.058	0.53
KIAA0947	GBM	0.944	0.53
KIAA1737	GBM	0.945	0.53
LAPTM5	GBM	1.056	0.53
LRP1B	GBM	0.945	0.53
LYPD5	GBM	0.946	0.53
ORC1	GBM	0.949	0.53
PCDHGA7	GBM	1.054	0.53
PTK6	GBM	0.944	0.53
RAD17	GBM	1.06	0.53
SCAF11	GBM	0.94	0.53
SLC30A10	GBM	0.943	0.53
SMC3	GBM	0.943	0.53
SNX32	GBM	0.943	0.53
SP5	GBM	0.95	0.53
SPEF2	GBM	1.064	0.53
TACR2	GBM	1.065	0.53
TAF15	GBM	1.058	0.53
THAP8	GBM	0.935	0.53
TMEM87A	GBM	0.942	0.53
TNK2	GBM	1.057	0.53
ZMAT4	GBM	1.058	0.53
AKR1E2	GBM	0.94	0.54
METTL22	GBM	0.949	0.54
C9ORF169	GBM	1.059	0.54
CCDC107	GBM	0.948	0.54
CHST4	GBM	1.065	0.54
COX5A	GBM	0.949	0.54
COX6B2	GBM	1.055	0.54
CRTC1	GBM	0.947	0.54
DNAJC27	GBM	1.061	0.54
FAM114A2	GBM	0.946	0.54
FAM184B	GBM	1.053	0.54
GNA13	GBM	0.945	0.54
HIP1	GBM	1.057	0.54
HLF	GBM	1.062	0.54
JPH2	GBM	1.059	0.54
KLHL41	GBM	0.945	0.54
KCNQ2	GBM	1.057	0.54
LPHN1	GBM	0.95	0.54
LRRC37B	GBM	1.054	0.54
MAP1LC3B2	GBM	1.059	0.54
MAP2K2	GBM	0.947	0.54
MASP1	GBM	0.943	0.54
MYH10	GBM	1.055	0.54
NFYA	GBM	0.945	0.54
NOMO2	GBM	1.056	0.54
PHEX	GBM	0.944	0.54
PVALB	GBM	1.065	0.54
RIMS2	GBM	1.065	0.54
RNF219	GBM	0.945	0.54
RORA	GBM	0.946	0.54
STIL	GBM	0.946	0.54
TAS2R14	GBM	1.054	0.54
TMEM19	GBM	1.056	0.54
TRIM71	GBM	0.945	0.54
WDR38	GBM	1.057	0.54
WDR62	GBM	1.057	0.54
ZBBX	GBM	0.944	0.54
ACN9	GBM	0.946	0.55
AGAP5	GBM	0.947	0.55
ANKRD20A4	GBM	0.945	0.55
ARL4D	GBM	1.049	0.55
ATP7A	GBM	0.946	0.55
C12ORF76	GBM	0.945	0.55
C6ORF1	GBM	1.057	0.55
C6ORF70	GBM	0.946	0.55
CASC3	GBM	0.945	0.55
CBWD2	GBM	0.948	0.55
CHD3	GBM	1.055	0.55
CSMD1	GBM	1.057	0.55
EPS8L1	GBM	1.056	0.55
ERCC4	GBM	0.948	0.55
FYB	GBM	1.057	0.55
GCN1L1	GBM	0.951	0.55
GET4	GBM	1.062	0.55
HLA-DQB2	GBM	1.062	0.55
IDH2	GBM	0.946	0.55
IFITM3	GBM	1.064	0.55
IRF4	GBM	1.062	0.55
MAP10	GBM	0.946	0.55
KLF6	GBM	1.061	0.55
LIN7A	GBM	1.058	0.55
MAP2K7	GBM	0.95	0.55
NDUFS7	GBM	0.949	0.55
NRBP1	GBM	1.056	0.55
PIGO	GBM	0.944	0.55
PPOX	GBM	0.944	0.55
PRDM1	GBM	1.059	0.55
RAF1	GBM	0.941	0.55
RAPGEF1	GBM	1.054	0.55
SERINC2	GBM	0.945	0.55
SETD1B	GBM	1.057	0.55
TMEM57	GBM	1.058	0.55
TRPV3	GBM	1.057	0.55
VMAC	GBM	0.946	0.55
AHDC1	GBM	1.053	0.56
C17ORF51	GBM	1.051	0.56
CDPF1	GBM	0.948	0.56
CYP21A2	GBM	1.052	0.56
DCAF4L2	GBM	1.055	0.56
FBN1	GBM	0.939	0.56
GPR85	GBM	0.947	0.56
GRLF1	GBM	0.952	0.56
HN1L	GBM	0.949	0.56
HSD11B1L	GBM	0.945	0.56
IER3IP1	GBM	1.053	0.56
KIAA0195	GBM	1.053	0.56
MAOA	GBM	1.052	0.56
MIER2	GBM	1.052	0.56
MYC	GBM	0.948	0.56
NAA50	GBM	0.943	0.56
NBPF14	GBM	0.943	0.56
NOTCH2	GBM	0.947	0.56
PSD2	GBM	1.058	0.56
RPS6KL1	GBM	1.066	0.56
SAMD11	GBM	0.948	0.56
MSRB1	GBM	1.054	0.56
TCF20	GBM	1.057	0.56
TMEM145	GBM	1.056	0.56
TRIM74	GBM	1.054	0.56
TTC30B	GBM	0.944	0.56
TUBGCP6	GBM	0.95	0.56
UBE2H	GBM	0.952	0.56
WSCD1	GBM	1.057	0.56
TRMT1L	GBM	0.951	0.57
SOGA3	GBM	1.058	0.57
CMC1	GBM	1.05	0.57
CXORF23	GBM	0.954	0.57
ELMO2	GBM	1.055	0.57
FAM193A	GBM	0.95	0.57
FASTKD3	GBM	0.949	0.57
FHIT	GBM	1.051	0.57
HAUS7	GBM	1.054	0.57
HMGCS1	GBM	0.95	0.57
IGF2BP2	GBM	0.948	0.57
LOH12CR1	GBM	1.054	0.57
LRRC3	GBM	0.95	0.57
MTMR9	GBM	1.055	0.57
NANOS3	GBM	0.951	0.57
NPAS4	GBM	1.054	0.57
NUP62CL	GBM	1.054	0.57
ODF2L	GBM	1.051	0.57
PCDHB18	GBM	0.944	0.57
PGK1	GBM	1.054	0.57
PHACTR1	GBM	1.053	0.57
PRRT3	GBM	1.054	0.57
PYGO2	GBM	0.948	0.57
RANBP3L	GBM	0.95	0.57
RBM6	GBM	0.952	0.57
RGS8	GBM	1.055	0.57
SAAL1	GBM	0.946	0.57
SETD5	GBM	0.949	0.57
SLC1A4	GBM	1.053	0.57
SOD2	GBM	1.05	0.57
STAC	GBM	0.948	0.57
SUMF2	GBM	1.05	0.57
TIMM13	GBM	0.954	0.57
TTC29	GBM	1.056	0.57
WDR52	GBM	0.949	0.57
WFIKKN1	GBM	0.956	0.57
ZCCHC2	GBM	1.051	0.57
ZDHHC4	GBM	1.056	0.57
ZNF837	GBM	0.95	0.57
ZRSR2	GBM	1.06	0.57
AQP6	GBM	1.052	0.58
ARHGEF2	GBM	0.953	0.58
ASAP2	GBM	1.051	0.58
VSTM4	GBM	1.051	0.58
C12ORF39	GBM	1.057	0.58
C16ORF46	GBM	1.059	0.58
DNAAF3	GBM	1.054	0.58
C20ORF112	GBM	1.049	0.58
CDKN1B	GBM	0.951	0.58
CEACAM21	GBM	0.948	0.58
CNIH	GBM	0.954	0.58
COBL	GBM	1.053	0.58
DPP7	GBM	0.95	0.58
IGDCC3	GBM	0.951	0.58
ITPKB	GBM	1.051	0.58
KCNMB1	GBM	1.049	0.58
KTI12	GBM	0.953	0.58
LRRC47	GBM	0.952	0.58
MED6	GBM	0.954	0.58
MLLT4	GBM	1.049	0.58
NEURL4	GBM	1.051	0.58
PCSK9	GBM	0.949	0.58
PPAPDC3	GBM	1.052	0.58
RANBP3	GBM	0.951	0.58
SSH2	GBM	1.05	0.58
STAMBPL1	GBM	0.949	0.58
TCEAL3	GBM	1.052	0.58
TET1	GBM	0.954	0.58
VWDE	GBM	1.051	0.58
YTHDC1	GBM	0.951	0.58
ZBTB7B	GBM	1.049	0.58
ZNF74	GBM	0.952	0.58
ZXDB	GBM	0.953	0.58
ACRV1	GBM	0.948	0.59
ARL8B	GBM	1.052	0.59
DTD2	GBM	0.953	0.59
NOXRED1	GBM	0.953	0.59
C16ORF13	GBM	0.951	0.59
TMEM256	GBM	1.045	0.59
C19ORF55	GBM	0.955	0.59
DIEXF	GBM	0.955	0.59
C21ORF67	GBM	1.05	0.59
C2ORF70	GBM	1.055	0.59
CCDC109B	GBM	1.052	0.59
CXORF21	GBM	1.051	0.59
CXORF40B	GBM	1.049	0.59
ETV6	GBM	1.048	0.59
FAM177A1	GBM	0.949	0.59
FAM46C	GBM	1.053	0.59
FAM65A	GBM	1.052	0.59
FUZ	GBM	0.953	0.59
HSPB6	GBM	1.047	0.59
ISM2	GBM	1.055	0.59
KAL1	GBM	0.95	0.59
KCNK2	GBM	1.052	0.59
MDM1	GBM	1.051	0.59
METRN	GBM	1.053	0.59
MURC	GBM	0.954	0.59
MYO10	GBM	0.953	0.59
NKAIN4	GBM	0.95	0.59
NOP14	GBM	0.949	0.59
REL	GBM	0.953	0.59
RSPO4	GBM	0.952	0.59
SCYL1	GBM	1.051	0.59
SLC39A12	GBM	1.052	0.59
SWAP70	GBM	1.049	0.59
TDRKH	GBM	1.055	0.59
TMEM133	GBM	0.956	0.59
UBAP2L	GBM	0.954	0.59
ZFP69B	GBM	0.951	0.59
ANKFY1	GBM	1.047	0.6
ARID1A	GBM	1.045	0.6
BCL10	GBM	0.953	0.6
NDUFAF5	GBM	0.956	0.6
CACNG8	GBM	1.049	0.6
CBL	GBM	0.955	0.6
DUS1L	GBM	1.048	0.6
DYX1C1	GBM	0.954	0.6
FANCC	GBM	0.956	0.6
GLG1	GBM	1.053	0.6
GNAI2	GBM	1.056	0.6
HIST1H2AL	GBM	0.951	0.6
KCNH7	GBM	1.05	0.6
KIAA0182	GBM	1.047	0.6
LRRC70	GBM	0.953	0.6
MRPL24	GBM	0.955	0.6
MTMR7	GBM	1.055	0.6
NDNL2	GBM	0.954	0.6
NOMO3	GBM	1.051	0.6
OSBPL7	GBM	0.956	0.6
PDHX	GBM	1.05	0.6
PELP1	GBM	1.046	0.6
PLEKHH3	GBM	0.947	0.6
PRDM16	GBM	1.047	0.6
PSMA2	GBM	1.051	0.6
NEMF	GBM	0.953	0.6
SIT1	GBM	1.048	0.6
STK11	GBM	0.959	0.6
THAP10	GBM	1.05	0.6
THUMPD2	GBM	1.048	0.6
TMEM203	GBM	0.956	0.6
TSC1	GBM	0.956	0.6
VCP	GBM	0.953	0.6
WHSC1L1	GBM	1.048	0.6
ACBD7	GBM	1.055	0.61
BCL9L	GBM	1.046	0.61
C1QTNF7	GBM	0.95	0.61
CCDC104	GBM	1.049	0.61
COL2A1	GBM	1.046	0.61
CYP2C8	GBM	1.048	0.61
DYNC2H1	GBM	0.957	0.61
ELF4	GBM	1.05	0.61
ELK4	GBM	0.954	0.61
FLT1	GBM	1.05	0.61
FOXN3	GBM	0.956	0.61
HOXA3	GBM	1.048	0.61
KIAA1257	GBM	1.051	0.61
LRRC37A	GBM	0.957	0.61
MSH6	GBM	0.953	0.61
NFE2L2	GBM	1.048	0.61
PLEKHA8P1	GBM	1.048	0.61
POU5F1	GBM	1.051	0.61
PRDM10	GBM	0.957	0.61
RAD21	GBM	0.951	0.61
SLC50A1	GBM	0.956	0.61
SERINC4	GBM	1.05	0.61
SLC34A2	GBM	0.955	0.61
SLC6A11	GBM	1.05	0.61
SNRPC	GBM	0.956	0.61
SPDYE6	GBM	1.047	0.61
UBE2NL	GBM	1.045	0.61
VWA5B2	GBM	1.048	0.61
YIPF3	GBM	0.953	0.61
ZC3H7A	GBM	0.95	0.61
A1BG	GBM	0.957	0.62
ATXN2L	GBM	0.958	0.62
KHDC1	GBM	1.047	0.62
MMS22L	GBM	0.955	0.62
CBWD3	GBM	0.958	0.62
CD79A	GBM	1.049	0.62
CDKN2A	GBM	0.958	0.62
COG7	GBM	1.045	0.62
DGCR8	GBM	0.96	0.62
FSCN2	GBM	1.053	0.62
FFAR4	GBM	1.051	0.62
HAPLN2	GBM	1.045	0.62
CAMSAP3	GBM	1.049	0.62
LRRC45	GBM	1.045	0.62
NR4A3	GBM	1.049	0.62
PCDHGA6	GBM	1.047	0.62
PDZD11	GBM	1.043	0.62
PICALM	GBM	1.047	0.62
PLEKHG4B	GBM	1.043	0.62
PLXNB2	GBM	1.046	0.62
RBM15	GBM	0.959	0.62
SCN11A	GBM	0.958	0.62
SKI	GBM	0.958	0.62
SLC4A11	GBM	1.048	0.62
SLC7A3	GBM	0.959	0.62
SMARCA4	GBM	0.959	0.62
SPSB2	GBM	1.045	0.62
TMEM31	GBM	0.958	0.62
TNXB	GBM	1.046	0.62
TOR3A	GBM	1.044	0.62
UBL3	GBM	0.955	0.62
VNN2	GBM	1.049	0.62
ZMAT1	GBM	0.958	0.62
ABHD2	GBM	1.042	0.63
AGAP1	GBM	1.045	0.63
AKAP3	GBM	1.048	0.63
ANKFN1	GBM	0.956	0.63
ANKRD16	GBM	0.958	0.63
ATR	GBM	0.961	0.63
BCL2L1	GBM	1.043	0.63
C19ORF60	GBM	0.96	0.63
PTRHD1	GBM	0.961	0.63
CACNG6	GBM	0.955	0.63
CARD11	GBM	1.047	0.63
CUZD1	GBM	0.955	0.63
DDB1	GBM	0.955	0.63
EFHC2	GBM	1.047	0.63
GIGYF2	GBM	0.956	0.63
HBG2	GBM	0.954	0.63
HIRA	GBM	0.958	0.63
JRK	GBM	0.96	0.63
LRRCC1	GBM	0.957	0.63
MRPL44	GBM	0.957	0.63
NBPF15	GBM	0.959	0.63
NFIX	GBM	0.958	0.63
NUCKS1	GBM	0.959	0.63
PALM3	GBM	1.043	0.63
PCDHA10	GBM	1.044	0.63
POLM	GBM	1.047	0.63
PRH1	GBM	1.043	0.63
RBM10	GBM	1.042	0.63
SETBP1	GBM	0.958	0.63
SMARCD2	GBM	0.954	0.63
SP8	GBM	1.049	0.63
SPATA5L1	GBM	0.954	0.63
VMA21	GBM	0.952	0.63
ZC3HAV1L	GBM	1.043	0.63
ACE2	GBM	1.039	0.64
AFF4	GBM	1.042	0.64
ANP32B	GBM	0.962	0.64
ATP6AP1L	GBM	0.952	0.64
C12ORF66	GBM	1.046	0.64
CCDC88C	GBM	0.96	0.64
CORO1C	GBM	0.957	0.64
DHCR7	GBM	0.96	0.64
ELF1	GBM	0.958	0.64
ENKUR	GBM	0.957	0.64
FAM183A	GBM	1.046	0.64
GPBP1L1	GBM	0.958	0.64
GPR37L1	GBM	0.957	0.64
HEMK1	GBM	0.953	0.64
IGSF1	GBM	0.96	0.64
KIAA0226	GBM	1.04	0.64
LDLRAD3	GBM	0.958	0.64
LRRC18	GBM	1.045	0.64
LUC7L2	GBM	0.96	0.64
MAP1LC3B	GBM	1.045	0.64
MLF1	GBM	1.046	0.64
MRPL27	GBM	1.04	0.64
PCDHB8	GBM	1.043	0.64
PEX1	GBM	0.958	0.64
PTPRC	GBM	1.044	0.64
SALL4	GBM	0.961	0.64
PNISR	GBM	0.958	0.64
SIK3	GBM	1.042	0.64
SMARCD1	GBM	1.041	0.64
SPTY2D1	GBM	1.048	0.64
EMC4	GBM	0.96	0.64
WASL	GBM	1.046	0.64
WIBG	GBM	1.04	0.64
ZMIZ1	GBM	1.043	0.64
AADAT	GBM	1.039	0.65
ARFGAP1	GBM	0.962	0.65
C4ORF26	GBM	1.049	0.65
CCBP2	GBM	1.044	0.65
AGO4	GBM	1.041	0.65
EIF4E	GBM	0.959	0.65
FGF12	GBM	0.956	0.65
FGFR2	GBM	1.049	0.65
IER5L	GBM	0.958	0.65
KIT	GBM	0.954	0.65
MAP7D2	GBM	1.045	0.65
KAT6B	GBM	0.958	0.65
NEURL1B	GBM	1.043	0.65
NXPH1	GBM	1.045	0.65
OTX1	GBM	0.958	0.65
PCDH12	GBM	0.956	0.65
PLAGL2	GBM	0.961	0.65
PTK2	GBM	1.04	0.65
SBF1	GBM	1.043	0.65
SCD	GBM	1.04	0.65
SNRNP70	GBM	0.961	0.65
TCN2	GBM	0.961	0.65
TNRC6B	GBM	0.962	0.65
TPM3	GBM	1.044	0.65
WDR82	GBM	0.958	0.65
ZC3H4	GBM	0.961	0.65
ANK2	GBM	1.043	0.66
ARHGEF12	GBM	0.962	0.66
C11ORF48	GBM	1.04	0.66
C12ORF63	GBM	1.041	0.66
C18ORF32	GBM	1.039	0.66
C19ORF53	GBM	0.964	0.66
C20ORF201	GBM	0.962	0.66
ARIH2OS	GBM	1.039	0.66
CLDND2	GBM	1.042	0.66
COL4A5	GBM	0.961	0.66
CRTC3	GBM	0.962	0.66
DAPL1	GBM	1.041	0.66
DCLK2	GBM	1.043	0.66
DTHD1	GBM	0.958	0.66
EPX	GBM	0.958	0.66
FAM57B	GBM	1.043	0.66
IL7R	GBM	1.042	0.66
KRT8	GBM	1.045	0.66
LHFPL1	GBM	1.041	0.66
LRRTM1	GBM	1.043	0.66
NHLRC3	GBM	0.962	0.66
OR2W3	GBM	1.04	0.66
PCYT1B	GBM	1.046	0.66
PHLDB3	GBM	0.958	0.66
PPP2CA	GBM	1.04	0.66
SCN4B	GBM	1.04	0.66
SEC22C	GBM	0.955	0.66
SPATA9	GBM	0.961	0.66
TBC1D26	GBM	0.96	0.66
TMED8	GBM	1.041	0.66
U2AF1	GBM	0.96	0.66
VAX1	GBM	1.043	0.66
WDR13	GBM	0.96	0.66
ZCCHC14	GBM	1.04	0.66
ACVR2A	GBM	1.043	0.67
AHCTF1	GBM	0.964	0.67
AKR7L	GBM	0.964	0.67
AOAH	GBM	1.04	0.67
APOA1BP	GBM	0.963	0.67
ARID1B	GBM	0.964	0.67
C17ORF70	GBM	1.037	0.67
MLLT4-AS1	GBM	1.041	0.67
C6ORF62	GBM	1.038	0.67
CCDC71	GBM	0.961	0.67
CDH11	GBM	0.955	0.67
CDYL2	GBM	1.04	0.67
CLEC4F	GBM	0.964	0.67
CPXM1	GBM	0.961	0.67
CRYBG3	GBM	0.961	0.67
DYRK3	GBM	1.038	0.67
ERCC5	GBM	0.963	0.67
FBXO11	GBM	0.959	0.67
FH	GBM	0.963	0.67
FKTN	GBM	0.963	0.67
FNBP4	GBM	0.964	0.67
GPAT2	GBM	1.041	0.67
GPR123	GBM	1.04	0.67
KLHL30	GBM	1.041	0.67
LEPROT	GBM	0.962	0.67
LRRC34	GBM	1.037	0.67
MAST3	GBM	1.041	0.67
NAT8	GBM	0.962	0.67
NAT9	GBM	1.037	0.67
NSUN7	GBM	1.038	0.67
PIRT	GBM	1.037	0.67
PRCP	GBM	0.96	0.67
RRAS2	GBM	1.042	0.67
TAL1	GBM	0.961	0.67
TGFBR2	GBM	1.042	0.67
TMEM200B	GBM	1.046	0.67
SYNDIG1	GBM	0.961	0.67
VWA3B	GBM	1.041	0.67
ZNF519	GBM	0.962	0.67
ZNF646	GBM	1.038	0.67
ANKRD39	GBM	1.039	0.68
BAI3	GBM	0.965	0.68
BAP1	GBM	1.039	0.68
C19ORF77	GBM	1.042	0.68
C21ORF58	GBM	1.039	0.68
C5ORF22	GBM	1.036	0.68
CASZ1	GBM	1.034	0.68
CCDC124	GBM	0.963	0.68
CSTF3	GBM	0.963	0.68
PBDC1	GBM	1.039	0.68
DHFRL1	GBM	1.037	0.68
EP300	GBM	0.964	0.68
EPS15	GBM	1.039	0.68
FCAR	GBM	1.04	0.68
FOXF1	GBM	1.043	0.68
GLTPD1	GBM	1.039	0.68
KIAA1267	GBM	0.964	0.68
PPP1R21	GBM	0.962	0.68
LENG8	GBM	0.965	0.68
LPPR2	GBM	1.038	0.68
LRRC29	GBM	1.039	0.68
LRRC46	GBM	1.036	0.68
LUC7L3	GBM	0.966	0.68
MARS	GBM	0.963	0.68
NAPA	GBM	0.964	0.68
NCOR1	GBM	1.036	0.68
NIPSNAP3A	GBM	0.963	0.68
PIK3R1	GBM	0.963	0.68
RBM24	GBM	1.037	0.68
SF1	GBM	0.966	0.68
SLCO1C1	GBM	1.04	0.68
SUCNR1	GBM	0.961	0.68
TMC1	GBM	1.043	0.68
TRRAP	GBM	1.039	0.68
UPK3BL	GBM	1.042	0.68
YIPF5	GBM	1.038	0.68
ZFHX3	GBM	0.964	0.68
ZNF273	GBM	0.962	0.68
ATP9A	GBM	1.036	0.69
TEX40	GBM	1.042	0.69
C12ORF23	GBM	1.037	0.69
ABRACL	GBM	1.038	0.69
C8ORF33	GBM	1.038	0.69
C9ORF139	GBM	1.039	0.69
DRAP1	GBM	1.039	0.69
EZH2	GBM	0.964	0.69
COLGALT1	GBM	1.041	0.69
HSP90AB1	GBM	1.037	0.69
KCNE4	GBM	1.038	0.69
KLHL34	GBM	1.039	0.69
LPHN2	GBM	0.963	0.69
MFSD8	GBM	0.965	0.69
MKL1	GBM	1.035	0.69
MTOR	GBM	0.967	0.69
NME2P1	GBM	0.967	0.69
NPEPL1	GBM	1.039	0.69
PAAF1	GBM	1.038	0.69
PCDHB10	GBM	1.036	0.69
PCDHB16	GBM	0.961	0.69
PKD1L1	GBM	1.039	0.69
PSIP1	GBM	0.966	0.69
PROSAPIP1	GBM	0.962	0.69
RAB40AL	GBM	1.036	0.69
RASA1	GBM	1.035	0.69
ROBO3	GBM	1.041	0.69
RTP1	GBM	1.036	0.69
RUNX1T1	GBM	0.964	0.69
SHC1	GBM	1.04	0.69
SLC9A6	GBM	1.039	0.69
SRRM2	GBM	0.966	0.69
THAP6	GBM	0.962	0.69
TMEM187	GBM	1.039	0.69
TOP1	GBM	0.961	0.69
ZFC3H1	GBM	0.965	0.69
ADAMTSL2	GBM	1.036	0.7
CMC2	GBM	1.035	0.7
FAM218A	GBM	1.037	0.7
COPS3	GBM	1.034	0.7
CRTAP	GBM	0.964	0.7
DDB2	GBM	1.035	0.7
EBPL	GBM	0.966	0.7
GDAP1	GBM	1.039	0.7
GPC3	GBM	1.037	0.7
HNRNPA2B1	GBM	0.966	0.7
KATNAL1	GBM	0.965	0.7
KCNG4	GBM	0.966	0.7
KDM6A	GBM	0.96	0.7
KANSL3	GBM	0.967	0.7
KLF9	GBM	1.035	0.7
LRRC37A2	GBM	1.035	0.7
MYL3	GBM	0.963	0.7
NHLRC4	GBM	0.961	0.7
NUP98	GBM	1.036	0.7
PANK2	GBM	0.962	0.7
PDGFRA	GBM	1.035	0.7
PHF12	GBM	0.965	0.7
POLR1A	GBM	0.968	0.7
RIN2	GBM	0.965	0.7
RPS6KB1	GBM	1.032	0.7
RSRC2	GBM	0.966	0.7
SLC35E2	GBM	1.036	0.7
SLC6A4	GBM	1.034	0.7
SMAD3	GBM	0.962	0.7
SMC1A	GBM	0.964	0.7
VSX1	GBM	1.037	0.7
WASF2	GBM	1.035	0.7
WDR47	GBM	1.035	0.7
ZBTB17	GBM	1.035	0.7
ABHD14A	GBM	0.964	0.71
ATP1A1	GBM	1.031	0.71
BCL9	GBM	0.968	0.71
BRD2	GBM	0.967	0.71
C2CD4A	GBM	0.963	0.71
CCDC121	GBM	0.963	0.71
CER1	GBM	1.034	0.71
CLASP1	GBM	0.967	0.71
CNGA3	GBM	1.034	0.71
CWF19L2	GBM	0.964	0.71
DEK	GBM	0.965	0.71
ERBB4	GBM	1.035	0.71
ETS1	GBM	0.961	0.71
GLT8D1	GBM	1.039	0.71
HNMT	GBM	1.035	0.71
KIAA1614	GBM	1.035	0.71
KRAS	GBM	0.965	0.71
SMIM4	GBM	1.035	0.71
MITF	GBM	1.04	0.71
PDDC1	GBM	1.033	0.71
PTPN11	GBM	0.968	0.71
DROSHA	GBM	0.97	0.71
SLC10A4	GBM	1.035	0.71
SUSD5	GBM	0.966	0.71
TLCD1	GBM	1.033	0.71
WDR49	GBM	0.966	0.71
WHSC1	GBM	0.969	0.71
ZNF521	GBM	0.967	0.71
A2ML1	GBM	0.968	0.72
ACTR2	GBM	1.034	0.72
AK9	GBM	1.032	0.72
AQP8	GBM	0.965	0.72
BCORL1	GBM	0.97	0.72
C15ORF26	GBM	1.033	0.72
YAE1D1	GBM	1.031	0.72
TMEM246	GBM	1.037	0.72
CCDC171	GBM	1.03	0.72
C9ORF96	GBM	0.967	0.72
ELL	GBM	1.034	0.72
FAM5C	GBM	1.036	0.72
FOXO1	GBM	0.967	0.72
GABRA1	GBM	1.038	0.72
GATA2	GBM	1.035	0.72
HTATSF1	GBM	0.967	0.72
GLTSCR1L	GBM	0.969	0.72
KLF3	GBM	0.968	0.72
LMOD1	GBM	1.033	0.72
LYL1	GBM	1.034	0.72
MCM6	GBM	0.968	0.72
C1QTNF9B-AS1	GBM	1.035	0.72
PDE4D	GBM	1.035	0.72
PNMAL1	GBM	1.032	0.72
POLE	GBM	1.033	0.72
PTCHD1	GBM	0.966	0.72
PXMP2	GBM	0.969	0.72
RBFOX2	GBM	0.967	0.72
RPA2	GBM	0.971	0.72
SBNO2	GBM	1.034	0.72
SCARF1	GBM	0.966	0.72
WDR67	GBM	1.034	0.72
ZNF594	GBM	0.969	0.72
ZNF697	GBM	1.032	0.72
AKIRIN2	GBM	1.031	0.73
AKT1	GBM	0.969	0.73
MZT1	GBM	1.031	0.73
BRICD5	GBM	0.969	0.73
C8ORF42	GBM	0.969	0.73
CASC5	GBM	0.968	0.73
CCT2	GBM	0.972	0.73
CHEK2	GBM	0.966	0.73
CIC	GBM	0.97	0.73
COQ7	GBM	1.033	0.73
ENTPD8	GBM	0.968	0.73
FUT10	GBM	0.967	0.73
GPR27	GBM	0.968	0.73
HHIPL2	GBM	0.97	0.73
INHBA	GBM	1.035	0.73
MAMSTR	GBM	1.032	0.73
MARK3	GBM	1.032	0.73
OLFML2B	GBM	0.967	0.73
PTPRK	GBM	0.971	0.73
RAP1GDS1	GBM	0.966	0.73
RNF165	GBM	1.034	0.73
RNF43	GBM	1.036	0.73
ROCK2	GBM	1.031	0.73
SNAPC1	GBM	0.968	0.73
SPSB3	GBM	0.969	0.73
SYNE1	GBM	1.03	0.73
UBE2L3	GBM	0.967	0.73
ZNF229	GBM	0.969	0.73
ACOT1	GBM	0.973	0.74
SOWAHC	GBM	1.03	0.74
C10ORF118	GBM	0.969	0.74
WDPCP	GBM	1.031	0.74
C4ORF27	GBM	1.031	0.74
C5ORF47	GBM	1.034	0.74
CC2D2B	GBM	0.971	0.74
CPZ	GBM	1.035	0.74
DMRTA2	GBM	0.972	0.74
DNAJA1	GBM	1.033	0.74
FBXO5	GBM	0.97	0.74
GPR114	GBM	1.03	0.74
HLA-B	GBM	1.029	0.74
IRGQ	GBM	1.028	0.74
KBTBD12	GBM	1.03	0.74
KBTBD8	GBM	1.033	0.74
LOC81691	GBM	1.032	0.74
MARCH10	GBM	1.028	0.74
MCC	GBM	0.971	0.74
MLL5	GBM	0.969	0.74
MTG1	GBM	0.972	0.74
NDE1	GBM	0.97	0.74
POLG	GBM	1.032	0.74
PRH2	GBM	0.971	0.74
RGAG1	GBM	0.969	0.74
RHOA	GBM	0.968	0.74
RPS6KA2	GBM	1.032	0.74
SBNO1	GBM	0.97	0.74
SIX1	GBM	0.97	0.74
SMARCE1	GBM	1.03	0.74
SRC	GBM	1.028	0.74
ST6GALNAC6	GBM	1.034	0.74
TMEM14B	GBM	1.03	0.74
TRIP12	GBM	0.971	0.74
ZBTB20	GBM	0.971	0.74
AIF1L	GBM	0.969	0.75
ASCC3	GBM	0.972	0.75
ASPHD2	GBM	1.029	0.75
