Gene	Cancer_median	Normal_median	TSG	OG	NG
ARMC9	0.964	0.429	0	0	0
IPO7	?	?	0	0	0
NCOA5	0.17049999999999998	0.75	0	0	0
TMEM70	?	?	0	0	0
TCEB1	?	?	0	0	0
TP53INP2	?	?	0	0	0
BCL2L13	0.1245	0.93	0	0	0
PLCB3	?	?	0	0	0
GPR126	0.165	0.5	0	0	1
ACSL1	0.175	0.869	0	0	0
OTX1	0.872	0.158	0	0	1
TAPBPL	?	?	0	0	0
MBLAC1	0.8334999999999999	0.187	0	0	1
NARG2	?	?	0	0	1
PARD6B	0.5	0.5	0	0	0
NINJ1	0.5	0.5	0	0	0
RAB5C	?	?	0	0	0
MRPS16	?	?	0	0	0
NTF3	0.158	0.5	0	0	1
C10ORF137	0.5	0.5	0	0	1
PEF1	?	?	0	0	0
PREP	0.17	0.861	0	0	0
ATR	0.5	0.5	1	0	0
HEXIM2	?	?	0	0	0
DDX41	?	?	0	0	0
SMAGP	0.133	0.665	0	0	0
AMACR	0.154	0.816	0	0	0
NUDT9	?	?	0	0	0
PDE10A	0.17	0.5	0	0	1
TRIM37	?	?	0	0	0
GALE	0.1215	0.645	0	0	0
ZNF7	?	?	0	0	0
TRIP10	0.894	0.326	0	0	0
UBE2F	?	?	0	0	0
C12ORF44	?	?	0	0	1
HSPA9	?	?	0	0	0
ZXDB	?	?	0	0	1
ACAT2	0.1355	0.66	0	0	0
RASA2	?	?	0	0	0
NCAPG2	?	?	0	0	0
PNN	0.1495	0.929	0	0	0
KIF23	?	?	0	0	0
XRCC5	0.5	0.5	0	0	0
DHCR7	?	?	0	0	1
PAAF1	?	?	0	0	1
SEH1L	0.5	0.5	0	0	0
TFCP2	0.5	0.5	0	0	0
BSDC1	?	?	0	0	0
UXS1	0.5	0.5	0	0	0
LMBR1	?	?	0	0	1
SLCO3A1	0.139	0.839	0	0	0
AKT2	0.838	0.267	0	1	0
GPRC5A	0.1265	0.659	0	0	0
SPATA6	0.851	0.33	0	0	0
ARHGAP20	0.148	0.891	0	0	0
PRPF39	0.5	0.5	0	0	0
NADSYN1	0.14049999999999999	0.5	0	0	0
TAF1D	0.156	0.756	0	0	0
C11ORF54	0.157	0.851	0	0	0
AATF	?	?	0	0	0
FAM176A	0.172	0.817	0	0	0
EIF1AX	0.171	0.876	0	0	0
CNRIP1	0.842	0.035	0	0	0
PSMD5	?	?	0	0	0
PSMA1	0.845	0.284	0	0	0
C16ORF58	?	?	0	0	1
PIAS4	0.126	0.5	0	0	0
TBC1D20	?	?	0	0	0
ARRB1	0.83	0.32	0	0	0
TMEM106B	?	?	0	0	0
SH3BP5	0.0805	0.604	0	0	0
HIST2H2AA3	?	?	0	0	0
TMEM14A	?	?	0	0	0
DCAF6	?	?	0	0	0
BRP44	0.1885	0.864	0	0	0
SMYD2	0.967	0.443	0	0	0
ZNF700	?	?	0	0	1
HOXD8	0.854	0.256	0	0	0
AMAC1L3	?	?	0	0	0
IFITM2	0.8594999999999999	0.219	0	0	0
DKK3	0.14	0.635	0	0	0
MARK4	0.847	0.297	0	0	0
GAR1	?	?	0	0	0
SCLY	0.165	0.863	0	0	0
GIGYF2	0.16949999999999998	0.8335	0	0	0
C10ORF54	?	?	0	0	0
NKRF	0.1485	0.675	0	0	0
NT5DC2	0.8514999999999999	0.339	0	0	0
RNF181	?	?	0	0	0
POFUT2	?	?	0	0	1
CLEC2B	0.149	0.917	0	0	0
DDOST	?	?	0	0	0
FGF7	0.161	0.793	0	0	0
TOM1	?	?	0	0	0
TSPYL1	0.852	0.304	0	0	0
DSE	0.832	0.256	0	0	0
FBXW4	0.5	0.5	0	0	0
ATAD3A	0.15	0.865	0	0	0
CSNK1G1	0.137	0.719	0	0	0
ZNF48	0.834	0.219	0	0	1
USP45	?	?	0	0	0
RPS11	?	?	0	0	0
SUMO1	0.147	0.733	0	0	0
SNRPG	?	?	0	0	0
LRRC47	0.5	0.5	0	0	1
MAN1B1	?	?	0	0	0
ZNF561	?	?	0	0	1
KRT18	0.111	0.635	0	0	0
PPP1R8	0.179	0.811	0	0	0
BTBD10	0.8274999999999999	0.182	0	0	0
ERN1	0.152	0.832	0	0	0
PUS1	0.5	0.5	0	0	0
CCDC99	?	?	0	0	0
SNRNP70	0.5	0.5	0	0	0
VARS	0.165	0.73	0	0	0
NUP35	?	?	0	0	0
FAM195A	?	?	0	0	0
SEMA4B	0.181	0.716	0	0	0
INTS8	?	?	0	0	0
TNC	0.94	0.439	0	1	0
IL17RA	0.8394999999999999	0.296	0	0	0
TRRAP	0.191	0.5	0	1	0
LRIF1	0.5	0.5	0	0	0
TMEM120B	0.157	0.785	0	0	0
SMPDL3A	?	?	0	0	1
TMX3	0.8405	0.182	0	0	0
ATP6V0A2	0.1595	0.69	0	0	0
ATP5G2	0.807	0.276	0	0	0
MTMR12	0.918	0.405	0	0	0
SRP14	?	?	0	0	0
NTNG1	0.852	0.273	0	0	1
AP2B1	0.8385	0.105	0	0	0
FH	?	?	1	0	0
TOP2A	0.15	0.733	0	0	0
PCGF3	0.169	0.704	0	0	0
FBL	?	?	0	0	0
SLC29A1	?	?	0	0	0
LAMA5	0.5	0.5	0	0	0
USP31	0.9055	0.395	0	0	0
AGTPBP1	?	?	0	0	0
JUP	?	?	0	0	0
LIN7A	0.1435	0.5	0	0	1
NFKBIE	0.5	0.5	1	0	0
SLC16A6	?	?	0	0	0
MYPOP	0.5	0.5	0	0	0
FXYD5	0.171	0.884	0	0	0
PPP1R10	0.93	0.419	0	0	0
MRPS18B	?	?	0	0	0
FAM114A1	?	?	0	0	0
GMCL1	?	?	0	0	0
DDAH2	0.193	0.778	0	0	0
TMEM184B	0.079	0.594	0	0	0
URM1	?	?	0	0	0
CEP250	?	?	0	0	0
AHCYL1	0.5	0.5	0	0	0
C7ORF42	0.1115	0.632	0	0	0
LAP3	0.1315	0.634	0	0	0
NOL6	0.5055000000000001	0.5375	0	0	0
DDX50	?	?	0	0	0
GTF2F1	?	?	0	0	0
TAF4	0.178	0.721	0	0	0
CTR9	0.5	0.5	0	0	0
SPPL3	?	?	0	0	0
UQCR11	0.5	0.5	0	0	0
FSD1L	?	?	0	0	0
GCH1	0.842	0.209	0	0	0
EEF2K	?	?	0	0	0
CLN6	0.5	0.5	0	0	1
SUV420H2	?	?	0	0	0
AKTIP	?	?	0	0	0
STX7	0.5	0.5	0	0	0
TTF1	0.867	0.207	0	0	0
TBCD	0.158	0.715	0	0	0
SH2B2	0.881	0.342	0	0	0
ZNF362	0.5	0.5	0	0	1
ZNF555	?	?	0	0	1
DDX23	?	?	0	0	0
ZNF181	?	?	0	0	1
GPR162	0.1605	0.5	0	0	1
POGK	?	?	0	0	1
CEP68	?	?	0	0	0
GPR37	0.106	0.5	0	0	1
RBM22	?	?	0	0	0
PLAGL1	0.156	0.7	0	0	0
NDUFB10	?	?	0	0	0
STAU1	0.5	0.5	0	0	0
FTSJ1	0.5	0.5	0	0	0
CENPF	0.5	0.5	0	0	0
TARBP2	?	?	0	0	0
MAP3K12	?	?	0	0	0
TP53	0.9435	0.433	1	1	0
WRAP53	?	?	0	0	0
SMARCA1	0.087	0.616	0	0	0
BACE1	?	?	0	0	0
CSPP1	0.5	0.5	0	0	0
COPS5	?	?	0	0	0
TIGD2	0.161	0.692	0	0	0
DAD1	?	?	0	0	0
SMAP2	0.155	0.663	0	0	0
DHRSX	?	?	0	0	0
TAF1B	0.141	0.691	0	0	0
SLX4	0.173	0.813	0	0	0
TFRC	?	?	0	0	0
SLC22A23	0.1525	0.738	0	0	0
DGCR6L	?	?	0	0	0
YME1L1	?	?	0	0	0
MASTL	0.15	0.907	0	0	0
RSRC1	0.804	0.21500000000000002	0	0	0
CSRP2	0.1345	0.645	0	0	0
STX6	?	?	0	0	0
SORT1	0.144	0.6635	0	0	0
LYPD1	0.82	0.165	0	0	0
DNAJC1	0.5	0.5	0	0	0
TRIM44	0.179	0.71	0	0	0
DDX59	?	?	0	0	0
PREX1	0.193	0.676	0	0	0
JTB	?	?	0	0	0
GIGYF1	0.16	0.768	0	0	0
DCK	?	?	0	0	0
C2CD2L	0.036	0.659	0	0	0
GATAD2A	0.5	0.5	0	0	0
NUP85	?	?	0	0	0
YAF2	?	?	0	0	0
CSTF2T	?	?	0	0	0
FHOD3	0.1545	0.79	0	0	0
MED7	?	?	0	0	1
FUBP3	?	?	0	0	0
SF3B4	?	?	0	0	0
RBM27	?	?	0	0	0
LRRC8D	0.179	0.743	0	0	0
LIG3	0.173	0.783	0	0	0
ZC3H18	?	?	0	0	0
PMVK	?	?	0	0	1
MINK1	0.197	0.59	0	0	0
PTAR1	?	?	0	0	0
NSUN4	?	?	0	0	0
ZNF789	0.116	0.5	0	0	1
IPO8	?	?	0	0	0
PPM1G	0.1735	0.769	0	0	0
SSBP1	0.155	0.885	0	0	0
CRELD1	0.145	0.5	0	0	1
AMFR	0.192	0.714	0	0	0
GLRX2	?	?	0	0	0
PRKCI	?	?	0	0	0
N4BP2L2	0.5	0.5	0	0	0
CD2BP2	?	?	0	0	0
TEX2	0.846	0.172	0	0	0
GPRC5B	0.845	0.198	0	0	0
PI4K2B	?	?	0	0	0
KIAA0232	0.5145	0.5	0	0	0
ERGIC1	0.827	0.289	0	0	0
LY6E	?	?	0	0	0
PSMA4	0.138	0.841	0	0	0
RYBP	0.161	0.833	0	0	0
C7ORF68	?	?	0	0	0
KIAA0513	0.154	0.779	0	0	0
CASP8AP2	?	?	0	0	0
DNAJB5	?	?	0	0	0
RNF130	0.1035	0.609	0	0	0
NUPL1	?	?	0	0	0
PPM1A	0.5	0.5	0	0	0
PROSAPIP1	0.5	0.5	0	0	1
CS	?	?	0	0	0
UIMC1	?	?	0	0	0
RYK	?	?	0	0	0
MBOAT1	0.859	0.335	0	0	0
FBXO38	?	?	0	0	0
ITPA	?	?	0	0	0
NF1	0.1285	0.5	1	0	0
CNNM3	?	?	0	0	0
ZCCHC7	?	?	0	0	0
AGPAT4	0.172	0.874	0	0	0
PIGY	?	?	0	0	0
SERINC2	0.5	0.5	0	0	1
MOV10	?	?	0	0	0
CYCS	?	?	0	0	0
KIAA1715	?	?	0	0	1
RANGAP1	?	?	0	0	0
STK4	0.12	0.635	0	0	0
ATP9B	0.5	0.5	0	0	0
DENND5A	0.833	0.314	0	0	0
ZNF674	?	?	0	0	1
PAPSS2	0.5	0.5	0	0	0
DDX56	0.14	0.684	0	0	0
ACTR10	?	?	0	0	0
BRIP1	0.808	0.356	1	0	0
CASP4	0.5	0.5	0	0	0
IL6R	0.847	0.336	0	0	0
MTMR9	0.5	0.5	0	0	1
RAB3GAP1	?	?	0	0	0
ABHD3	0.094	0.63	0	0	0
EPN1	0.14	0.812	0	0	0
SAT1	0.132	0.695	0	0	0
KCTD13	0.17	0.892	0	0	0
GPSM1	0.163	0.785	0	0	0
TTYH2	0.144	0.874	0	0	0
PSMC4	?	?	0	0	0
ALMS1	?	?	0	0	0
RPL7L1	?	?	0	0	0
ANPEP	0.1695	0.744	0	0	0
PPA1	?	?	0	0	0
LRP5	0.195	0.69	0	0	0
ABHD12	0.5	0.5	0	0	0
CLTCL1	?	?	1	0	0
RP11-651P23.5	?	?	0	0	0
ZNF264	0.8634999999999999	0.325	0	0	0
PPP6C	?	?	1	0	0
RIC8B	?	?	0	0	0
IFNAR1	?	?	0	0	0
DCUN1D1	?	?	0	0	0
TFAM	?	?	0	0	1
EID1	?	?	0	0	0
GAS2L1	0.917	0.389	0	0	0
RNF144B	0.158	0.5	0	0	0
CHMP4B	0.5	0.5	0	0	0
NAA35	?	?	0	0	0
PEX26	?	?	0	0	1
AGPAT3	0.1365	0.712	0	0	0
KLHL2	0.169	0.845	0	0	0
KPNA2	?	?	0	0	0
PPIB	?	?	0	0	0
MANBA	0.15899999999999997	0.912	0	0	0
TSN	?	?	0	0	0
KIAA0913	?	?	0	0	0
CHCHD1	?	?	0	0	0
DYRK3	0.925	0.372	0	0	0
NUDT16	0.5	0.5	0	0	1
ENDOV	0.17	0.872	0	0	0
CNPY2	?	?	0	0	0
C19ORF60	0.08499999999999999	0.5	0	0	1
ORC5	0.12	0.5	0	0	1
FMN2	0.163	0.706	0	0	0
FANCD2	0.1605	0.5	1	0	0
FXR2	0.0885	0.598	0	0	0
LPGAT1	0.853	0.265	0	0	0
DHX30	0.189	0.893	0	0	0
PPP4C	?	?	0	0	0
SNAP23	?	?	0	0	0
UBE2L3	0.083	0.599	0	0	0
MFN1	?	?	0	0	1
TINF2	?	?	0	0	0
NEK8	0.034	0.593	0	0	0
PSMD8	0.166	0.869	0	0	0
ZNF580	?	?	0	0	0
PLXNA1	0.5	0.5	0	0	0
FAP	0.1905	0.6779999999999999	0	0	0
FLJ32810	0.171	0.813	0	0	0
ATL3	0.114	0.675	0	0	0
ILKAP	?	?	0	0	0
LATS2	0.175	0.858	0	0	0
UQCRB	?	?	0	0	0
PSMC3	?	?	0	0	0
SUPT4H1	0.5	0.5	0	0	0
ERCC6	0.178	0.87	0	0	0
ZNRF3	0.14100000000000001	0.5	1	0	0
STIL	?	?	0	1	0
DOCK10	0.149	0.905	0	0	0
TMEM97	?	?	0	0	0
UBASH3B	0.17	0.863	0	0	0
NF2	?	?	1	0	0
MAP3K6	0.5	0.5	0	0	0
PGAM5	?	?	0	0	0
HIST1H2BI	0.879	0.126	0	0	0
HIST1H3G	0.85	0.318	0	0	0
CIB1	0.917	0.407	0	0	0
CORO2B	0.83	0.312	0	0	0
STBD1	0.9255	0.395	0	0	1
KIAA0284	0.17	0.875	0	0	0
DGCR2	?	?	0	0	0
BTAF1	?	?	0	0	0
THUMPD2	0.1585	0.5	0	0	1
RPF2	?	?	0	0	0
SF3A1	?	?	0	0	0
CHD6	0.5	0.5	0	0	0
VTI1B	0.8345	0.5	0	0	0
COL11A1	?	?	0	0	0
MGLL	0.821	0.314	0	0	0
SYNE2	0.8805000000000001	0.358	0	0	0
EEPD1	0.154	0.814	0	0	0
KTI12	0.5	0.5	0	0	1
BCL7B	?	?	0	0	0
NOL11	?	?	0	0	1
MLF1IP	?	?	0	0	0
KLHL8	0.857	0.313	0	0	0
GLTP	0.5	0.5	0	0	1
SMARCAD1	0.5	0.5	0	0	0
POLR2A	?	?	0	0	0
ZBTB4	0.5	0.5	0	0	0
PTPN11	0.5	0.5	0	1	0
RBM15B	0.5	0.5	0	0	0
MBIP	?	?	0	0	0
CXCL12	0.829	0.056	0	0	0
PLEKHM2	0.169	0.57	0	0	0
SPAG5	0.5	0.5	0	0	0
FMNL3	0.148	0.674	0	0	0
CCDC51	0.1665	0.735	0	0	0
MARK1	0.144	0.905	0	0	0
CBR3	?	?	0	0	0
EPRS	?	?	0	0	0
LMAN2	?	?	0	0	0
PEX5	?	?	0	0	0
HLA-A	0.096	0.685	0	0	0
POP7	0.887	0.336	0	0	0
POM121	0.185	0.742	0	0	0
DCTN4	0.5	0.5	0	0	0
RUNX1	0.842	0.138	1	1	0
ELF4	0.8174999999999999	0.212	1	1	0
ZNF605	?	?	0	0	0
ST3GAL3	0.1675	0.644	0	0	0
PIGM	?	?	0	0	0
ELMO2	0.13	0.5	0	0	1
BCAP29	0.5	0.5	0	0	0
GFOD2	0.5	0.5	0	0	0
HOMEZ	0.158	0.863	0	0	0
ADAMTS3	0.171	0.793	0	0	0
APOL2	?	?	0	0	0
ZNF302	?	?	0	0	0
DAPK1	0.1255	0.644	0	0	0
PDCD2	?	?	0	0	0
NECAP1	?	?	0	0	0
SH3KBP1	0.171	0.67	0	0	0
HSD17B12	0.5	0.5	0	0	0
ZRSR2	?	?	1	0	0
NDUFA9	?	?	0	0	0
STK38	?	?	0	0	0
CEP78	?	?	0	0	0
TMEM66	?	?	0	0	0
TLCD1	?	?	0	0	1
FBXO9	?	?	0	0	0
ICK	0.5	0.5	0	0	0
MBP	0.837	0.348	0	0	0
ATP6V0A1	0.878	0.322	0	0	0
PRNP	0.162	0.927	0	0	0
CYP20A1	?	?	0	0	1
MFSD1	0.842	0.273	0	0	0
REEP4	0.165	0.699	0	0	0
HABP4	0.152	0.864	0	0	0
TCEAL1	?	?	0	0	0
GEMIN4	0.5	0.5	0	0	0
C12ORF48	?	?	0	0	0
RPIA	0.5	0.5	0	0	0
SAFB	?	?	0	0	0
SAFB2	?	?	0	0	0
PYGO2	0.096	0.6	0	0	0
SFT2D1	?	?	0	0	0
SIDT2	?	?	0	0	0
SNRPF	?	?	0	0	0
CIZ1	0.5	0.5	0	0	0
UQCRFS1	0.19	0.896	0	0	0
SLFN11	?	?	0	0	0
RBBP5	?	?	0	0	0
UTP23	0.166	0.777	0	0	0
BUB3	0.157	0.828	0	0	0
PRRC1	?	?	0	0	0
AARSD1	?	?	0	0	0
NAGS	0.845	0.228	0	0	0
ANAPC5	0.1505	0.731	0	0	0
GOLGA3	0.148	0.851	0	0	0
RABGAP1L	0.122	0.719	0	0	0
SOD1	0.15000000000000002	0.5	0	0	0
CD82	0.5	0.5	0	0	0
C21ORF33	0.5	0.5	0	0	0
THAP2	?	?	0	0	0
ZFC3H1	?	?	0	0	0
DYNC1I2	?	?	0	0	0
DNM2	0.942	0.435	1	0	0
CBY1	0.5	0.5	0	0	0
PPIC	0.5	0.5	0	0	0
VPS13C	?	?	0	0	0
SLC25A46	0.5	0.5	0	0	0
FNIP2	0.1945	0.725	0	0	0
GRPEL2	0.167	0.774	0	0	0
ZNF672	0.1525	0.781	0	0	0
PTGFR	0.8425	0.057	0	0	1
DARS	0.135	0.767	0	0	0
ITSN2	0.1535	0.672	0	0	0
THOC1	?	?	0	0	0
NFXL1	0.5	0.5	0	0	0
GRK6	0.125	0.5	0	0	0
ZFYVE20	?	?	0	0	0
MIF4GD	?	?	0	0	0
LPIN1	0.169	0.605	0	0	0
SEC23IP	?	?	0	0	0
NSUN6	?	?	0	0	0
MTA1	0.132	0.773	0	0	0
CASC3	0.5	0.5	0	0	0
DDX55	?	?	0	0	0
APEH	0.149	0.668	0	0	0
TMCO1	0.5	0.5	0	0	0
SELK	?	?	0	0	1
HEATR2	0.887	0.3	0	0	1
THAP1	0.166	0.915	0	0	0
AASS	0.168	0.921	0	0	0
CHD1L	?	?	0	0	0
ZNF616	?	?	0	0	1
AKAP10	?	?	0	0	0
ZNF581	0.167	0.5	0	0	1
EPM2A	?	?	0	0	1
FSIP1	0.826	0.277	0	0	0
PHF19	0.161	0.698	0	0	0
MTHFD2L	0.1115	0.5	0	0	1
TEX261	0.1775	0.5	0	0	0
SART1	?	?	0	0	0
NPEPPS	0.156	0.755	0	0	0
RBM4B	0.882	0.352	0	0	0
UBA52	?	?	0	0	0
PPP2R5B	?	?	0	0	0
PRPS1	?	?	0	0	0
PLD3	0.808	0.306	0	0	0
BET1	0.158	0.891	0	0	0
CLPTM1L	0.1685	0.753	0	0	0
UHMK1	?	?	0	0	0
TRIM4	0.5	0.5	0	0	0
PPAT	?	?	0	0	0
PAICS	?	?	0	0	0
ATP13A1	?	?	0	0	1
HDHD2	?	?	0	0	0
SRPX	0.157	0.878	0	0	0
OPA1	?	?	0	0	0
F2RL1	0.5	0.5	0	0	0
TBC1D14	0.056	0.75	0	0	0
ZBTB44	?	?	0	0	0
CRTC2	0.5	0.5	0	0	0
TMED10	?	?	0	0	0
ZBTB43	?	?	0	0	0
SMOX	0.82	0.278	0	0	0
SRPK2	0.807	0.338	0	0	0
MPV17	?	?	0	0	1
HIST1H3F	?	?	0	0	0
PYGO1	0.845	0.5	0	0	0
PTPRJ	0.1305	0.676	0	0	0
COPS3	?	?	0	0	0
ZDBF2	0.8705	0.153	0	0	1
C2ORF89	0.189	0.8640000000000001	0	0	0
DDX39A	?	?	0	0	0
BDH1	0.134	0.805	0	0	0
PITX2	0.865	0.179	0	0	0
NFE2L3	0.1865	0.685	0	0	0
INTS10	?	?	0	0	0
SRFBP1	0.173	0.756	0	0	0
DCLRE1C	0.5	0.5	0	0	0
MRPL17	0.1875	0.5	0	0	0
TXLNG	?	?	0	0	0
ERGIC2	?	?	0	0	0
NOL10	0.179	0.87	0	0	0
NARS	?	?	0	0	0
RNPC3	0.16	0.796	0	0	0
CACNB1	0.197	0.783	0	0	0
RPL19	?	?	0	0	0
EFHC1	0.918	0.4	0	0	1
TTC14	?	?	0	0	0
SEC14L2	0.136	0.726	0	0	0
PDSS1	?	?	0	0	0
PRPF19	?	?	0	0	0
ZNF841	?	?	0	0	0
DERL1	0.153	0.746	0	0	0
C11ORF31	?	?	0	0	0
ISCU	0.5	0.5	0	0	0
SART3	0.173	0.766	0	0	0
SLC30A6	?	?	0	0	0
ZNF267	0.5	0.5	0	0	0
CHM	0.822	0.081	0	0	0
TIPRL	?	?	0	0	0
TAF10	?	?	0	0	0
CYTH3	0.131	0.682	0	0	0
LTA4H	?	?	0	0	0
C19ORF24	?	?	0	0	0
C12ORF5	?	?	0	0	0
GCC2	0.172	0.728	0	0	0
MRPL3	?	?	0	0	0
HSD17B11	?	?	0	0	0
LYPLA2	0.5	0.5	0	0	0
MAP2K2	0.1035	0.5	0	1	0
EBAG9	?	?	0	0	0
TSPO	0.182	0.5	0	0	1
RTCD1	?	?	0	0	0
MFAP3L	0.158	0.886	0	0	0
LHX4	0.8554999999999999	0.104	0	0	0
OAT	0.8545	0.346	0	0	0
ST8SIA1	0.828	0.306	0	0	0
KPNA6	?	?	0	0	0
ING5	?	?	0	0	0
SMC1A	0.5	0.5	1	0	0
CDCA7L	0.128	0.952	0	0	0
C7ORF49	0.167	0.5	0	0	1
RPAP3	?	?	0	0	0
FAM20B	0.5	0.5	0	0	0
NUDT19	?	?	0	0	1
CHKB	?	?	0	0	0
TIMM17A	0.175	0.808	0	0	0
TNFAIP8	0.127	0.67	0	0	0
VASH1	0.1385	0.661	0	0	0
MOGS	?	?	0	0	0
PEBP1	?	?	0	0	0
RNASEH1	?	?	0	0	0
LRRK2	0.145	0.688	0	0	0
KLC2	0.8634999999999999	0.0985	0	0	0
CASP8	0.04	0.5	1	0	0
NKX3-2	0.855	0.26	0	0	1
HERC1	?	?	0	0	0
ADIPOR2	0.5	0.5	0	0	0
MCM3	?	?	0	0	0
CDC7	?	?	0	0	0
PARK7	0.915	0.398	0	0	0
PGM2L1	0.1735	0.951	0	0	0
TBC1D15	0.194	0.725	0	0	0
RFK	0.5	0.5	0	0	0
HIP1	0.1815	0.5	0	1	0
NEK9	0.034	0.593	0	0	0
KIF21A	0.179	0.795	0	0	0
DDX58	?	?	0	0	0
ARID5A	0.863	0.334	0	0	0
HIST1H2BH	?	?	0	0	1
TRPC4AP	?	?	0	0	0
CXXC1	?	?	0	0	0
NAT10	?	?	0	0	0
EBF2	0.858	0.305	0	0	0
DPP3	?	?	0	0	0
RPL6	0.159	0.784	0	0	0
ODF2L	0.1405	0.5	0	0	1
TEP1	0.855	0.349	0	0	0
PSMD2	0.17	0.891	0	0	0
LRCH3	0.1595	0.701	0	0	0
SPOP	0.8140000000000001	0.17	1	0	0
ZNF93	?	?	0	0	0
PRMT6	?	?	0	0	0
FRA10AC1	?	?	0	0	0
PAG1	0.147	0.826	0	0	0
LYPLAL1	0.164	0.5	0	0	1
HDAC5	0.09	0.706	0	0	0
CMTM6	0.5	0.5	0	0	0
RAP1A	0.854	0.337	0	0	0
MSRB3	0.157	0.789	0	0	0
C6ORF72	0.193	0.791	0	0	0
RFXAP	?	?	0	0	1
POLRMT	0.165	0.824	0	0	0
ZNF816	?	?	0	0	1
TMEM22	0.845	0.279	0	0	0
TBRG4	0.166	0.768	0	0	0
GRSF1	?	?	0	0	0
KLHDC8B	?	?	0	0	0
GMDS	0.1485	0.688	0	0	0
PKIA	0.135	0.5	0	0	1
EPHA5	0.839	0.11	0	0	0
CDC27	?	?	0	0	0
GPR107	0.13	0.918	0	0	0
PEA15	?	?	0	0	0
ATP5B	0.16999999999999998	0.728	0	0	0
PKNOX1	?	?	0	0	0
METTL10	?	?	0	0	1
DOCK1	0.167	0.597	0	0	0
PDE4A	0.135	0.943	0	0	0
PDIA5	0.139	0.685	0	0	0
ZNF746	?	?	0	0	0
TMBIM6	?	?	0	0	0
AP3M2	0.157	0.706	0	0	0
TOR3A	0.5	0.5	0	0	1
TMEM18	0.192	0.747	0	0	0
KIF22	0.5	0.5	0	0	0
FANCG	?	?	1	0	0
OTUB1	0.8585	0.346	0	0	0
ABCF1	0.5	0.5	0	0	0
PEX12	0.154	0.71	0	0	0
ARMC1	?	?	0	0	0
ZNF444	0.126	0.731	0	0	0
MST4	?	?	0	0	0
DNAJC21	?	?	0	0	0
C3ORF17	0.177	0.5	0	0	1
CXCL3	?	?	0	0	0
BRMS1L	0.16799999999999998	0.878	0	0	0
SUB1	?	?	0	0	0
MRPS35	0.154	0.708	0	0	0
HBEGF	?	?	0	0	0
PLXNA3	0.5	0.5	0	0	1
GLI4	0.1795	0.698	0	0	0
VPS33A	?	?	0	0	0
FEZ1	0.15	0.759	0	0	0
GNPDA2	?	?	0	0	0
ACOT2	0.894	0.279	0	0	0
SEPT9	0.86	0.289	0	0	0
CACNA1C	0.149	0.935	0	0	0
TSNAX	0.5	0.5	0	0	0
PACS2	0.169	0.664	0	0	0
PUSL1	0.177	0.5	0	0	1
ACAP3	0.5	0.62	0	0	0
MOBKL1B	0.135	0.641	0	0	0
MFSD3	?	?	0	0	0
HSPD1	0.8374999999999999	0.283	0	0	0
HSPE1	0.5	0.5	0	0	0
CCNB1	?	?	0	0	0
BRPF3	0.5	0.5	0	0	0
TULP3	0.5	0.5	0	0	0
MAGOHB	?	?	0	0	0
REXO1	0.825	0.31	0	0	1
MPG	0.155	0.848	0	0	0
ZNF805	?	?	0	0	1
ADAMTS2	0.161	0.782	0	0	0
MESDC2	0.163	0.739	0	0	0
LRFN3	0.914	0.405	0	0	1
ZNF821	?	?	0	0	0
KIF15	0.5	0.5	0	0	0
GAD1	0.841	0.255	0	0	0
RBM8A	?	?	0	0	0
CLIP2	0.167	0.817	0	0	0
TMEM55A	?	?	0	0	0
EIF3L	?	?	0	0	0
RNASEH2B	0.5	0.5	0	0	0
SAP18	?	?	0	0	0
FOXK2	0.8225	0.401	0	0	0
MED12L	0.161	0.733	0	0	0
C2ORF69	0.151	0.5	0	0	1
POLR3D	?	?	0	0	0
DAPK3	?	?	0	0	0
ZNF837	0.177	0.5	0	0	1
MT1E	0.818	0.272	0	0	0
METTL18	?	?	0	0	0
MNAT1	0.154	0.855	0	0	0
TGDS	?	?	0	0	0
ERO1L	?	?	0	0	0
NCKIPSD	?	?	0	0	0
ERH	?	?	0	0	0
SLC39A9	0.172	0.899	0	0	0
IP6K2	0.8125	0.5	0	0	0
HOXB7	0.865	0.312	0	0	0
LLPH	?	?	0	0	0
GPSM3	0.144	0.735	0	0	0
NBPF3	?	?	0	0	0
MIS18A	?	?	0	0	0
ITPRIPL1	0.5	0.5	0	0	0
TMCC2	0.169	0.5	0	0	1
MYO5A	?	?	0	0	0
ABCC4	0.832	0.27	0	0	0
KIF20B	0.041	0.563	0	0	0
GCN1L1	0.5	0.5	0	0	0
MYO6	0.15	0.667	0	0	0
KIAA0226	0.1635	0.5	0	0	1
COMMD5	?	?	0	0	0
MYCL1	0.171	0.5	0	1	0
RPL27	?	?	0	0	0
SLC35E4	0.157	0.5	0	0	1
ERBB4	0.846	0.273	1	1	0
CNTNAP1	0.975	0.444	0	0	1
MDM4	?	?	0	1	0
PPAPDC1B	?	?	0	0	0
CD97	0.8025	0.294	0	0	0
DAP	0.16	0.746	0	0	0
PSMD12	?	?	0	0	0
SUCLG1	0.907	0.39	0	0	0
GCNT1	0.5	0.5	0	0	0
FAM174A	?	?	0	0	0
CDS2	0.16	0.768	0	0	0
NVL	?	?	0	0	0
TMEM85	?	?	0	0	0
KEAP1	?	?	1	0	0
RP2	?	?	0	0	0
