Gene	Cell_proliferation_rate	TSG	OG	NG
REXO4	0.413156625	0	0	0
CSNK1D	-0.083520625	0	0	0
ZNF248	-0.749731125	0	0	1
EIF6	-2.151747625	0	0	0
GXYLT1	NA	0	0	0
ADCY6	0.17131174999999998	0	0	0
NDFIP1	NA	0	0	0
MTF1	-0.6336740000000001	0	0	0
TRDMT1	0.3156415	0	0	0
UBA2	-1.24891475	0	0	0
ARNTL2	-0.8450392499999999	0	0	0
CENPBD1	-3.298559875	0	0	0
EIF3M	NA	0	0	0
EPS15	-1.0580037500000001	1	0	0
RAD51AP1	-0.578982875	0	0	0
HSPA1L	0.132256125	0	0	0
HSPA1A	-0.508597875	0	0	0
GTF2B	-1.458781833335	0	0	0
DLX1	-1.146466	0	0	0
KATNAL1	NA	0	0	1
PRKACA	-1.6446115	0	1	0
TARDBP	-0.7585822499999999	0	0	0
TMEM147	NA	0	0	0
SCML1	-1.263142875	0	0	0
KIAA0415	NA	0	0	0
DNAJB12	-1.04010575	0	0	0
EFEMP2	-0.228779875	0	0	0
GPAA1	NA	0	0	0
EHD2	0.14467975	0	0	0
CNP	0.332706875	0	0	0
GYPC	-0.50721075	0	0	0
RNF5	-1.10788675	0	0	0
AGPAT1	-0.4371594583335	0	0	0
PRTG	NA	0	0	0
SLITRK5	-1.0466048749999999	0	0	0
DBNL	-0.989495	0	0	0
ZFP64	0.34508300000000003	0	0	0
BMF	NA	0	0	0
SLC39A8	-0.83520675	0	0	0
SLC7A6	NA	0	0	0
MPV17L2	NA	0	0	1
GPR161	-0.8532573750000001	0	0	0
PRMT3	-0.457752875	0	0	0
ZNF133	-0.5090669999999999	0	0	0
CCNF	-0.262882	0	0	0
CAMK1D	-0.43856470833350003	0	0	0
ZCCHC8	0.456590125	0	0	0
ASXL2	NA	1	0	0
SENP1	-0.450433125	0	0	0
POU3F2	-0.221295125	0	0	0
GLRX3	-0.13811325	0	0	0
SNX3	NA	0	0	0
PLK1	-0.10168474999999999	0	0	0
PIAS3	0.244296875	0	0	0
TSC1	0.46309587500000005	1	0	0
NCAPG	NA	0	0	0
DCAF16	-0.9323026249999999	0	0	1
VPS37C	NA	0	0	0
POR	-0.125004	0	0	0
SON	-1.8189440000000001	0	0	0
GART	-0.5371893750000001	0	0	0
ZSCAN22	-1.41507075	0	0	0
TMEM161B	NA	0	0	0
PSIP1	0.222148125	0	1	0
AFG3L2	-1.134858125	0	0	0
SHPRH	-1.368641625	0	0	0
CREM	-0.04093025	0	0	0
GDF11	-0.53027125	0	0	0
GATA2	0.12329837499999999	0	1	0
RGL1	-0.831827875	0	0	0
ARPC5	-0.810431125	0	0	0
HYAL2	-1.786141	0	0	0
POLR3E	-0.117546875	0	0	0
HTATSF1	-0.802226375	0	0	1
FGD1	-1.008594	0	0	1
CEP97	NA	0	0	0
TOLLIP	-0.561637875	0	0	0
XPOT	-0.223871625	0	0	0
CINP	0.055211625	0	0	0
VPS4B	-1.8141357500000002	0	0	0
NCEH1	-0.10485087500000001	0	0	0
RAB4B	-0.5370759583335	0	0	0
STIM1	NA	0	0	0
LIN7C	NA	0	0	0
MED28	-0.6729642499999999	0	0	0
MXRA7	NA	0	0	0
METAP1	-0.29698295833349997	0	0	0
FRG1	0.037407125	0	0	0
ATP5I	-1.06492575	0	0	0
MTR	0.42979625	0	0	0
PRKAG2	-0.0234585	0	0	0
TRPC4	-1.2295395	0	0	0
CHPF2	-0.451891625	0	0	1
RIC8A	-1.10358925	0	0	0
BET1L	0.29466225	0	0	0
SESTD1	NA	0	0	1
TCF21	-0.45542775	0	0	0
ATRN	-0.5525720000000001	0	0	0
IGFBP2	-1.8990615000000002	0	0	0
ULK1	-0.837948625	0	0	0
PCCA	-0.7527429999999999	0	0	0
CAPZA2	-0.33955175000000004	0	0	0
VAMP2	NA	0	0	1
AURKAIP1	-0.40684062499999996	0	0	0
STOML1	NA	0	0	0
PML	-1.33896025	1	0	0
CASP7	-0.45291045833349997	0	0	0
TBL1X	NA	0	0	0
TM4SF1	-0.50406425	0	0	0
MYST2	NA	0	0	0
NDUFAF4	NA	0	0	0
SLC43A1	-0.11966775	0	0	0
LANCL1	-0.6508125	0	0	0
SUZ12	-0.44559150000000003	1	1	0
SAMD8	-3.298559875	0	0	0
FABP5	-0.571308625	0	0	0
TMEM150A	NA	0	0	0
KATNA1	0.09792725	0	0	0
CDCA7	NA	0	0	0
STX12	-0.6275715	0	0	0
REEP5	NA	0	0	0
ZNF606	-1.351229625	0	0	1
RP9	-0.28771599999999997	0	0	0
EIF3D	NA	0	0	0
XYLT2	-0.37279237499999995	0	0	0
ZBTB16	-0.685651375	1	0	0
PSMF1	-1.21660675	0	0	0
RNF122	-1.1670401250000002	0	0	0
NT5C2	-1.3234223749999998	0	1	0
C5ORF28	-0.847260625	0	0	0
GPR108	NA	0	0	1
ZFP82	-0.8457893750000001	0	0	0
DIP2B	NA	0	0	0
SPPL2A	-0.39441574999999995	0	0	0
CCDC109B	NA	0	0	1
HTR7	-0.5840157500000001	0	0	0
LTBP4	0.317357875	0	0	0
TERF2IP	-1.07780425	0	0	0
KARS	-1.7263022499999998	0	0	0
BRF1	-0.7169399999999999	0	0	0
SMIM4	NA	0	0	1
LRIG2	-0.845492125	0	0	0
STAT5B	-1.0690655	1	1	0
DGCR8	NA	0	1	0
UBE2A	-0.6941792499999999	0	0	0
TMED4	-0.0548115	0	0	0
ZIC2	-0.569666375	0	0	0
ELAVL2	-0.838550625	0	0	0
PPP2R3A	-0.39395125	0	0	0
GPX1	0.026984124999999998	0	0	0
KLHL22	NA	0	0	0
SETD1A	NA	0	0	0
STX4	-1.2262262499999999	0	0	0
UEVLD	-1.0784585	0	0	0
ARHGAP24	-0.86584575	0	0	0
ARMC9	NA	0	0	0
IPO7	NA	0	0	0
NCOA5	-0.25634925	0	0	0
TMEM70	NA	0	0	0
TCEB1	-1.3372384583349999	0	0	0
TP53INP2	NA	0	0	0
BCL2L13	-1.108800625	0	0	0
PLCB3	-0.67708375	0	0	0
GPR126	-0.143968125	0	0	1
ACSL1	-0.300785375	0	0	0
OTX1	0.41348324999999997	0	0	1
TAPBPL	-1.3465556250000001	0	0	0
MBLAC1	NA	0	0	0
NARG2	NA	0	0	1
PARD6B	NA	0	0	0
NINJ1	-0.40103825000000004	0	0	0
RAB5C	-0.5484585	0	0	0
MRPS16	-0.46791812499999996	0	0	0
NTF3	-0.468602375	0	0	1
C10ORF137	NA	0	0	1
PEF1	-1.139144125	0	0	0
PREP	0.392457	0	0	0
ATR	-0.53147725	1	0	0
HEXIM2	NA	0	0	0
DDX41	-1.0504856249999999	0	0	0
SMAGP	NA	0	0	0
AMACR	-1.715039	0	0	0
NUDT9	-0.356907375	0	0	0
PDE10A	-0.33776825	0	0	0
TRIM37	-0.142729875	0	0	0
GALE	0.1852365	0	0	0
ZNF7	-0.7027825	0	0	0
TRIP10	-1.262329125	0	0	0
UBE2F	1.176668375	0	0	0
C12ORF44	NA	0	0	1
HSPA9	-1.524067125	0	0	0
ZXDB	NA	0	0	1
ACAT2	-0.6669572500000001	0	0	0
RASA2	-0.7147106249999999	0	0	0
NCAPG2	-3.298559875	0	0	0
PNN	-1.046317875	0	0	0
KIF23	NA	0	0	0
XRCC5	-0.9402278333335	0	0	0
DHCR7	-1.42601475	0	0	1
PAAF1	NA	0	0	1
SEH1L	NA	0	0	0
TFCP2	-0.50278375	0	0	0
BSDC1	NA	0	0	0
UXS1	-0.9097855	0	0	0
LMBR1	-0.62486675	0	0	0
SLCO3A1	0.1210585	0	0	0
AKT2	-0.436034375	0	1	0
GPRC5A	-0.742390375	0	0	0
SPATA6	-1.05328425	0	0	0
ARHGAP20	-0.4595235	0	0	0
PRPF39	NA	0	0	0
NADSYN1	-0.8975642500000001	0	0	0
TAF1D	NA	0	0	0
C11ORF54	NA	0	0	0
AATF	-0.644839875	0	0	0
FAM176A	NA	0	0	0
EIF1AX	-2.4097134999999996	0	0	0
CNRIP1	NA	0	0	0
PSMD5	-0.322885125	0	0	0
PSMA1	-3.301700125	0	0	0
C16ORF58	NA	0	0	1
PIAS4	-0.6328351249999999	0	0	0
TBC1D20	NA	0	0	0
ARRB1	-0.09372208333335	0	0	0
TMEM106B	NA	0	0	0
SH3BP5	NA	0	0	0
HIST2H2AA3	-0.558660875	0	0	0
TMEM14A	-0.26226700000000003	0	0	0
DCAF6	NA	0	0	0
BRP44	NA	0	0	0
SMYD2	NA	0	0	0
ZNF700	-2.880094	0	0	1
HOXD8	-0.091750625	0	0	0
AMAC1L3	NA	0	0	0
IFITM2	-0.997057375	0	0	0
DKK3	-1.506424375	0	0	0
MARK4	-0.448195625	0	0	0
GAR1	NA	0	0	0
SCLY	-0.15576774999999998	0	0	0
GIGYF2	NA	0	0	0
C10ORF54	NA	0	0	0
NKRF	-0.879332	0	0	0
NT5DC2	NA	0	0	0
RNF181	0.617664875	0	0	0
POFUT2	-0.78492325	0	0	1
CLEC2B	-0.191293375	0	0	0
DDOST	-1.7222321250000001	0	0	0
FGF7	-0.73451925	0	0	0
TOM1	-1.582767	0	0	0
TSPYL1	NA	0	0	0
DSE	NA	0	0	0
FBXW4	-2.18268725	0	0	0
ATAD3A	NA	0	0	0
CSNK1G1	NA	0	0	0
ZNF48	-0.491764625	0	0	1
USP45	NA	0	0	0
RPS11	NA	0	0	0
SUMO1	NA	0	0	0
SNRPG	-2.40346075	0	0	0
LRRC47	NA	0	0	1
MAN1B1	NA	0	0	0
ZNF561	-0.879484625	0	0	1
KRT18	-0.639904	0	0	0
PPP1R8	-0.9215751249999999	0	0	0
BTBD10	NA	0	0	0
ERN1	-0.08665975000000001	0	0	0
PUS1	-2.0327585	0	0	0
CCDC99	NA	0	0	0
SNRNP70	-1.26890875	0	0	0
VARS	-1.66488175	0	0	0
NUP35	-0.62226225	0	0	0
FAM195A	NA	0	0	0
SEMA4B	-0.85938925	0	0	0
INTS8	NA	0	0	0
TNC	NA	0	1	0
IL17RA	0.03715525	0	0	0
TRRAP	-2.195117625	0	1	0
LRIF1	-0.08513899999999999	0	0	0
TMEM120B	-3.298559875	0	0	0
SMPDL3A	-0.67728225	0	0	0
TMX3	-1.4624945	0	0	0
ATP6V0A2	0.115115875	0	0	0
ATP5G2	-0.5425761250000001	0	0	0
MTMR12	-1.057441125	0	0	0
SRP14	NA	0	0	0
NTNG1	NA	0	0	1
AP2B1	NA	0	0	0
FH	-0.316029875	1	0	0
TOP2A	-0.40564325	0	0	0
PCGF3	-0.495330625	0	0	0
FBL	NA	0	0	0
SLC29A1	-1.028895833335	0	0	0
LAMA5	NA	0	0	0
USP31	-1.510141375	0	0	0
AGTPBP1	-0.464799375	0	0	0
JUP	-0.9431802499999999	0	0	0
LIN7A	NA	0	0	1
NFKBIE	-0.8855925	1	0	0
SLC16A6	-0.48863599999999996	0	0	0
MYPOP	NA	0	0	0
FXYD5	-1.0678394999999998	0	0	0
PPP1R10	-1.7928169999999999	0	0	0
MRPS18B	NA	0	0	0
FAM114A1	NA	0	0	0
GMCL1	NA	0	0	0
DDAH2	-0.14201025	0	0	0
TMEM184B	NA	0	0	0
URM1	-0.59677225	0	0	0
CEP250	-0.5607623749999999	0	0	0
AHCYL1	-0.75632275	0	0	0
C7ORF42	NA	0	0	0
LAP3	-0.096562	0	0	0
NOL6	NA	0	0	0
DDX50	-0.108940125	0	0	0
GTF2F1	-0.8521393749999999	0	0	0
TAF4	-1.34119725	0	0	0
CTR9	-0.7977028749999999	0	0	0
SPPL3	0.01520454166665	0	0	0
UQCR11	-0.57705775	0	0	0
FSD1L	NA	0	0	0
GCH1	-0.4624315	0	0	0
EEF2K	-1.3849675000000001	0	0	0
CLN6	0.5078335	0	0	1
SUV420H2	NA	0	0	0
AKTIP	-0.906102125	0	0	0
STX7	-0.610414	0	0	0
TTF1	-0.20449075	0	0	0
TBCD	NA	0	0	0
SH2B2	NA	0	0	0
ZNF362	-0.471964375	0	0	1
ZNF555	-1.555969125	0	0	1
DDX23	-0.19776987499999998	0	0	0
ZNF181	-1.1700705	0	0	1
GPR162	-0.944698625	0	0	1
POGK	-0.6096285	0	0	1
CEP68	-3.298559875	0	0	0
GPR37	-1.017137875	0	0	1
RBM22	-1.35102875	0	0	0
PLAGL1	-0.78765025	0	0	0
NDUFB10	-1.5320378749999999	0	0	0
STAU1	NA	0	0	0
FTSJ1	-1.23987	0	0	0
CENPF	-0.10022500000000001	0	0	0
TARBP2	-0.3180556666665	0	0	0
MAP3K12	-1.359711625	0	0	0
TP53	-1.366289875	1	1	0
WRAP53	-1.28783725	0	0	0
SMARCA1	0.357765875	0	0	0
BACE1	-1.0609800416650002	0	0	0
CSPP1	NA	0	0	0
COPS5	-0.5033715833335	0	0	0
TIGD2	NA	0	0	0
DAD1	0.134571	0	0	0
SMAP2	NA	0	0	0
DHRSX	0.35144200000000003	0	0	0
TAF1B	-0.873871375	0	0	0
SLX4	NA	0	0	0
TFRC	-1.240234125	0	0	0
SLC22A23	-0.01797075	0	0	0
DGCR6L	-0.235762	0	0	0
YME1L1	-1.428743208335	0	0	0
MASTL	-1.5834946250000002	0	0	0
RSRC1	NA	0	0	0
CSRP2	-1.092687625	0	0	0
STX6	-1.4051935	0	0	0
SORT1	-0.292246125	0	0	0
LYPD1	NA	0	0	0
DNAJC1	-1.9871095	0	0	0
TRIM44	-0.42143975	0	0	0
DDX59	-0.540478625	0	0	0
PREX1	-0.157876375	0	0	0
JTB	-0.36230125	0	0	0
GIGYF1	NA	0	0	0
DCK	-1.0667102499999999	0	0	0
C2CD2L	NA	0	0	0
GATAD2A	0.49344224999999997	0	0	0
NUP85	-1.6782023750000001	0	0	0
YAF2	-0.841623125	0	0	0
CSTF2T	NA	0	0	0
FHOD3	NA	0	0	0
MED7	-0.871078875	0	0	1
FUBP3	-0.597765	0	0	0
SF3B4	-2.016411875	0	0	0
RBM27	NA	0	0	0
LRRC8D	NA	0	0	0
LIG3	-1.4476725	0	0	0
ZC3H18	-0.683295	0	0	0
PMVK	-0.1208535	0	0	1
MINK1	0.142257	0	0	0
PTAR1	0.010416	0	0	0
NSUN4	NA	0	0	0
ZNF789	NA	0	0	1
IPO8	NA	0	0	0
PPM1G	-1.33194475	0	0	0
SSBP1	NA	0	0	0
CRELD1	-0.14509275	0	0	1
AMFR	-0.372840375	0	0	0
GLRX2	-0.5822655	0	0	0
PRKCI	-0.460858125	0	0	0
N4BP2L2	NA	0	0	0
CD2BP2	-0.745300375	0	0	0
TEX2	NA	0	0	0
GPRC5B	-0.70164975	0	0	0
PI4K2B	0.14732275	0	0	0
KIAA0232	NA	0	0	0
ERGIC1	-0.8812722500000001	0	0	0
LY6E	NA	0	0	0
PSMA4	-1.316604125	0	0	0
RYBP	-0.87656625	0	0	0
C7ORF68	NA	0	0	0
KIAA0513	-0.71801075	0	0	0
CASP8AP2	-0.493821375	0	0	0
DNAJB5	-0.09011587500000001	0	0	0
RNF130	0.045443625	0	0	0
NUPL1	-2.734574625	0	0	0
PPM1A	-0.394842625	0	0	0
PROSAPIP1	NA	0	0	1
CS	-1.69784025	0	0	0
UIMC1	-0.08690125	0	0	0
RYK	-0.322181625	0	0	0
MBOAT1	-0.21477	0	0	0
FBXO38	NA	0	0	0
ITPA	-0.705002125	0	0	0
NF1	-1.0025546250000001	1	0	0
CNNM3	-1.513770625	0	0	0
ZCCHC7	-0.6322274999999999	0	0	0
AGPAT4	-0.023712	0	0	0
PIGY	NA	0	0	0
SERINC2	NA	0	0	1
MOV10	-0.01859425	0	0	0
CYCS	-0.315484	0	0	0
KIAA1715	NA	0	0	1
RANGAP1	-0.757368875	0	0	0
STK4	-0.965022375	0	0	0
ATP9B	-0.965075875	0	0	0
DENND5A	NA	0	0	0
ZNF674	NA	0	0	1
PAPSS2	-0.618837375	0	0	0
DDX56	-0.9784958749999999	0	0	0
ACTR10	-0.71801075	0	0	0
BRIP1	-0.837407625	1	0	0
CASP4	-0.5107398750000001	0	0	0
IL6R	0.377611625	0	0	0
MTMR9	-0.8743929583335	0	0	1
RAB3GAP1	NA	0	0	0
ABHD3	-1.8925732499999999	0	0	0
EPN1	-0.0684115	0	0	0
SAT1	-0.297018125	0	0	0
KCTD13	-0.8168656249999999	0	0	0
GPSM1	-1.01465925	0	0	0
TTYH2	NA	0	0	0
PSMC4	-2.058225	0	0	0
ALMS1	-0.772879125	0	0	0
RPL7L1	-3.298559875	0	0	0
ANPEP	-0.957571125	0	0	0
PPA1	-0.6742755	0	0	0
LRP5	-1.302999125	0	0	0
ABHD12	-1.4972703749999998	0	0	0
CLTCL1	0.798208	1	0	0
RP11-651P23.5	NA	0	0	0
ZNF264	-0.5024636250000001	0	0	0
PPP6C	0.141415	1	0	0
RIC8B	-1.057641625	0	0	0
IFNAR1	-0.832622	0	0	0
DCUN1D1	NA	0	0	0
TFAM	-1.1871217500000002	0	0	1
EID1	NA	0	0	0
GAS2L1	NA	0	0	0
RNF144B	-0.856740125	0	0	0
CHMP4B	NA	0	0	0
NAA35	NA	0	0	0
PEX26	-3.298559875	0	0	1
AGPAT3	-1.1148696249999999	0	0	0
KLHL2	-0.074063875	0	0	0
KPNA2	-0.859230875	0	0	0
PPIB	-0.25882862500000003	0	0	0
MANBA	-0.7297819999999999	0	0	0
TSN	0.102511875	0	0	0
KIAA0913	NA	0	0	0
CHCHD1	NA	0	0	0
DYRK3	-0.7111468750000001	0	0	0
NUDT16	NA	0	0	1
ENDOV	0.025957	0	0	0
CNPY2	NA	0	0	0
C19ORF60	NA	0	0	1
ORC5	NA	0	0	1
FMN2	NA	0	0	0
FANCD2	-0.32208525	1	0	0
FXR2	-0.91419875	0	0	0
LPGAT1	0.970812875	0	0	0
DHX30	-0.832024125	0	0	0
PPP4C	-1.000488	0	0	0
SNAP23	NA	0	0	0
UBE2L3	0.221611	0	0	0
MFN1	-1.072264	0	0	1
TINF2	0.32341149999999996	0	0	0
NEK8	-1.981763875	0	0	0
PSMD8	-1.206797	0	0	0
ZNF580	-1.7739885	0	0	0
PLXNA1	-0.4018475	0	0	0
FAP	-0.33582225	0	0	0
FLJ32810	NA	0	0	0
ATL3	NA	0	0	0
ILKAP	-1.03624	0	0	0
LATS2	-0.1398874583335	0	0	0
UQCRB	-0.494889	0	0	0
PSMC3	-1.483508625	0	0	0
SUPT4H1	-0.4487805	0	0	0
ERCC6	-1.063858625	0	0	0
ZNRF3	NA	1	0	0
STIL	-1.615964375	0	1	0
DOCK10	NA	0	0	0
TMEM97	NA	0	0	0
UBASH3B	-0.59678725	0	0	0
NF2	-0.333073375	1	0	0
MAP3K6	-0.7905363750000001	0	0	0
PGAM5	NA	0	0	0
HIST1H2BI	NA	0	0	0
HIST1H3G	-0.8625965	0	0	0
CIB1	-0.026494749999999997	0	0	0
CORO2B	NA	0	0	0
STBD1	NA	0	0	1
KIAA0284	NA	0	0	0
DGCR2	0.07176075	0	0	0
BTAF1	-0.197201625	0	0	0
THUMPD2	NA	0	0	1
RPF2	NA	0	0	0
SF3A1	-2.2299947500000004	0	0	0
CHD6	0.011666875	0	0	0
VTI1B	-1.2270388749999999	0	0	0
COL11A1	0.426577	0	0	0
MGLL	-0.48459362500000003	0	0	0
SYNE2	-0.890696875	0	0	0
EEPD1	-0.6316904999999999	0	0	0
KTI12	NA	0	0	1
BCL7B	-1.06004225	0	0	0
NOL11	NA	0	0	1
MLF1IP	NA	0	0	0
KLHL8	NA	0	0	0
GLTP	-3.298559875	0	0	1
SMARCAD1	-0.661350875	0	0	0
POLR2A	NA	0	0	0
ZBTB4	-1.2613332499999999	0	0	0
PTPN11	-0.3029545	0	1	0
RBM15B	NA	0	0	0
MBIP	-0.6667942499999999	0	0	0
CXCL12	-0.279783125	0	0	0
PLEKHM2	NA	0	0	0
SPAG5	NA	0	0	0
FMNL3	NA	0	0	0
CCDC51	NA	0	0	0
MARK1	-0.877793375	0	0	0
CBR3	-1.5988305	0	0	0
EPRS	-0.0505125	0	0	0
LMAN2	NA	0	0	0
PEX5	-0.8256125	0	0	0
HLA-A	0.05151945833335	0	0	0
POP7	-0.423236875	0	0	0
POM121	-0.9600850000000001	0	0	0
DCTN4	-0.60857725	0	0	0
RUNX1	-0.030521375	1	1	0
ELF4	-0.9785961249999999	1	1	0
ZNF605	-0.5110235416665	0	0	0
ST3GAL3	-0.07963187499999999	0	0	0
PIGM	NA	0	0	0
ELMO2	-1.5101985	0	0	1
BCAP29	-0.21386425	0	0	0
GFOD2	-1.0489235416649998	0	0	0
HOMEZ	-0.859892	0	0	0
ADAMTS3	-0.710287125	0	0	0
APOL2	-0.32882175	0	0	0
ZNF302	-0.6207940000000001	0	0	0
DAPK1	-0.9522427916664999	0	0	0
PDCD2	-0.5005412499999999	0	0	0
NECAP1	NA	0	0	0
SH3KBP1	-0.292880625	0	0	0
HSD17B12	-0.810782375	0	0	0
ZRSR2	0.08160775	1	0	0
NDUFA9	-0.22528275	0	0	0
STK38	-0.423718125	0	0	0
CEP78	-0.23696425	0	0	0
TMEM66	NA	0	0	0
TLCD1	-0.5805075	0	0	1
FBXO9	-0.4806475	0	0	0
ICK	-1.4802413749999999	0	0	0
MBP	-1.058978541665	0	0	0
ATP6V0A1	-0.052785125	0	0	0
PRNP	-0.168463625	0	0	0
CYP20A1	-1.026953583335	0	0	1
MFSD1	-1.039606	0	0	0
REEP4	0.47954125000000003	0	0	0
HABP4	NA	0	0	0
TCEAL1	-0.09353149999999999	0	0	0
GEMIN4	-0.33192062499999997	0	0	0
C12ORF48	NA	0	0	0
RPIA	-0.375491375	0	0	0
SAFB	-1.134585875	0	0	0
SAFB2	-1.005184	0	0	0
PYGO2	-0.905603875	0	0	0
SFT2D1	NA	0	0	0
SIDT2	NA	0	0	0
SNRPF	-0.517054	0	0	0
CIZ1	NA	0	0	0
UQCRFS1	-0.44203075000000003	0	0	0
SLFN11	NA	0	0	0
RBBP5	-1.50654	0	0	0
UTP23	-0.9323026249999999	0	0	0
BUB3	-0.9216482500000001	0	0	0
PRRC1	NA	0	0	0
AARSD1	NA	0	0	0
NAGS	-0.22428075	0	0	0
ANAPC5	-0.28129899999999997	0	0	0
GOLGA3	-3.298559875	0	0	0
RABGAP1L	0.06665750000000001	0	0	0
SOD1	-1.0601281249999999	0	0	0
CD82	-1.721295625	0	0	0
C21ORF33	NA	0	0	0
THAP2	NA	0	0	0
ZFC3H1	NA	0	0	0
DYNC1I2	NA	0	0	0
DNM2	-1.6377445000000002	1	0	0
CBY1	NA	0	0	0
PPIC	-0.453420875	0	0	0
VPS13C	NA	0	0	0
SLC25A46	NA	0	0	0
FNIP2	NA	0	0	0
GRPEL2	-0.9169747500000001	0	0	0
ZNF672	-0.470053875	0	0	0
PTGFR	-0.99035125	0	0	0
DARS	NA	0	0	0
ITSN2	-0.4482154166665	0	0	0
THOC1	-0.997483125	0	0	0
NFXL1	-0.497052	0	0	0
GRK6	-0.7401656249999999	0	0	0
ZFYVE20	NA	0	0	0
MIF4GD	NA	0	0	0
LPIN1	-3.298559875	0	0	0
SEC23IP	-0.437611625	0	0	0
NSUN6	-3.298559875	0	0	0
MTA1	-0.17537575	0	0	0
CASC3	-0.4872052916665	0	0	0
DDX55	-0.6930581250000001	0	0	0
APEH	-0.250334375	0	0	0
TMCO1	NA	0	0	0
SELK	NA	0	0	1
HEATR2	NA	0	0	1
THAP1	NA	0	0	0
AASS	-1.55747725	0	0	0
CHD1L	-0.896902125	0	0	0
ZNF616	-1.95774	0	0	1
AKAP10	0.34118525	0	0	0
ZNF581	-0.1493435	0	0	1
EPM2A	-1.544975875	0	0	0
FSIP1	NA	0	0	0
PHF19	-0.571858375	0	0	0
MTHFD2L	-0.093609625	0	0	1
TEX261	NA	0	0	0
SART1	-1.096444708335	0	0	0
NPEPPS	-0.8772808750000001	0	0	0
RBM4B	NA	0	0	0
UBA52	-0.664843375	0	0	0
PPP2R5B	-0.331354875	0	0	0
PRPS1	0.43218	0	0	0
PLD3	-0.635652125	0	0	0
BET1	NA	0	0	0
CLPTM1L	NA	0	0	0
UHMK1	0.136711625	0	0	0
TRIM4	0.40344575	0	0	0
PPAT	-0.0059535000000000005	0	0	0
PAICS	-0.526681125	0	0	0
ATP13A1	-0.625771	0	0	1
HDHD2	-0.624825875	0	0	0
SRPX	-0.641879	0	0	0
OPA1	-0.481573375	0	0	0
F2RL1	0.029912374999999998	0	0	0
TBC1D14	NA	0	0	0
ZBTB44	NA	0	0	0
CRTC2	NA	0	0	0
TMED10	-1.4376525	0	0	0
ZBTB43	-0.4333665416665	0	0	0
SMOX	-0.22725800000000002	0	0	0
SRPK2	NA	0	0	0
MPV17	NA	0	0	1
HIST1H3F	-0.19725575	0	0	0
PYGO1	NA	0	0	0
PTPRJ	-0.6097515	0	0	0
COPS3	NA	0	0	0
ZDBF2	NA	0	0	1
C2ORF89	NA	0	0	0
DDX39A	-0.316732	0	0	0
BDH1	-0.611735375	0	0	0
PITX2	-0.8732425	0	0	0
NFE2L3	-1.0469736250000001	0	0	0
INTS10	NA	0	0	0
SRFBP1	NA	0	0	0
DCLRE1C	-0.014685625	0	0	0
MRPL17	NA	0	0	0
TXLNG	-3.298559875	0	0	0
ERGIC2	-1.2973830416649998	0	0	0
NOL10	NA	0	0	0
NARS	-1.39924025	0	0	0
RNPC3	NA	0	0	0
CACNB1	-0.4000355833335	0	0	0
RPL19	NA	0	0	0
EFHC1	-0.7924037500000001	0	0	1
TTC14	NA	0	0	0
SEC14L2	-1.4309165	0	0	0
PDSS1	0.49024	0	0	0
PRPF19	NA	0	0	0
ZNF841	-2.454109375	0	0	0
DERL1	-0.030475125	0	0	0
C11ORF31	NA	0	0	0
ISCU	-1.823339375	0	0	0
SART3	NA	0	0	0
SLC30A6	0.453557125	0	0	0
ZNF267	-0.029694375000000002	0	0	0
CHM	-0.820029	0	0	0
TIPRL	-0.37552825	0	0	0
TAF10	-1.198830875	0	0	0
CYTH3	NA	0	0	0
LTA4H	0.378396625	0	0	0
C19ORF24	NA	0	0	0
C12ORF5	-1.15767525	0	0	0
GCC2	NA	0	0	0
MRPL3	NA	0	0	0
HSD17B11	-0.695195625	0	0	0
LYPLA2	0.07309425	0	0	0
MAP2K2	-0.581831	0	1	0
EBAG9	-0.331666375	0	0	0
TSPO	-0.37571525	0	0	0
RTCD1	NA	0	0	0
MFAP3L	NA	0	0	0
LHX4	-0.75835775	0	0	0
OAT	0.228555125	0	0	0
ST8SIA1	-0.9587055	0	0	0
KPNA6	-0.191882875	0	0	0
ING5	-0.70285875	0	0	0
SMC1A	-0.9388427500000001	1	0	0
CDCA7L	-0.06316	0	0	0
C7ORF49	NA	0	0	1
RPAP3	NA	0	0	0
FAM20B	NA	0	0	0
NUDT19	NA	0	0	1
CHKB	-0.5940025	0	0	0
TIMM17A	NA	0	0	0
TNFAIP8	-0.33174237500000003	0	0	0
VASH1	NA	0	0	0
MOGS	-0.5490341249999999	0	0	0
PEBP1	0.08579879166665	0	0	0
RNASEH1	-0.5943501250000001	0	0	0
LRRK2	-0.772631625	0	0	0
KLC2	NA	0	0	0
CASP8	-0.640684875	1	0	0
NKX3-2	0.0023734999999999997	0	0	0
HERC1	0.35380575000000003	0	0	0
ADIPOR2	-1.397300625	0	0	0
MCM3	-1.015074125	0	0	0
CDC7	-0.27781500000000003	0	0	0
PARK7	-0.52207275	0	0	0
PGM2L1	-0.35922699999999996	0	0	0
TBC1D15	-3.298559875	0	0	0
RFK	-0.35918625000000004	0	0	0
HIP1	0.01321854166665	0	1	0
NEK9	-0.391315125	0	0	0
KIF21A	0.19145075	0	0	0
DDX58	NA	0	0	0
ARID5A	NA	0	0	0
HIST1H2BH	-0.593766	0	0	1
TRPC4AP	-1.197446375	0	0	0
CXXC1	NA	0	0	0
NAT10	-1.423091666665	0	0	0
