Gene	noncoding_mutation_rate	TSG	OG	NG
GUF1	8.34E-06	0	0	0
FAM13B	2.09E-06	0	0	0
CROT	4.12E-06	0	0	0
KCTD20	2.00E-06	0	0	0
ESCO1	3.01E-06	0	0	0
IGF2R	3.38E-06	0	0	0
IPO13	1.86E-06	0	0	0
CAPNS1	3.03E-06	0	0	0
FAM123B	4.87E-06	0	0	0
SGOL1	4.10E-06	0	0	0
ZNF8	3.04E-06	0	0	0
GSTA4	2.49E-06	0	0	0
USP20	2.39E-06	0	0	0
LAMB2	1.83E-06	0	0	1
PHF6	2.26E-06	1	0	0
DDX20	2.40E-06	0	0	0
NUFIP1	2.40E-06	0	0	0
LRDD	2.76E-06	0	0	0
CDT1	9.27E-06	0	0	0
PPP3CB	NA	0	0	0
CTH	4.71E-06	0	0	0
PDZD9	3.39E-06	0	0	0
NAA25	2.21E-06	0	0	0
CHD9	2.20E-06	0	0	0
IREB2	2.67E-06	0	0	0
TMEM9B	2.40E-06	0	0	0
LRPPRC	2.29E-06	0	0	0
RIOK3	2.01E-06	0	0	0
APPL1	2.01E-06	0	0	0
SEC62	3.18E-06	0	0	0
ACAP2	5.72E-06	0	0	0
MYL9	2.58E-06	0	0	0
SUPV3L1	1.82E-06	0	0	0
ZNF644	3.36E-06	0	0	0
MRAS	3.35E-06	0	0	0
TRIP6	3.13E-06	0	0	0
COL4A2	3.20E-06	0	0	0
COL4A1	3.28E-06	0	0	0
NAPB	4.30E-06	0	0	0
RAD54L2	2.18E-06	0	0	0
ARID3B	2.34E-06	0	0	0
GGPS1	2.92E-06	0	0	0
ARID4B	2.90E-06	0	0	0
HIP1R	2.32E-06	0	0	1
KLHL24	2.83E-06	0	0	0
DGKA	2.75E-06	0	0	0
CD151	2.71E-06	0	0	0
GPBP1L1	1.83E-06	0	0	0
TMEM69	1.81E-06	0	0	0
MMP15	1.80E-06	0	0	0
NCLN	2.64E-06	0	0	0
MCRS1	2.21E-06	0	0	0
SNX21	2.70E-06	0	0	1
FMR1	5.22E-06	0	0	0
CISD1	4.16E-06	0	0	0
IPMK	4.24E-06	0	0	0
SSX2IP	1.82E-06	0	0	0
CFL2	2.27E-06	0	0	0
CRK	2.63E-06	0	0	0
PCNXL3	2.04E-06	0	0	1
SNX7	4.38E-06	0	0	0
LAPTM4B	3.23E-06	0	0	0
METTL11A	2.40E-06	0	0	0
CCNH	4.39E-06	0	0	0
COPS8	2.20E-06	0	0	0
ABCB10	2.77E-06	0	0	0
SAMD1	2.66E-06	0	0	1
OPN3	5.83E-06	0	0	0
HSPB8	4.26E-06	0	0	0
DTX4	3.91E-06	0	0	0
IL1RAP	3.71E-06	0	0	0
QTRTD1	2.93E-06	0	0	1
SP4	3.88E-06	0	0	0
PIK3C2B	2.67E-06	0	0	0
SEPSECS	1.88E-06	0	0	0
SLC4A11	2.12E-06	0	0	1
WDR4	2.49E-06	0	0	0
WDR75	2.72E-06	0	0	0
LMCD1	2.89E-06	0	0	0
TFG	3.04E-06	0	0	0
ARPC1A	2.61E-06	0	0	0
RNF7	2.59E-06	0	0	0
MKRN1	2.69E-06	0	0	0
FUZ	2.74E-06	0	0	1
ORAI3	2.23E-06	0	0	0
FOXN3	2.66E-06	0	0	0
CAPRIN2	3.94E-06	0	0	0
BPGM	2.35E-06	0	0	1
RAB9A	2.14E-06	0	0	0
MBD1	2.68E-06	0	0	0
RRM1	4.78E-06	0	0	0
C19ORF28	2.60E-06	0	0	0
PRKD1	5.05E-06	0	0	0
EARS2	2.74E-06	0	0	0
PYGL	2.16E-06	0	0	0
HSPA13	7.38E-06	0	0	0
DNAJA3	1.88E-06	0	0	0
SNAP47	2.53E-06	0	0	0
ETV4	2.26E-06	0	1	0
TMEM8A	3.39E-06	0	0	0
POLE3	2.33E-06	0	0	0
DLST	2.01E-06	0	0	0
TBC1D22A	3.02E-06	0	0	0
TMEM237	NA	0	0	0
MIB1	2.96E-06	0	0	0
TIMMDC1	NA	0	0	0
DAZAP2	2.30E-06	0	0	0
MITF	2.96E-06	0	1	0
HYOU1	2.25E-06	0	0	0
NAA50	2.76E-06	0	0	0
ATP6V1A	2.79E-06	0	0	0
PEMT	2.01E-06	0	0	0
NDUFC2	2.68E-06	0	0	0
SAP130	2.02E-06	0	0	0
ATP6V1H	3.97E-06	0	0	0
FANCC	2.20E-06	1	0	0
TM9SF1	2.23E-06	0	0	0
SMNDC1	2.31E-06	0	0	0
ZNF667	4.70E-06	0	0	0
NR1D2	2.24E-06	0	0	0
CDC5L	2.73E-06	0	0	0
FRS2	2.94E-06	0	0	0
UBE4B	1.40E-06	0	0	0
CBR4	2.24E-06	0	0	1
ZFYVE28	1.74E-06	0	0	0
PGP	2.00E-06	0	0	0
SEC23A	3.72E-06	0	0	0
GFPT2	2.80E-06	0	0	0
NEURL4	2.25E-06	0	0	1
RIOK1	2.69E-06	0	0	0
PSMD11	3.15E-06	0	0	0
MICALL1	2.15E-06	0	0	0
MOBKL1A	2.85E-06	0	0	0
NDEL1	2.66E-06	0	0	0
CAMTA2	2.17E-06	0	0	0
ADI1	4.13E-06	0	0	0
WDR6	1.83E-06	0	0	0
FADD	2.90E-06	0	0	0
ZNF260	3.72E-06	0	0	0
LOXL2	2.56E-06	0	0	0
YPEL2	2.35E-06	0	0	0
ADAM15	2.39E-06	0	0	0
PAPD4	2.22E-06	0	0	0
RNF2	2.96E-06	0	0	0
RBM5	1.51E-06	0	0	0
PELO	3.73E-06	0	0	0
DDAH1	2.36E-06	0	0	1
ZNF202	4.17E-06	0	0	0
TMEFF2	3.85E-06	0	0	0
PHKA2	2.89E-06	0	0	0
DNAJC5	NA	0	0	0
FAM126A	3.05E-06	0	0	0
LYN	4.07E-06	0	0	0
RIPK4	2.21E-06	0	0	0
C14ORF93	2.08E-06	0	0	0
EPB41L4A	2.97E-06	0	0	0
PNPLA2	2.71E-06	0	0	0
LIF	1.86E-06	0	0	0
FOXD2	2.44E-06	0	0	0
CSRP2BP	2.93E-06	0	0	0
NUF2	4.97E-06	0	0	0
UBA6	3.67E-06	0	0	0
GOLGA1	2.13E-06	0	0	0
WDR33	1.91E-06	0	0	0
JAK1	1.99E-06	1	1	0
OSTC	2.95E-06	0	0	1
INPP5E	2.72E-06	0	0	0
PSRC1	1.62E-06	0	0	1
FDPS	2.30E-06	0	0	0
P4HA2	1.82E-06	0	0	0
TMOD3	2.02E-06	0	0	0
BTBD9	2.58E-06	0	0	0
C9ORF5	2.17E-06	0	0	0
RPUSD4	2.72E-06	0	0	0
NR6A1	2.19E-06	0	0	0
RASSF4	3.51E-06	0	0	0
FAM55C	2.93E-06	0	0	0
MAP3K4	3.86E-06	0	0	0
RGS17	5.14E-06	0	0	0
TMTC4	3.13E-06	0	0	0
ATP5L	2.21E-06	0	0	0
POU3F3	4.46E-06	0	0	0
NQO1	2.79E-06	0	0	0
FBXO45	4.20E-06	0	0	0
NID1	3.18E-06	0	0	0
BRD1	NA	0	0	0
C4ORF14	3.75E-06	0	0	0
POLR2B	3.75E-06	0	0	0
MAP2K7	2.48E-06	0	0	0
DAG1	1.76E-06	0	0	0
PHC3	3.24E-06	0	0	0
BNIP3L	2.79E-06	0	0	0
TMEM19	3.64E-06	0	0	1
AKAP12	3.19E-06	0	0	0
PARP1	2.35E-06	0	0	0
SNAPC3	2.62E-06	0	0	0
STAT1	2.05E-06	0	0	0
PDE3B	3.38E-06	0	0	0
LAMP1	6.76E-06	0	0	0
SLC30A9	3.69E-06	0	0	0
MFGE8	3.05E-06	0	0	0
PSPC1	4.40E-06	0	0	0
ANKRD52	2.40E-06	0	0	0
TEX10	3.14E-06	0	0	0
MFF	2.91E-06	0	0	0
CDH13	3.81E-06	0	0	0
BOK	3.23E-06	0	0	0
C3ORF64	3.27E-06	0	0	0
DIMT1L	3.24E-06	0	0	0
COL27A1	2.23E-06	0	0	0
COPB1	3.20E-06	0	0	0
AIFM1	2.72E-06	0	0	0
KBTBD6	2.58E-06	0	0	0
TP53I3	1.89E-06	0	0	0
TMEM214	1.98E-06	0	0	0
SCAF1	2.69E-06	0	0	0
RRAS	2.69E-06	0	0	0
DHX33	2.61E-06	0	0	0
NES	2.78E-06	0	0	0
ABCF2	2.48E-06	0	0	0
RHBDD3	2.24E-06	0	0	0
EWSR1	2.24E-06	0	1	0
ANXA4	1.81E-06	0	0	0
FAM120B	4.72E-06	0	0	0
SLC4A4	3.09E-06	0	0	0
ARPP19	2.75E-06	0	0	0
PODXL	3.17E-06	0	0	0
WBP11	3.13E-06	0	0	0
MCU	NA	0	0	0
FHDC1	1.96E-06	0	0	0
DDHD2	2.31E-06	0	0	0
SLC2A13	4.06E-06	0	0	1
FBXW2	2.02E-06	0	0	0
HM13	6.22E-06	0	0	0
LZTR1	4.16E-06	1	0	0
CSNK1G3	2.05E-06	0	0	0
ISCA1	3.03E-06	0	0	0
SYCE1L	NA	0	0	1
MPHOSPH8	4.65E-06	0	0	0
REXO2	3.68E-06	0	0	0
TUFM	5.39E-06	0	0	0
NEO1	2.45E-06	0	0	0
TCIRG1	3.92E-06	0	0	0
COBRA1	4.58E-06	0	0	0
DLG5	2.21E-06	0	0	0
C1ORF31	3.38E-06	0	0	0
UBE2G1	2.02E-06	0	0	0
HSPB1	3.73E-06	0	0	0
GTF2E2	2.18E-06	0	0	0
NBPF1	3.75E-06	0	0	0
NUP98	4.81E-06	0	1	0
HEBP2	2.11E-06	0	0	1
GNAS	3.26E-06	0	1	0
ATAD2	2.59E-06	0	0	0
CDK1	2.17E-06	0	0	0
FAM69A	1.98E-06	0	0	0
POLR2L	2.71E-06	0	0	0
TSPAN4	2.71E-06	0	0	0
ZNHIT6	2.64E-06	0	0	1
AASDH	2.75E-06	0	0	0
SUPT3H	3.18E-06	0	0	0
TWF1	3.98E-06	0	0	0
HIST1H1E	3.66E-06	0	0	0
HIST1H2BD	3.66E-06	0	0	0
ZNF213	1.89E-06	0	0	1
SNX24	2.48E-06	0	0	0
KCTD5	2.01E-06	0	0	0
TMEM39A	3.50E-06	0	0	0
TOMM40	2.76E-06	0	0	0
ECT2	3.86E-06	0	0	0
C19ORF20	4.34E-06	0	0	0
PPM1J	2.21E-06	0	0	0
RPS26	2.61E-06	0	0	0
SNX30	2.16E-06	0	0	1
SARS	1.67E-06	0	0	0
GSTP1	3.79E-06	0	0	0
FER1L5	2.65E-06	0	0	0
NBN	4.85E-06	1	0	0
TTC17	4.76E-06	0	0	0
SDR39U1	2.27E-06	0	0	0
NT5DC3	3.02E-06	0	0	0
ATP5A1	3.04E-06	0	0	0
CREB5	3.07E-06	0	0	0
PPA2	2.38E-06	0	0	1
USP10	2.09E-06	0	0	0
ALDH9A1	4.27E-06	0	0	0
RCL1	2.29E-06	0	0	0
INF2	2.68E-06	0	0	0
RHOT1	3.01E-06	0	0	0
ME2	2.89E-06	0	0	0
LRRK1	NA	0	0	0
MRPS23	2.13E-06	0	0	0
PLA2G12A	2.75E-06	0	0	1
PNPLA8	4.29E-06	0	0	0
ALDH6A1	2.13E-06	0	0	0
KLHL9	2.71E-06	0	0	0
NXF1	2.73E-06	0	0	0
MADD	1.94E-06	0	0	0
NDNF	NA	0	0	1
SPATA2	2.47E-06	0	0	0
TBC1D23	3.03E-06	0	0	0
ARSB	2.33E-06	0	0	0
TWSG1	2.10E-06	0	0	0
ZNF282	2.96E-06	0	0	0
FBXO42	3.17E-06	0	0	0
AGAP1	2.37E-06	0	0	0
SAMM50	2.79E-06	0	0	1
PDF	2.00E-06	0	0	0
TSG101	2.71E-06	0	0	0
C19ORF6	3.22E-06	0	0	0
NEU1	2.36E-06	0	0	0
PLEKHJ1	2.62E-06	0	0	0
SF3A2	2.62E-06	0	0	0
TMEM135	2.94E-06	0	0	0
IFITM1	3.14E-06	0	0	0
TRMT61B	2.01E-06	0	0	1
ORAI1	2.61E-06	0	0	0
ZNF160	4.84E-06	0	0	0
FBLN5	2.35E-06	0	0	0
NBL1	1.83E-06	0	0	0
DYNLL2	2.19E-06	0	0	0
NLK	2.49E-06	0	0	0
ZC3H11A	2.59E-06	0	0	0
TUFT1	2.44E-06	0	0	1
DRAM1	3.03E-06	0	0	0
SEPT8	1.68E-06	0	0	0
PRR5L	3.26E-06	0	0	0
LMBR1L	2.35E-06	0	0	0
APLF	2.59E-06	0	0	0
MIA3	3.99E-06	0	0	0
NPM3	1.68E-06	0	0	0
RBL2	2.01E-06	0	0	0
STARD3NL	4.83E-06	0	0	0
PIK3R4	3.95E-06	0	0	0
PRIM2	7.91E-06	0	0	0
BRAF	3.16E-06	0	1	0
ORMDL3	2.11E-06	0	0	0
SOCS7	3.26E-06	0	0	0
SIVA1	2.72E-06	0	0	0
BACE2	2.83E-06	0	0	0
RPS16	2.54E-06	0	0	0
SETX	2.61E-06	0	0	0
SEC24C	1.91E-06	0	0	0
PPARA	2.25E-06	0	0	0
CHPT1	3.10E-06	0	0	0
PHYH	2.76E-06	0	0	0
FUT10	4.71E-06	0	0	1
RTKN	2.05E-06	0	0	0
TBKBP1	2.46E-06	0	0	1
DNAJC10	3.40E-06	0	0	0
RPL18A	2.71E-06	0	0	0
AKAP8L	3.40E-06	0	0	0
TOMM7	3.02E-06	0	0	1
IQGAP1	2.33E-06	0	0	0
RILPL1	2.34E-06	0	0	0
TMEM41B	2.20E-06	0	0	0
TMEM111	2.23E-06	0	0	0
SMS	3.27E-06	0	0	0
PARP2	4.89E-06	0	0	0
RAB3GAP2	3.75E-06	0	0	0
EXOSC4	3.33E-06	0	0	0
TMEM170B	2.35E-06	0	0	0
PHC1	4.87E-06	0	0	0
REXO4	2.47E-06	0	0	0
CSNK1D	NA	0	0	0
ZNF248	8.63E-06	0	0	1
EIF6	2.24E-06	0	0	0
GXYLT1	4.19E-06	0	0	0
ADCY6	2.48E-06	0	0	0
NDFIP1	1.80E-06	0	0	0
MTF1	2.77E-06	0	0	0
TRDMT1	3.56E-06	0	0	0
UBA2	2.60E-06	0	0	0
ARNTL2	2.51E-06	0	0	0
CENPBD1	NA	0	0	0
EIF3M	3.31E-06	0	0	0
EPS15	2.14E-06	1	0	0
RAD51AP1	3.34E-06	0	0	0
HSPA1L	2.34E-06	0	0	0
HSPA1A	2.34E-06	0	0	0
GTF2B	2.15E-06	0	0	0
DLX1	2.21E-06	0	0	0
KATNAL1	2.39E-06	0	0	1
PRKACA	2.65E-06	0	1	0
TARDBP	1.76E-06	0	0	0
TMEM147	2.38E-06	0	0	0
SCML1	2.72E-06	0	0	0
KIAA0415	3.65E-06	0	0	0
DNAJB12	NA	0	0	0
EFEMP2	2.04E-06	0	0	0
GPAA1	3.33E-06	0	0	0
EHD2	2.76E-06	0	0	0
CNP	2.36E-06	0	0	0
GYPC	5.27E-06	0	0	0
RNF5	2.46E-06	0	0	0
AGPAT1	2.46E-06	0	0	0
PRTG	3.00E-06	0	0	0
SLITRK5	6.94E-06	0	0	0
DBNL	2.84E-06	0	0	0
ZFP64	3.32E-06	0	0	0
BMF	2.04E-06	0	0	0
SLC39A8	2.73E-06	0	0	0
SLC7A6	1.78E-06	0	0	0
MPV17L2	2.46E-06	0	0	1
GPR161	2.85E-06	0	0	0
PRMT3	4.53E-06	0	0	0
ZNF133	2.98E-06	0	0	0
CCNF	2.03E-06	0	0	0
CAMK1D	2.72E-06	0	0	0
ZCCHC8	2.27E-06	0	0	0
ASXL2	1.90E-06	1	0	0
SENP1	2.50E-06	0	0	0
POU3F2	4.84E-06	0	0	0
GLRX3	4.85E-06	0	0	0
SNX3	1.91E-06	0	0	0
PLK1	2.93E-06	0	0	0
PIAS3	NA	0	0	0
TSC1	2.62E-06	1	0	0
NCAPG	3.68E-06	0	0	0
DCAF16	3.68E-06	0	0	1
VPS37C	2.46E-06	0	0	0
POR	3.45E-06	0	0	0
SON	2.14E-06	0	0	0
GART	2.12E-06	0	0	0
ZSCAN22	3.04E-06	0	0	0
TMEM161B	4.85E-06	0	0	0
PSIP1	2.60E-06	0	1	0
AFG3L2	2.72E-06	0	0	0
SHPRH	4.01E-06	0	0	0
CREM	2.49E-06	0	0	0
GDF11	3.06E-06	0	0	0
GATA2	2.47E-06	0	1	0
RGL1	2.70E-06	0	0	0
ARPC5	2.73E-06	0	0	0
HYAL2	1.58E-06	0	0	0
POLR3E	3.40E-06	0	0	0
HTATSF1	2.86E-06	0	0	1
FGD1	3.55E-06	0	0	1
CEP97	2.88E-06	0	0	0
TOLLIP	2.57E-06	0	0	0
XPOT	2.72E-06	0	0	0
CINP	2.12E-06	0	0	0
VPS4B	2.70E-06	0	0	0
NCEH1	3.60E-06	0	0	0
RAB4B	2.57E-06	0	0	0
STIM1	4.95E-06	0	0	0
LIN7C	3.04E-06	0	0	0
MED28	3.63E-06	0	0	0
MXRA7	2.44E-06	0	0	0
METAP1	2.24E-06	0	0	0
FRG1	1.47E-05	0	0	0
ATP5I	3.46E-06	0	0	0
MTR	4.80E-06	0	0	0
PRKAG2	3.06E-06	0	0	0
TRPC4	4.43E-06	0	0	0
CHPF2	2.48E-06	0	0	1
RIC8A	3.24E-06	0	0	0
BET1L	3.24E-06	0	0	0
SESTD1	3.99E-06	0	0	1
TCF21	3.06E-06	0	0	0
ATRN	2.20E-06	0	0	0
IGFBP2	2.65E-06	0	0	0
ULK1	NA	0	0	0
PCCA	2.67E-06	0	0	0
CAPZA2	2.69E-06	0	0	0
VAMP2	2.52E-06	0	0	1
AURKAIP1	3.05E-06	0	0	0
STOML1	2.52E-06	0	0	0
PML	2.50E-06	1	0	0
CASP7	1.92E-06	0	0	0
TBL1X	2.43E-06	0	0	0
TM4SF1	2.89E-06	0	0	0
MYST2	2.18E-06	0	0	0
NDUFAF4	4.66E-06	0	0	0
SLC43A1	3.18E-06	0	0	0
LANCL1	4.33E-06	0	0	0
SUZ12	2.86E-06	1	1	0
SAMD8	1.87E-06	0	0	0
FABP5	2.94E-06	0	0	0
TMEM150A	1.76E-06	0	0	0
KATNA1	2.32E-06	0	0	0
CDCA7	2.12E-06	0	0	0
STX12	1.56E-06	0	0	0
REEP5	2.33E-06	0	0	0
ZNF606	3.05E-06	0	0	1
RP9	2.98E-06	0	0	0
EIF3D	2.42E-06	0	0	0
XYLT2	1.90E-06	0	0	0
ZBTB16	3.00E-06	1	0	0
PSMF1	2.85E-06	0	0	0
RNF122	5.08E-06	0	0	0
NT5C2	1.62E-06	0	1	0
C5ORF28	4.20E-06	0	0	0
GPR108	2.80E-06	0	0	1
ZFP82	3.42E-06	0	0	0
DIP2B	2.15E-06	0	0	0
SPPL2A	2.43E-06	0	0	0
CCDC109B	2.72E-06	0	0	1
HTR7	3.28E-06	0	0	0
LTBP4	2.47E-06	0	0	0
TERF2IP	3.33E-06	0	0	0
KARS	3.33E-06	0	0	0
BRF1	7.31E-06	0	0	0
SMIM4	NA	0	0	1
LRIG2	2.02E-06	0	0	0
STAT5B	2.14E-06	1	1	0
DGCR8	3.37E-06	0	1	0
UBE2A	2.94E-06	0	0	0
TMED4	2.59E-06	0	0	0
ZIC2	2.54E-06	0	0	0
ELAVL2	6.68E-06	0	0	0
PPP2R3A	3.92E-06	0	0	0
GPX1	1.81E-06	0	0	0
KLHL22	4.62E-06	0	0	0
SETD1A	2.23E-06	0	0	0
STX4	2.32E-06	0	0	0
UEVLD	2.74E-06	0	0	0
ARHGAP24	2.75E-06	0	0	0
ARMC9	2.32E-06	0	0	0
IPO7	2.19E-06	0	0	0
NCOA5	2.82E-06	0	0	0
TMEM70	3.22E-06	0	0	0
TCEB1	3.22E-06	0	0	0
TP53INP2	2.23E-06	0	0	0
BCL2L13	3.33E-06	0	0	0
PLCB3	2.17E-06	0	0	0
GPR126	3.10E-06	0	0	1
ACSL1	1.85E-06	0	0	0
OTX1	2.41E-06	0	0	1
TAPBPL	2.57E-06	0	0	0
MBLAC1	2.99E-06	0	0	0
NARG2	2.50E-06	0	0	1
PARD6B	2.44E-06	0	0	0
NINJ1	1.95E-06	0	0	0
RAB5C	2.20E-06	0	0	0
MRPS16	1.79E-06	0	0	0
NTF3	3.38E-06	0	0	1
C10ORF137	3.35E-06	0	0	1
PEF1	1.88E-06	0	0	0
PREP	3.20E-06	0	0	0
ATR	2.66E-06	1	0	0
HEXIM2	2.59E-06	0	0	0
DDX41	3.25E-06	0	0	0
SMAGP	2.30E-06	0	0	0
AMACR	5.19E-06	0	0	0
NUDT9	2.35E-06	0	0	0
PDE10A	5.85E-06	0	0	0
TRIM37	2.39E-06	0	0	0
GALE	1.90E-06	0	0	0
ZNF7	3.60E-06	0	0	0
TRIP10	2.80E-06	0	0	0
UBE2F	2.17E-06	0	0	0
C12ORF44	2.14E-06	0	0	1
HSPA9	1.84E-06	0	0	0
ZXDB	3.72E-06	0	0	1
ACAT2	3.30E-06	0	0	0
RASA2	2.62E-06	0	0	0
NCAPG2	7.41E-06	0	0	0
PNN	3.80E-06	0	0	0
KIF23	2.33E-06	0	0	0
XRCC5	2.57E-06	0	0	0
DHCR7	4.42E-06	0	0	1
PAAF1	1.92E-06	0	0	1
SEH1L	2.72E-06	0	0	0
TFCP2	2.30E-06	0	0	0
BSDC1	1.67E-06	0	0	0
UXS1	4.01E-06	0	0	0
LMBR1	3.28E-06	0	0	0
SLCO3A1	3.05E-06	0	0	0
AKT2	2.30E-06	0	1	0
GPRC5A	2.70E-06	0	0	0
SPATA6	2.73E-06	0	0	0
ARHGAP20	2.56E-06	0	0	0
PRPF39	3.87E-06	0	0	0
NADSYN1	4.43E-06	0	0	0
TAF1D	3.06E-06	0	0	0
C11ORF54	3.06E-06	0	0	0
AATF	2.48E-06	0	0	0
FAM176A	4.07E-06	0	0	0
EIF1AX	2.59E-06	0	0	0
CNRIP1	2.76E-06	0	0	0
PSMD5	1.95E-06	0	0	0
PSMA1	3.26E-06	0	0	0
C16ORF58	4.58E-06	0	0	1
PIAS4	2.61E-06	0	0	0
TBC1D20	2.98E-06	0	0	0
ARRB1	2.00E-06	0	0	0
TMEM106B	4.71E-06	0	0	0
SH3BP5	2.28E-06	0	0	0
HIST2H2AA3	NA	0	0	0
TMEM14A	2.67E-06	0	0	0
DCAF6	2.83E-06	0	0	0
BRP44	2.82E-06	0	0	0
SMYD2	3.70E-06	0	0	0
ZNF700	2.81E-06	0	0	1
HOXD8	3.82E-06	0	0	0
AMAC1L3	NA	0	0	0
IFITM2	3.14E-06	0	0	0
DKK3	2.30E-06	0	0	0
MARK4	2.15E-06	0	0	0
GAR1	2.81E-06	0	0	0
SCLY	2.23E-06	0	0	0
GIGYF2	2.38E-06	0	0	0
C10ORF54	NA	0	0	0
NKRF	2.94E-06	0	0	0
NT5DC2	1.57E-06	0	0	0
RNF181	1.76E-06	0	0	0
POFUT2	3.34E-06	0	0	1
CLEC2B	3.64E-06	0	0	0
DDOST	1.99E-06	0	0	0
FGF7	2.74E-06	0	0	0
TOM1	3.12E-06	0	0	0
TSPYL1	2.78E-06	0	0	0
DSE	2.78E-06	0	0	0
FBXW4	1.67E-06	0	0	0
ATAD3A	2.78E-06	0	0	0
CSNK1G1	2.10E-06	0	0	0
ZNF48	1.99E-06	0	0	1
USP45	3.41E-06	0	0	0
RPS11	2.69E-06	0	0	0
SUMO1	2.20E-06	0	0	0
SNRPG	2.00E-06	0	0	0
LRRC47	2.36E-06	0	0	1
MAN1B1	3.94E-06	0	0	0
ZNF561	3.16E-06	0	0	1
KRT18	1.99E-06	0	0	0
PPP1R8	1.56E-06	0	0	0
BTBD10	2.62E-06	0	0	0
ERN1	2.42E-06	0	0	0
PUS1	NA	0	0	0
CCDC99	3.57E-06	0	0	0
SNRNP70	2.73E-06	0	0	0
VARS	2.34E-06	0	0	0
NUP35	4.06E-06	0	0	0
FAM195A	3.10E-06	0	0	0
SEMA4B	2.30E-06	0	0	0
INTS8	2.87E-06	0	0	0
TNC	2.96E-06	0	1	0
IL17RA	7.66E-06	0	0	0
TRRAP	2.96E-06	0	1	0
LRIF1	NA	0	0	0
TMEM120B	2.52E-06	0	0	0
SMPDL3A	4.80E-06	0	0	0
TMX3	6.22E-06	0	0	0
ATP6V0A2	2.43E-06	0	0	0
ATP5G2	2.90E-06	0	0	0
MTMR12	3.34E-06	0	0	0
SRP14	2.05E-06	0	0	0
NTNG1	3.91E-06	0	0	1
AP2B1	2.82E-06	0	0	0
FH	5.94E-06	1	0	0
TOP2A	2.20E-06	0	0	0
PCGF3	3.35E-06	0	0	0
FBL	2.43E-06	0	0	0
SLC29A1	2.59E-06	0	0	0
LAMA5	3.37E-06	0	0	0
USP31	2.94E-06	0	0	0
AGTPBP1	2.96E-06	0	0	0
JUP	2.59E-06	0	0	0
LIN7A	4.71E-06	0	0	1
NFKBIE	2.63E-06	1	0	0
SLC16A6	2.48E-06	0	0	0
MYPOP	2.19E-06	0	0	0
FXYD5	2.45E-06	0	0	0
PPP1R10	2.58E-06	0	0	0
MRPS18B	2.58E-06	0	0	0
FAM114A1	2.21E-06	0	0	0
GMCL1	1.81E-06	0	0	0
DDAH2	2.33E-06	0	0	0
TMEM184B	2.13E-06	0	0	0
URM1	2.00E-06	0	0	0
CEP250	2.31E-06	0	0	0
AHCYL1	1.80E-06	0	0	0
C7ORF42	3.20E-06	0	0	0
LAP3	3.65E-06	0	0	0
NOL6	2.48E-06	0	0	0
DDX50	1.83E-06	0	0	0
GTF2F1	2.78E-06	0	0	0
TAF4	3.87E-06	0	0	0
CTR9	2.27E-06	0	0	0
SPPL3	2.68E-06	0	0	0
UQCR11	2.37E-06	0	0	0
FSD1L	NA	0	0	0
GCH1	2.08E-06	0	0	0
EEF2K	3.41E-06	0	0	0
CLN6	2.14E-06	0	0	1
SUV420H2	3.90E-06	0	0	0
AKTIP	1.99E-06	0	0	0
STX7	3.28E-06	0	0	0
TTF1	2.61E-06	0	0	0
TBCD	NA	0	0	0
SH2B2	3.99E-06	0	0	0
ZNF362	2.08E-06	0	0	1
ZNF555	2.78E-06	0	0	1
DDX23	2.45E-06	0	0	0
ZNF181	2.44E-06	0	0	1
GPR162	2.66E-06	0	0	1
POGK	4.78E-06	0	0	1
CEP68	2.15E-06	0	0	0
GPR37	5.43E-06	0	0	1
RBM22	1.71E-06	0	0	0
PLAGL1	2.34E-06	0	0	0
NDUFB10	2.04E-06	0	0	0
STAU1	2.52E-06	0	0	0
FTSJ1	2.88E-06	0	0	0
CENPF	3.74E-06	0	0	0
TARBP2	2.59E-06	0	0	0
MAP3K12	2.48E-06	0	0	0
TP53	2.23E-06	1	1	0
WRAP53	2.25E-06	0	0	0
SMARCA1	3.25E-06	0	0	0
BACE1	2.08E-06	0	0	0
CSPP1	3.42E-06	0	0	0
COPS5	3.29E-06	0	0	0
TIGD2	2.23E-06	0	0	0
DAD1	2.45E-06	0	0	0
SMAP2	2.15E-06	0	0	0
DHRSX	NA	0	0	0
TAF1B	1.92E-06	0	0	0
SLX4	NA	0	0	0
TFRC	6.57E-06	0	0	0
SLC22A23	2.17E-06	0	0	0
DGCR6L	4.25E-06	0	0	0
YME1L1	3.13E-06	0	0	0
MASTL	3.10E-06	0	0	0
RSRC1	4.39E-06	0	0	0
CSRP2	3.22E-06	0	0	0
STX6	3.15E-06	0	0	0
SORT1	1.61E-06	0	0	0
LYPD1	5.63E-06	0	0	0
DNAJC1	2.95E-06	0	0	0
TRIM44	2.30E-06	0	0	0
DDX59	2.85E-06	0	0	0
PREX1	2.92E-06	0	0	0
JTB	2.73E-06	0	0	0
GIGYF1	3.11E-06	0	0	0
DCK	2.82E-06	0	0	0
C2CD2L	2.25E-06	0	0	0
GATAD2A	2.44E-06	0	0	0
NUP85	2.46E-06	0	0	0
YAF2	4.08E-06	0	0	0
CSTF2T	NA	0	0	0
FHOD3	2.60E-06	0	0	0
MED7	3.59E-06	0	0	1
FUBP3	2.39E-06	0	0	0
SF3B4	5.08E-06	0	0	0
