Gene	Missense_entropy
LACE1	0.152458
PRKCSH	0.064127
PFKFB2	0.107556
YOD1	0.083725
KIAA1191	0.078956
YTHDC2	0.059842
PLCL1	0.141367
VAPB	0.086542
ZYG11B	0.059288
KDR	0.271327
DHRS7B	0.017224
LSM11	0.112336
HIBCH	0.050656
DENND1A	0.10702
DNMT3A	2.5165
ADAMTSL4	0.096964
ANKRD54	0.041059
LRRC8B	0.045766
ZKSCAN1	0.088273
ZNF547	0.065874
AHNAK2	0.194847
C9ORF21	0.039755
COMMD7	0.045034
ZNF324	0.08599
IMPACT	0.066341
LPIN2	0.088439
NUDT18	0.0
SMPD1	0.122946
POLD3	0.058112
STARD3	0.107849
FAM111B	0.098977
ERCC3	0.097212
SF3A3	0.100615
PSMC1	0.092073
S100PBP	0.04151
YARS	0.069087
FAM64A	0.142058
COG4	0.265113
SF3B3	0.071442
PSMA7	0.098543
SS18L1	0.097084
TYRO3	0.203119
CD274	0.104536
PARVB	0.086629
PARP11	0.079075
FAM13A	0.092145
MAPRE1	0.089124
GALNT6	0.083896
LXN	0.015822
CDH4	0.173126
DNM3	0.075581
SYNPO	0.090264
GIPC1	0.091583
HDAC11	0.079167
CDK4	0.502938
MED18	0.156099
C3ORF31	0.019858
ARAF	0.203602
ARMC7	0.077675
VEGFB	0.234941
PLP2	0.032375
PHF20L1	0.066088
FAM24B	0.151943
CALM3	0.078996
PPP5D1	0.041738
COX8A	0.03625
FAM5C	0.206115
PAOX	0.127019
ITGA7	0.137849
KIDINS220	0.063196
ZC4H2	0.117655
C20ORF4	0.049752
COLEC12	0.119624
ALG14	0.015203
SNUPN	0.112501
TIMM44	0.083223
NT5C	0.024913
ZNF487	0.033269
CDIPT	0.024913
BATF3	0.118699
HACE1	0.06051
TOMM22	0.047454
USP51	0.04993
SCUBE3	0.092815
WIPI2	0.078412
ARAP1	0.068709
CGRRF1	0.040976
TMEM45A	0.07053
FAM125A	0.119202
KRT15	0.335743
LRP1B	0.164337
MRPL23	0.041738
RUVBL1	0.078522
RNF216	0.037175
ARL10	0.104763
ZNF37A	0.096141
CLDND1	0.052197
SPRYD4	0.063809
FEZ2	0.083611
CHMP7	0.080106
MED1	0.07556
TMEM62	0.084598
IER3IP1	0.033269
SETDB1	0.095415
ZNF542	0
FAM20A	0.043018
PRPF3	0.057781
ZNF136	0.088076
GMEB1	0.070448
HPS1	0.140243
CAPG	0.096102
GMPR	0.076588
PUS7	0.065535
ELAC1	0.057253
SLC2A8	0.045996
ABHD15	0.073313
C9ORF98	0.039007
SH3GL1	0.366674
CHAF1A	0.077995
ZNF641	0.029576
RPS18	0.10634
VPS52	0.022105
CEP152	0.065517
KLHDC1	0.030376
CDK2	0.078442
L3MBTL1	0.12168
ZBED3	0.0
KIFAP3	0.094687
GALNT3	0.091569
RPTOR	0.124669
LSM5	0.051383
SSRP1	0.09097
ABCB6	0.108777
SLC31A2	0.137769
D2HGDH	0.049879
SMAD9	0.179102
MED6	0.047874
XPNPEP1	0.123207
ZNF570	0.125182
TMX4	0.06424
ZNF569	0.134815
GOLPH3L	0.138005
ZNF621	0.064345
RAD18	0.096189
B4GALT2	0.094672
TIMM50	0.111303
ITCH	0.069321
ZNF134	0.114094
ELL3	0.096042
ZNF528	0.073177
SLC35C2	0.08507
BPHL	0.058417
PINK1	0.033666
ZBTB33	0.099285
FHIT	0.089377
PTPLAD1	0.0
STK32B	0.125496
TSSK6	0.075483
STXBP6	0.079687
TRIP4	0.035459
SLC25A11	0.037355
RNF167	0.024398
APOOL	0.091258
SLC25A43	0.054329
FEM1A	0.054921
HEPACAM2	0.10127
MTHFS	0.052023
ATPAF1	0.022105
LHX9	0.144542
CLK2	0.104528
CCP110	0.117732
GDE1	0.121182
COPS7A	0.073313
ZNF766	0.115896
TRIM3	0.071796
CAMK2G	0.114116
RNF20	0.069981
TTC9	0.186278
FKBP8	0.080629
LTBR	0.032727
GPR150	0.029947
TP53I11	0.03793
SNED1	0.145064
TMEM231	0.083754
E2F4	0.048398
SEC22A	0.100258
DYRK1B	0.259762
C16ORF70	0.073143
TRIM9	0.13869
WDR7	0.069136
TM9SF4	0.124632
ZNF382	0.09753
UBE2C	0.081463
IPO9	0.066178
TCTEX1D2	0.076965
C13ORF27	0.03793
ABCA7	0.08842
ZNF385D	0.163524
NUCB2	0.43733
AMDHD1	0.070465
COL14A1	0.120879
MRPL53	0.048728
NPDC1	0.084446
HIST3H2BB	0.107386
HIST3H2A	0.031945
AGGF1	0.194637
AKAP7	0.045233
PRR7	0.0
SNN	0.054115
RPL29	0.041738
TTC8	0.03421
NUCB1	0.087791
PKMYT1	0.056791
UTP20	0.078291
UBE2T	0.018021
CCNB1IP1	0.119284
MINA	0.069551
DIRC2	0.10706
HSPBAP1	0.057073
KIAA0649	0.074421
C1D	0.125744
SLC27A3	0.077244
MAN2A2	0.107962
MTPAP	0.064623
CNTLN	0.069903
KAT5	0.060163
ZNF514	0.089095
TMEM44	0.071111
PSMD4	0.109195
TDRD7	0.103582
INPP1	0.036716
GNG13	0.081266
PBK	0.116065
IRAK1BP1	0.032375
GPATCH4	0.253223
PRKAA2	0.12704
INTS2	0.069938
CHUK	0.078803
SOX2	0.102789
TMEM42	0.071588
FRY	0.092731
SORD	0.125069
NDUFS1	0.066355
EEF1B2	0.913289
CBFA2T2	0.094414
RRN3	0.371002
NAAA	0.05544
EGLN3	0.096355
PWP2	0.070529
HAPLN1	0.159921
ATIC	0.077761
MTERF	0.03025
TARBP1	0.054521
LDLRAD3	0.07029
MXRA5	0.139485
WAS	0.227771
SLC7A8	0.067568
TSNARE1	0.11246
COL2A1	0.145226
TSPAN3	0.082403
ATP5J	0.026595
GABPA	0.092616
SRBD1	0.166186
C4ORF27	0.118364
MTERFD1	0.04705
PTDSS1	0.065757
RHOU	0.137223
C1ORF212	0.111538
KCNN2	0.093132
TRIT1	0.067072
IER3	0.0
DIS3L2	0.091854
SLC26A2	0.045291
KIAA0141	0.065709
TSEN54	0.072306
TLL2	0.104167
ZNF81	0.040437
C11ORF51	0.197843
EXOC6	0.059651
CLDN12	0.135607
GAPVD1	0.058971
C8ORF38	0.029576
PYCR2	0.067422
SLC25A12	0.119236
RBM28	0.053572
RAPGEF3	0.154299
TUSC2	0.09969
WWP2	0.100009
ZNF615	0.277636
ZBTB48	0.044648
ASPSCR1	0.071566
ATG16L1	0.080059
TGS1	0.07776
TMEM68	0.099724
RAD51B	0.05705
ZFYVE26	0.083657
METTL17	0.059929
KCNS3	0.123638
EHD3	0.153273
EXOC7	0.087651
EP400	0.098453
WDSUB1	0.048938
PRRT1	0.172489
EPHB2	0.129998
C17ORF62	0.075045
MED21	0.018021
UBE2D1	0.078299
ACOT9	0.045499
OLFML2B	0.127587
ZNF33B	0.040936
PIK3C3	0.121793
ARHGEF3	0.095917
EI24	0.041738
PSTPIP2	0.099474
PODNL1	0.085259
SGSM2	0.145952
TSR1	0.030717
HSPC159	0.091595
FAM108A1	0.287471
BTN2A1	0.061275
OBSL1	0.149291
ZNF845	0.354798
MAPK3	0.09289
PRUNE	0.064489
FAM63A	0.125528
UBR3	0.057737
METTL5	0.0436
C19ORF22	0.0347
PGAP3	0.101803
ZNF227	0.033021
KIF13B	0.06042
DDX46	0.062647
INTU	0.074483
TPRKB	0.093271
RBMX2	0.125499
CYB561D1	0.089492
DDRGK1	0.099147
GOSR1	0.110287
IFIT1	0.04264
PDGFB	0.107258
THTPA	0.05389
MAP2K4	0.356605
PKD1	0.080372
TFB2M	0.065206
CNST	0.121581
C3ORF52	0.068359
TRAPPC5	0.442557
ARPC3	0.062239
HNRNPA1L2	0.088999
RABEPK	0.045771
RBM43	0.10807
RALGAPA1	0.071552
KIRREL3	0.094343
ECI1	0.040976
CWF19L1	0.035794
GTF2H1	0.057605
HPS5	0.045614
IBA57	0.07398
ITGBL1	0.141546
SLC38A9	0.043232
NDUFB11	0.197948
RBM10	0.167119
RFC1	0.063403
JAM2	0.085108
ZNF510	0.143159
C2CD2	0.065666
KHSRP	0.031319
THEM4	0.0
RASSF5	0.114498
ACYP1	0.039755
ZNF256	0.057634
HECTD3	0.076225
UROD	0.03397
CRNKL1	0.24328
DUSP12	0.144787
AP4M1	0.101674
MCM7	0.129374
POLB	0.069862
PTPN18	0.079854
TRAF5	0.055002
C15ORF29	0.109567
PDHA1	0.125742
ARL2	0.054115
ZNF25	0.070825
PDCD1LG2	0.099661
IFRD2	0.080988
ALAS1	0.081414
CORO1B	0.105633
KIF14	0.103295
POLR2E	0.050784
OMA1	0.095415
ABHD11	0.233582
DUS1L	0.039767
ACPL2	0.062964
RAD23A	0.06656
C12ORF62	0.0
DECR2	0.04705
ZNF443	0.158415
EIF5A2	0.0
C9ORF167	0.030717
HNMT	0.049099
BAK1	0.065874
CITED1	0.045201
RFC4	0.048091
SENP2	0.111547
POLR2D	0.0347
MRPS14	0.042437
LARS2	0.057544
VWCE	0.09141
HS1BP3	0.06102
C1ORF56	0.05635
FAM21C	0.144559
VASH2	0.065902
TRAPPC4	0.014098
RPS25	0.043891
STEAP2	0.050891
E4F1	0.067464
C14ORF101	0.026154
FAM110A	0.066169
MARCH9	0.107007
VKORC1	0.026595
CDCP1	0.071236
MAPK11	0.054478
EEF1D	0.041987
TIGD5	0.044548
SEC1	0
HRH1	0.104162
ARSA	0.195921
LYRM5	0.0
VPS26B	0.07846
NCAPD3	0.101255
TBC1D13	0.067239
SAC3D1	0.01092
GALT	0.160729
TMEM204	0.065743
GSPT2	0.078152
SUMF2	0.231652
MCM10	0.093584
HECW2	0.120689
TNFRSF1B	0.098361
WNK3	0.118703
DCPS	0.067184
VPS4A	0.064584
LOXL3	0.044261
WDR45	0.072619
ZNF330	0.048086
EIF2AK2	0.0347
SLC40A1	0.041884
DBP	0.062016
SEC61A2	0.121645
SUV39H1	0.112168
VAV3	0.15975
DSCC1	0.104139
NUDT8	0.040726
ELP2	0.150721
SLC39A6	0.043466
CSMD2	0.163623
EFNA3	0.091681
CENPM	0.023427
CASKIN2	0.090207
MAP4K2	0.066644
HSBP1	0.0978
EXOSC10	0.061494
LAS1L	0.073719
C1ORF27	0.111754
TPR	0.070894
JMJD7-PLA2G4B	0.085465
EXOC6B	0.055753
TADA1	0.05741
CLTB	0.064413
CREG1	0.165029
ZNF433	0.081335
CCBL1	0.662331
LRRC8A	0.068635
COL4A5	0.108221
FBXL12	0.089004
SPATA18	0.116134
PKP2	0.103827
SLC35B4	0.027206
SH2D4A	0.084889
NDUFAF1	0.10693
KLF15	0.114169
CNIH4	0.041738
MCM9	0.107415
ZNF518B	0.090045
EIF2B3	0.352606
MACROD1	0.035203
C12ORF72	0
C8ORF76	0.049774
PARP12	0.080923
PEX7	0.065337
PDP2	0.068951
PHTF2	0.055735
TMEM60	0.023427
APTX	0.136328
ZNF576	0.047705
IRGQ	0.09552
MRPS15	0.032594
MRPL16	0.074578
PSKH1	0.075478
SLC27A4	0.080511
SLC25A25	0.101794
ZNF441	0.108629
C5ORF54	0.107495
RIT1	0.341957
RPL18	0.029576
SPHK2	0.112465
RPL7A	0.060163
ZNF607	0.099903
MED22	0.081883
ZNF284	0.087289
ADAT1	0.077664
NUB1	0.063173
CEP72	0.048675
SHISA2	0.091271
GPRC5C	0.090616
ITPKA	0.064883
GBP3	0.133238
CELF2	0.088781
EFCAB11	0.090788
TDP1	0.070199
CAMKK1	0.068437
RNF125	0.057544
VPS13D	0.084016
RPS6KC1	0.046548
CCDC136	0.1845
PITRM1	0.172168
PMM1	0.07041
OSBPL2	0.122976
ZNF517	0.06862
GALNT11	0.138131
MANBAL	0.190543
ARMCX2	0.116938
TFDP1	0.147582
NAGLU	0.052626
OSTF1	0.01463
C9ORF95	0.0
KCTD18	0.078641
TAF6L	0.305724
INTS4	0.072667
ERAL1	0.10407
GUSB	0.1529
LRRC33	0.127391
TMEFF1	0.096978
UMPS	0.105091
NFRKB	0.077753
AP1S3	0.045742
NRARP	0.0
LRRC32	0.077496
WEE2	0.092911
PIGA	0.079517
PLD2	0.072324
AGK	0.042842
HSF2	0.027845
GRIPAP1	0.114921
AZI1	0.087754
C2CD3	0.058878
PPME1	0.055098
ZBTB40	0.047257
TMEM170A	0.03793
PES1	0.085509
MT1X	0.0
NUPR1	0.056633
PMS2CL	0
PORCN	0.090994
ZNF593	0.0
SNX4	0.043891
FANCE	0.063187
CHN1	0.057118
DDX12	0.268501
TMEM136	0.050784
KIAA1377	0.094427
ZNF799	0.52924
B3GALT4	0.095761
DTD1	0.098452
MUL1	0.084682
GLA	0.061084
HNRNPH2	0.084059
MAP4K5	0.090736
MTA3	0.076546
SNAPC4	0.084015
DMRTA1	0.043018
ZNF559	0.101128
HDAC1	0.07156
SLC29A2	0.115582
SMG8	0.072267
SPRYD3	0.039755
TTLL4	0.095992
HMBOX1	0.052516
INTS9	0.044888
TMEM216	0.076622
ATP6AP1	0.094575
TMEM117	0.115834
MYSM1	0.183265
IFIT3	0.081213
GABPB2	0.044742
THAP11	0.314946
H6PD	0.096405
PIGZ	0.066607
DGUOK	0.031319
UFC1	0.025727
TMED9	0.076412
ZNF689	0.103513
GTF2A2	0.028513
SLC25A26	0.052325
IGDCC4	0.162108
INO80C	0.05767
MFSD9	0.063653
OXSM	0.058178
LYSMD2	0.0347
C14ORF37	0.081111
PNPO	0.068642
DHRS4	0.315047
NDUFV1	0.119316
ANKRD36B	0.0
TAF13	0.043891
PSME2	0.0764
RNF31	0.066257
IDH3B	0.10378
MRPL32	0.123567
PSMA2	0.05468
USP5	0.076055
SELM	0.077675
FERMT1	0.134445
SNAP25	0.326176
GALC	0.064622
PLAG1	0.162283
CHCHD7	0.024913
MTHFSD	0.080934
ZNF83	0.485604
ENPP1	0.131917
CDKN3	0.104806
WDR48	0.04741
THUMPD3	0.056903
QDPR	0.050306
C9ORF46	0.0
MDFI	0.05635
SYMPK	0.085281
TMED1	0.047038
LRRCC1	0.116758
TIRAP	0.12665
FBXL2	0.081693
ZNF653	0.100405
ABCB7	0.053629
VPRBP	0.044271
EDNRA	0.095899
ALDH1B1	0.1153
NAGPA	0.080315
TMEM20	0.078996
PIGP	0.03793
TTC3	0.112009
ARHGEF10	0.099724
C1ORF159	0.093565
MAP7	0.084588
EBNA1BP2	0.076827
TASP1	0.120514
BBS7	0.05259
FAM82A2	0.288815
PRCP	0.041551
C11ORF82	0.033058
C22ORF28	0.060219
SEPHS2	0.035719
MAF1	0.032594
SHARPIN	0.077992
MAPRE3	0.060163
AADAT	0.077514
BCL9	0.230195
ZNF551	0.069462
AK7	0.066993
LUM	0.197652
UGGT2	0.073547
SLC45A3	0.099689
BRF2	0.059886
NUTF2	0.158633
CENPT	0.063311
RUVBL2	0.060611
GYS1	0.082392
TRIM45	0.107807
SCPEP1	0.052497
TRIL	0.022747
SBDS	0.118779
TYW1	0.149242
SLC9A3R2	0.048797
ORAI2	0.089566
SMPD4	0.164701
MZT2B	0.12393
MCOLN1	0.063455
GRIK2	0.150405
FAH	0.030717
PBXIP1	0.098647
AEBP1	0.073944
IGSF8	0.076739
ALDH2	0.080732
C9ORF80	0.0
CLPP	0.043891
SHC4	0.089584
AP1B1	0.078773
TMLHE	0.12352
APCDD1L	0.131014
NIPAL2	0.056107
ZNF92	0.162754
RCN2	0.043048
SPG11	0.072161
VMP1	0.120136
PTRH2	0.083053
ALKBH7	0.120467
MBTPS2	0.133826
TMEM67	0.059886
PFDN5	0.181418
ZUFSP	0.065042
PPP2R3B	0.135014
C11ORF73	0.073146
MRPL48	0.072789
CSNK2A2	0.110386
VPS39	0.072581
ZNF684	0.052098
ATG4D	0.081922
ZNF187	0
SCAMP3	0.069358
RNASEH2C	0.041738
STK32C	0.09839
DBT	0.071689
PRKCG	0.123965
NDUFS4	0.05918
CISD3	0.0
HIST1H2BJ	0.073462
HIST1H2AG	0.083928
C12ORF68	0.028513
TH1L	0.137679
NECAP2	0.077797
POLI	0.16933
HELB	0.07247
DNAJC24	0.125499
CEP63	0.103347
ANAPC13	0.048728
MCCC2	0.227215
RAD1	0.020376
BRIX1	0.021497
SHKBP1	0.075924
ZNF18	0.072165
UBXN8	0.0
AURKA	0.172979
CSTF1	0.119605
TP53BP1	0.138182
CHST10	0.25516
SECTM1	0.049752
SLC20A2	0.086229
ZCCHC10	0.0
C8ORF40	0.048728
LSMD1	0.017224
CYB5D1	0.059653
BRAT1	0.07351
CD1D	0.093211
CSTF2	0.114303
RACGAP1	0.037403
DOK6	0.143442
PIP5K1C	0.11527
TGM2	0.09696
CLDN1	0.06913
ATRNL1	0.125164
UBE2V2	0.043891
NUP43	0.04741
PCMT1	0.072012
JPH2	0.159065
ZFP37	0.079605
NEK2	0.095862
PIM2	0.099087
ATOX1	0.0
ZNF670	0.056914
PAX5	0.357536
PLEKHG5	0.058891
DIABLO	0.063061
NUP205	0.068179
KCTD8	0.248606
PRKCH	0.113439
SDHB	0.119643
ZNF771	0.019858
SLC2A6	0.063347
ZW10	0.084569
PDPK1	0.138482
EXOSC9	0.067598
SNX32	0.116515
HAUS4	0.04264
TMEM92	0.047705
CCT2	0.051695
HIST1H3B	0.650452
HIST1H2AB	0.057605
TEAD2	0.085548
GSS	0.052197
RBM6	0.07346
TBC1D9B	0.07989
CHCHD4	0.031945
TMEM43	0.045425
PREB	0.072125
MPP2	0.121194
GTF3C6	0.015822
HIST2H2AB	0.042437
HIST2H2AC	0.184388
HIST2H2BE	0.228443
CTNNBL1	0.089482
GPR85	0.066222
CYP46A1	0.067415
FRMD8	0.047721
APC	0.247965
MLYCD	0.085698
CMTM4	0.015822
C6ORF1	0.019858
TRNAU1AP	0.056107
GAA	0.09019
CROCC	0.273301
KIAA1598	0.065801
SDHALP1	0
SAMD11	0.046003
PFAS	0.06189
CTC1	0.07167
AGPAT2	0.057024
PAQR7	0.034405
WASF3	0.112408
BCAS2	0.423753
GPAM	0.104579
CXCR4	0.123567
TRIM68	0.09469
TAB1	0.049608
DMAP1	0.125338
C10ORF58	0.083002
ESD	0.089125
HIST1H3H	0.172063
HIST1H2BL	0.09034
HOXA4	0.124243
PLXNC1	0.116076
CDCA3	0.022105
C7ORF25	0.116742
ISG15	0.071306
KLHL36	0.079744
CATSPERG	0.107141
UBXN1	0.068384
KIAA1529	0.087409
SDHALP2	0
SCARA3	0.105344
LRRC4	0.115343
DDIT4L	0.171763
PRPS2	0.124483
CCT5	0.079233
FAM173B	0.22142
ZNF720	0.051383
LASS5	0.047705
ZNF320	0.12324
C6ORF136	0.19206
METTL2A	0.105869
CDON	0.061743
SUMO3	0.187148
MCOLN2	0.09931
DHX8	0.101584
ZNF17	0.076001
ZNF587	0.1834
NKX3-1	0.176175
NOP14	0.076824
GRK4	0.071004
ABCB8	0.100312
RILP	0.106377
SEMA5B	0.129909
SRPRB	0.01092
B4GALT3	0.100483
RHBDF1	0.109344
TMEM126A	0.043891
EPB41	0.074286
TSPAN17	0.104865
HMBS	0.073362
SNX19	0.064261
CHST14	0.065743
SPINT1	0.061407
FGGY	0.096714
SCYL1	0.080423
ZNF642	0.071557
WWC1	0.096249
ZNF673	0.0
RAGE	0.062346
TWISTNB	0.050558
C16ORF48	0.045742
PLA2G16	0.112959
SCP2	0.077353
LGMN	0.179552
MRPL4	0.094796
CNOT7	0.03793
VPS37A	0.032594
FAM172A	0.091775
ZNF91	0.294301
MRPS36	0.024913
NAIF1	0.052497
TMEM5	0.028513
MCM4	0.076761
PRKDC	0.084249
CYB5R4	0.066827
FBXW8	0.105434
YY1AP1	0.072614
DAP3	0.068665
PRKAR2B	0.079231
IQCE	0.078886
STX17	0.089207
C1ORF85	0.058679
AK309452	0
BC070039	0
TMEM106A	0.126753
ZNF782	0.109978
TCEAL4	0.142756
PPP4R4	0.121304
PSMD6	0.093974
UXT	0.022105
RASSF7	0.068647
BLVRA	0.114962
AACS	0.075311
POC5	0.151294
UAP1L1	0.03698
ENPP2	0.091523
SLC25A15	0.077371
EPHX1	0.128802
LAMA1	0.123973
UBE2O	0.068311
DNAJC8	0.024148
LLGL1	0.083651
ATPIF1	0.041738
FXN	0.018021
PLA2R1	0.070442
EPB41L3	0.124764
METTL2B	0.393065
TTPAL	0.116305
MTMR3	0.063527
GEMIN7	0.200006
COPA	0.081905
NCSTN	0.095022
C12ORF10	0.047275
WIZ	0.073937
FAM3A	0.022747
DPP8	0.054503
C19ORF29	0.140927
ZNF813	0.092034
MED11	0.039755
CRISPLD2	0.066551
RSAD1	0.105103
UPF3B	0.06595
TGFA	0.119327
C17ORF79	0.086472
TRAFD1	0.050891
ZNF333	0.091107
MED12	3.559699
MED4	0.076622
PDAP1	0.071507
BUD31	0.137516
ZNF677	0.074789
TMEM127	0.087558
CIAO1	0.073143
EPS8L2	0.077689
MCM5	0.067034
OCA2	0.174947
FKBP15	0.130248
SLC31A1	0.093271
C9ORF103	0.048728
DIEXF	0.06209
DDX10	0.042042
C16ORF5	0.026595
ZNF586	0.054885
UFD1L	0.076016
CDC45	0.07053
ZNF440	0.065409
HIVEP3	0.067163
RAE1	0.098484
RBM19	0.174257
STYX	0.030717
C9ORF7	0.045425
FYCO1	0.093634
NUDT12	0.112483
NOS1AP	0.075999
HCCS	0.031197
C19ORF50	0.057238
CUL7	0.056438
GLT8D2	0.167429
EXOC5	0.038384
MED24	0.071773
MUDENG	0.052063
PRIM1	0.065752
DCTPP1	0.06871
RRP12	0.066055
CORO2A	0.110777
RTN2	0.117509
TOR1A	0.146232
AK2	0.317493
USP43	0.080406
PCCB	0.050572
GSTO2	0.195574
ZIC1	0.134349
SERPINF1	0.023082
FAM200A	0.781132
HFE	0.090829
PRDX3	0.041738
PEPD	0.10905
SYNGR2	0.112702
IL13RA1	0.040488
FGF11	0.082403
PLCXD1	0.04819
PCGF5	0.043154
RABIF	0.020922
PMPCB	0.039007
VAMP7	0.052023
ZMYM1	0.072619
UTP14A	0.067686
TRAPPC3	0.055901
ZFP41	0.056218
PLAT	0.076981
PLOD1	0.086823
PJA1	0.074945
CALML6	0.067817
DUSP28	0.022105
ERMP1	0.029213
PARS2	0.055995
CCNJL	0.111429
DTL	0.056348
INTS7	0.077984
RCC1	0.032816
ADAM22	0.074908
UBQLN4	0.081799
LAMTOR2	0.056861
PARD6G	0.05367
LAMP2	0.036795
RAB38	0.059639
RASL11B	0.057544
ISPD	0.096344
CKLF	0.051383
TK2	0.070083
GBP1	0.128124
TPCN2	0.087287
SRGN	0.10182
DFFA	0.048728
PEX14	0.067817
C19ORF25	0.0
ZNF57	0.292947
UBQLN1	0.104217
RP11-522I20.3	0
TMEM80	0.061598
DEAF1	0.08621
ROPN1L	0.082329
RAB11FIP1	0.085621
VAC14	0.116986
ASL	0.085983
MTX2	0.047593
PNPT1	0.074665
KIAA0319L	0.065262
NCDN	0.123378
SKP2	0.111352
LMBRD2	0.05784
CCDC110	0.094114
CGN	0.089538
MORC4	0.083503
SYBU	0.106027
KDELR3	0.072743
SLC35D3	0.032727
ABCE1	0.034379
ANAPC10	0.042437
IL32	0.354475
B3GAT3	0.031197
TMEM8B	0.100117
LPXN	0.060658
EFHA1	0.047705
CCDC130	0.054272
RPS6KA6	0.113579
TMEM129	0.043891
MEN1	0.287907
MMEL1	0.092855
COMMD2	0.058841
DRG2	0.026595
ATP13A2	0.101152
WWOX	0.133716
MRPL22	0.046709
GEMIN5	0.088837
RAB11B	0.052747
ABCD2	0.123843
ZNF558	0.098348
MDM1	0.115887
PKIB	0.049774
TTC27	0.124394
ZNF280C	0.058549
MRPL15	0.129693
NDUFA3	0.0
USP19	0.071682
WBSCR16	0.072789
Q96NP5_HUMAN	0.11489
SAE1	0.037355
ZNF14	0.057634
ZDHHC21	0.035203
FAM188B	0.101141
CDK10	0.044718
PIGT	0.066277
ACER3	0.022747
TRIM71	0.128706
FECH	0.075879
NIPAL1	0.025727
GEN1	0.074542
SMC6	0.052378
S100A13	0.217056
DPM1	0.141138
POU2F2	0.471344
MOCS3	0.067206
RAB7L1	0.020922
RFX8	0.029675
NARFL	0.079433
TSR2	0.05389
PDPR	0.306953
GRINA	0.142755
ADAMTS10	0.182314
MBD4	0.086344
IFT122	0.147696
LRRC37A3	0.208114
BTBD6	0.113393
FGF14	0.120442
PIN1	0.068808
LAMA2	0.129429
ZNF426	0.076616
ALKBH6	0.056392
GNA12	0.121888
DBF4B	0.089199
CARD10	0.084552
PIP4K2C	0.059282
CDH24	0.121116
SHROOM4	0.054159
MRPL38	0.077514
CCDC89	0.067197
CLCN5	0.13534
TACC3	0.09118
KIAA0101	0.055901
PELI3	0.093086
C1ORF163	0.046222
ZNF675	0.140201
TCEANC	0.180178
DLC1	0.263341
MRPS22	0.109038
TTLL7	0.090155
CNFN	0.0
NET1	0.098084
HMGCL	0.023427
TMEM201	0.104834
ATG4B	0.095678
THAP4	0.074869
TNFRSF12A	0.023427
ZNF417	0.126334
SLC46A3	0.214507
SLC12A7	0.093255
NDRG3	0.069209
MAP1LC3A	0.092357
SMU1	0.133443
RAB8A	0.017224
ZNF506	0.138056
FBXW9	0.062668
POLH	0.08753
XPO5	0.057027
ACSS2	0.103564
MFSD6	0.069585
PRDM16	0.133781
CCNDBP1	0.058841
DNAL1	0.03625
ASB13	0.049774
NR2C1	0.056914
SIRT6	0.10693
C14ORF133	0
AHSA1	0.095521
ZDHHC12	0.035459
ENDOG	0.016493
CWF19L2	0.155779
WRB	0.028513
ETAA1	0.1741
GLT25D2	0.143598
TNIP2	0.065398
C6ORF89	0.223352
BRD7	0.08556
USP44	0.049818
GNG8	0.0
SIKE1	0.216897
GSX2	0.060467
ASB8	0.037583
GSG1	0.119485
MEGF8	0.097656
FIGNL1	0.054823
C20ORF11	0.047038
DIDO1	0.104067
INSM2	0.054479
TPM4	0.063275
TMEM220	0.050484
SLC35D2	0.047877
TACO1	0.158545
NDUFA1	0.028513
RNF113A	0.103208
TMEM63B	0.129541
MRPL14	0.084401
C9ORF91	0.052837
GREM2	0.137194
EID2	0.025727
GRN	0.154148
HIST1H2BK	0.176694
HIST1H2AH	0.164652
ZNHIT1	0.091595
PLOD3	0.081824
PKIG	0.074578
ZNF154	0.119822
MOSC2	0.085551
ASNS	0.078034
ZNF665	0.105948
NGDN	0.071059
SLMO2	0.095739
GPR180	0.035
NDUFAB1	0.031945
TIGD6	0.061617
HMGXB3	0.06391
WNT2B	0.107009
DTNBP1	0.242696
LIN7B	0.049598
XKR5	0.0
ZFP112	0.085413
DMWD	0.064986
FAM70B	0.068183
CCDC111	0.114943
CASP3	0.189009
CELSR1	0.110913
CLN3	0.057253
USP21	0.088218
ZNF512B	0.130316
GINS1	0.047038
ZFYVE27	0.121716
KLF11	0.100258
GCA	0.069232
ZNF814	1.271245
NSUN2	0.069001
SRD5A1	0.027051
UTP11L	0.050784
ZNF497	0.065047
XPR1	0.07281
ZNF562	0.036905
SLC25A4	0.074997
PHKG2	0.079866
ZFHX2	0.080592
PDLIM3	0.107075
PYCARD	0.018021
THAP3	0.109794
SCARB1	0.124797
MTUS1	0.067781
TCOF1	0.04584
BBS12	0.070994
TMEM141	0.024913
RHD	0.023427
NTNG2	0.096191
PMS1	0.088508
ORMDL1	0.0
TRMT112	0.030717
PRDX5	0.064414
MTX1	0.149212
NCAM2	0.156479
ZNF471	0.074322
PARP16	0.043154
BAP1	0.295649
PHF7	0.120338
UCK1	0.099267
SPIN2B	0.0347
ADAMTS19	0.099941
TMEM121	0.03625
KIF3B	0.076718
DNAJB2	0.173582
NT5M	0.052325
CMTM8	0.108095
PAX6	0.077068
NUDT5	0.024398
CDC123	0.067612
GJD3	0.08582
CDC42EP5	0.0
SLC41A3	0.080553
FGFR2	0.589456
STX2	0.146045
DDX31	0.101222
GTF3C4	0.062231
GGT7	0.080282
ACSF3	0.089999
RECQL	0.054924
GOLT1B	0.06953
