Gene	TSG_probability	Rank_DORGE_TSG	OG_probability	Rank_DORGE_OG	pval_TSG_TUSON	qval_TSG_TUSON	pval_OG_TUSON	qval_OG_TUSON	Rank_TUSON_TSG	Rank_TUSON_OG	category_TSG	category_OG	by	pval_TSG_2020plus	qval_TSG_2020plus	pval_OG_2020plus	qval_OG_2020plus	Rank_2020plus_TSG	Rank_2020plus_OG
C19ORF28	0.0154296877200975	8878	0.00405597000265762	12342	0.000629106376082787	0.00708917385930624	0.00125395044168455	0.00934934568294473	1885	2854	Other	Other	Gene	NA	NA	NA	NA	18155	18155
PRKD1	0.107403422936818	3675	0.000498631311427183	17527	0.000240307872597515	0.00308663077587731	5.84260928835343e-05	0.000725948462539494	1653	1712	Other	Other	Gene	0.584015255	0.937424468	0.099286298	0.734246575	10949	2415
EARS2	0.0296286246218818	6941	0.00376350834495826	12601	0.641532269004975	0.95838100960166	0.246418734972018	0.482091151626765	10904	10833	Other	Other	Gene	0.627518387	0.937424468	0.741242168	0.971474473	11708	13465
PYGL	0.132172916299395	3257	0.0103148663462223	9186	0.0339573706320367	0.180353058993772	0.00726696908844389	0.0373184452882643	3993	4142	Other	Other	Gene	0.350286026	0.930786542	0.110798148	0.755460624	6498	2637
HSPA13	0.0388475420534794	6151	0.00580145096165833	11149	0.216198871868864	0.67343688943921	0.0542907360495767	0.168420628108958	6780	6857	Other	Other	Gene	0.753685644	0.946505906	0.471255789	0.912244252	13993	9179
DNAJA3	0.0143378715962139	9131	0.0706675542624454	3959	0.204285495517083	0.648654391889962	0.0588522333894362	0.17851704502427	6656	7012	Other	Other	Gene	0.040746391	0.794792774	0.243154454	0.83704051	923	5192
SNAP47	0.0440421905962599	5782	0.00158918101148023	15091	0.949626383394658	0.95838100960166	0.61218983465318	0.794457590989635	16926	16249	Other	Other	Gene	0.867376737	0.949922434	0.406140016	0.901087876	16048	8023
ETV4	0.0144600627103616	9109	0.0386778347175217	5380	0.0713170446238686	0.311789177214916	0.0439766624838935	0.144346688365571	4848	6480	Other	CGC-OG	Gene	0.494693544	0.934070569	0.177875238	0.801989683	9319	3980
TMEM8A	0.050359386867351	5403	0.0160189089635438	7833	0.31383630841528	0.852198370972009	0.111287347042391	0.284445493358079	7769	8313	Other	Other	Gene	0.450661945	0.930786542	0.547997821	0.92841979	8537	10447
POLE3	0.010951341506288	10020	0.0189098628575627	7376	0.236919786872514	0.714683428435221	0.0106289564672312	0.0499309261769673	6999	4528	Other	Other	Gene	0.07815854	0.897747184	0.243154454	0.83704051	1558	5193
DLST	0.00307677123410421	14236	0.0228241202442793	6831	0.941597461719769	0.95838100960166	0.719365511032418	0.856739307201773	15704	17675	Other	Other	Gene	0.114415691	0.923925864	0.074154181	0.722068966	2210	1838
TBC1D22A	0.324998073001414	1802	0.20555897565375	2070	0.869749325636765	0.95838100960166	0.488526477687045	0.718763270647559	13640	14356	Other	Other	Gene	0.308281122	0.930786542	0.037068919	0.665384615	5728	986
TMEM237	0.0121218974221296	9668	0.00573462223332172	11186	0.554729123147472	0.95838100960166	0.594951284871836	0.785757446514907	10063	15974	Other	Other	Gene	0.001923182	0.204046243	0.678539907	0.958193568	173	12523
MIB1	0.756286800092241	611	0.163487558947755	2432	2.14480953710282e-06	4.72146140765744e-05	3.51221156620521e-05	0.000473981736949124	965	1576	Other	Other	Gene	0.098490874	0.912108981	0.188624353	0.812228571	1931	4160
TIMMDC1	0.0308718963686446	6834	0.00166332288119429	14986	0.75199970079298	0.95838100960166	0.745767431961168	0.872588932048911	12075	17977	Other	Other	Gene	0.100533914	0.913967311	0.372105693	0.886207344	1971	7476
DAZAP2	0.0460714725212183	5636	0.133957229527633	2738	0.9446466371274	0.95838100960166	0.571243276008347	0.771228627731768	16091	15627	Other	Other	Gene	0.117030782	0.923925864	0.296366113	0.859483554	2262	6177
MITF	0.441577739343919	1366	0.986472821494833	175	4.94541648450107e-17	1.12108382838546e-14	4.22300668607491e-16	6.12163601861022e-14	94	147	Other	CGC-OG	Gene	0.544903296	0.934650967	0.048308363	0.684349135	10217	1270
HYOU1	0.131154741839669	3273	0.244932050949296	1835	0.0115231308116471	0.078099998239627	0.00726952482165697	0.0373184452882643	3133	4143	Other	Other	Gene	0.057504767	0.858601728	0.036186325	0.665384615	1210	971
NAA50	0.539942599159259	1123	0.756075184071131	569	0.398444477236892	0.95838100960166	0.131600380273545	0.320122431877736	8591	8733	Other	Other	Gene	0.809773904	0.946505906	0.183159902	0.808343352	14948	4062
ATP6V1A	0.413983213299131	1450	0.550329062801598	906	0.0137359456140821	0.0894011194534132	0.000351360893817607	0.0033085060920722	3262	2260	Other	Other	Gene	0.090324162	0.907443897	0.117025334	0.758742494	1782	2765
PEMT	0.000836091017886972	17470	0.00343999536083499	12873	0.176801647592146	0.589680123421667	0.0539029058965741	0.167656841592482	6342	6839	Other	Other	Gene	0.947398529	0.969260353	0.952122038	0.98197449	17276	17263
NDUFC2	0.289860545537694	1967	0.47301897473227	1077	0.00491263999654672	0.0394823009007449	0.00222915804499684	0.0147336007384732	2640	3220	Other	Other	Gene	0.699705802	0.94123122	0.658567148	0.955799794	13051	12188
SAP130	0.707083018537666	718	0.384382065784469	1315	5.41429354365949e-13	3.52823183858838e-11	1.47585020639277e-10	6.8815956341408e-09	326	457	Other	Other	Gene	0.285502588	0.930786542	0.03018796	0.653419811	5193	830
ATP6V1H	0.0553736020544758	5169	0.242344217633341	1847	0.105317841566344	0.412871541875502	0.040124428639001	0.134505441903451	5404	6344	Other	Other	Gene	0.122484337	0.925947282	0.35171343	0.880723056	2360	7123
FANCC	0.764910748029849	597	0.199682836134281	2105	0.000228830002284207	0.00296045637521919	6.33771177428497e-05	0.000781541089110176	1641	1725	CGC-TSG	Other	Gene	0.109828385	0.919662409	0.123317897	0.764179608	2135	2893
TM9SF1	0.00458948118777866	12950	0.00135448892213257	15518	0.949010171024575	0.95838100960166	0.54391137413413	0.756491578318921	16815	15175	Other	Other	Gene	0.061950422	0.864411557	0.250046309	0.838895997	1282	5328
SMNDC1	0.0958932432363859	3922	0.0948262196094157	3379	0.269725277527881	0.776489589143693	0.213540670993997	0.441009707134238	7332	10276	Other	Other	Gene	0.753685644	0.946505906	0.471255789	0.912244252	13994	9180
ZNF667	0.00973364968464985	10449	0.00161835678177444	15054	0.0824666480261487	0.347494918487088	0.00122015523710615	0.00914215469321204	5030	2840	Other	Other	Gene	0.838267502	0.946505906	0.92063198	0.980384111	15389	16634
NR1D2	0.019871801787763	8092	0.00901493140189139	9617	0.661403261595125	0.95838100960166	0.331266993675783	0.577988075676513	11097	12139	Other	Other	Gene	0.012982838	0.562180974	0.394175974	0.897655087	416	7877
CDC5L	0.913308643079603	301	0.0541659136908679	4514	0.934445615224076	0.95838100960166	0.629281770060808	0.804706328941879	15131	16484	Other	Other	Gene	0.065540725	0.864411557	0.096649414	0.733967729	1362	2343
FRS2	0.0247587672123843	7470	0.25603553673786	1784	0.16312871076008	0.560662854449443	0.0213623621104838	0.0848007776103388	6158	5357	Other	Other	Gene	0.171931354	0.930786542	0.223187142	0.829625984	3167	4831
UBE4B	0.0472949354410037	5565	0.459878514296755	1117	8.57753696788635e-11	4.20181000571702e-09	1.95514735177998e-09	7.23302689567353e-08	434	575	Other	Other	Gene	0.216823754	0.930786542	0.027104331	0.639460154	3959	761
CBR4	0.0113029431617647	9899	0.00547941835071486	11341	0.0468951917051627	0.228892312255315	0.050757844378126	0.160298690576831	4343	6735	Other	Other	Gene	0.753685644	0.946505906	0.865360937	0.980384111	13995	15475
ZFYVE28	0.00378720910038769	13603	0.00926347837217555	9528	0.0380664691846058	0.196074061362041	0.0143712486991874	0.0625995377209697	4117	4884	Other	Other	Gene	0.699705802	0.94123122	0.485982021	0.916396137	13052	9437
PGP	0.00155334184260695	16146	0.00930201231406356	9511	0.957063841404106	0.95838100960166	0.891214959209838	0.912470281448168	18468	18946	Other	Other	Gene	0.809773904	0.946505906	0.865360937	0.980384111	14949	15476
SEC23A	0.0245706996462057	7492	0.00832817122923877	9895	0.327748406251184	0.873681230638153	0.146749066043163	0.344505436632562	7913	9049	Other	Other	Gene	0.017570144	0.616322702	0.296366113	0.859483554	518	6178
GFPT2	0.0996417230017225	3829	0.00896910914373549	9639	0.00454423155994885	0.0370865684837035	0.00265495527711896	0.0169486045536632	2600	3334	Other	Other	Gene	0.699705802	0.94123122	0.406140016	0.901087876	13053	8024
NEURL4	0.00806569836761748	11035	0.341446927393215	1459	5.15577832895566e-08	1.5561541134804e-06	3.01977096060381e-07	7.05573458327922e-06	704	911	Other	Other	Gene	0.285502588	0.930786542	0.041198583	0.665384615	5194	1093
RIOK1	0.0149047605695849	9003	0.0020011529201419	14489	0.268058017025101	0.773361533277536	0.0264971303170913	0.0997046353393782	7316	5652	Other	Other	Gene	0.604990466	0.937424468	0.12011441	0.761554404	11237	2833
PSMD11	0.0140692994747274	9186	0.10022976399811	3270	0.948208193693519	0.95838100960166	0.759640003355815	0.88285827243562	16655	18099	Other	Other	Gene	0.185301008	0.930786542	0.089152819	0.733482743	3419	2184
MICALL1	0.00762648766167742	11225	0.014372585121066	8144	0.426108488111091	0.95838100960166	0.106665105768248	0.275506682326606	8846	8226	Other	Other	Gene	0.171931354	0.930786542	0.22961046	0.829625984	3168	4943
MOBKL1A	0.193603250231935	2591	0.00330670592696503	13013	0.216411399094165	0.673768175952254	0.0926129859353347	0.249366959476377	6783	7892	Other	Other	Gene	NA	NA	NA	NA	18156	18156
NDEL1	0.00661240865501155	11715	0.241973838939489	1851	0.855138850774386	0.95838100960166	0.531509926229389	0.748106623444634	13431	14997	Other	Other	Gene	0.109828385	0.919662409	0.149866521	0.780147476	2136	3429
CAMTA2	0.757792393490837	607	0.361945611221589	1380	3.43890618186375e-06	7.19839408932561e-05	9.25816764404358e-06	0.000147225592781287	1015	1338	Other	Other	Gene	0.369555979	0.930786542	0.457455734	0.910299219	6929	8941
ADI1	0.00048351185502994	18256	0.000632002265194195	17156	0.379635154037816	0.954305237394339	0.111706744224432	0.285009395069231	8386	8327	Other	Other	Gene	0.896502315	0.956481051	0.805290112	0.980179045	16515	14542
WDR6	0.00471632502965254	12859	0.00710485111911684	10472	0.929073722442167	0.95838100960166	0.72441205171871	0.859445265301153	14881	17733	Other	Other	Gene	0.185301008	0.930786542	0.406140016	0.901087876	3420	8025
FADD	0.0590536973392245	5013	0.180620402239891	2238	0.527281359202773	0.95838100960166	0.0521850063091115	0.163627177669343	9811	6784	Other	Other	Gene	0.058518115	0.858601728	0.341743394	0.878775567	1228	6978
ZNF260	0.00287831699441106	14458	0.00775026345642854	10163	0.0668677573755304	0.297657205330098	0.0100638592884185	0.0480292894909095	4762	4457	Other	Other	Gene	0.809773904	0.946505906	0.762413511	0.973841336	14950	13841
LOXL2	0.0443780937147298	5761	0.0692539954291622	4003	0.386583312355543	0.95838100960166	0.062910109530159	0.187991914629706	8458	7117	Other	Other	Gene	0.35977118	0.930786542	0.096649414	0.733967729	6715	2344
YPEL2	0.0506724187712937	5383	0.238026589175927	1874	0.490337249495469	0.95838100960166	0.835650978235922	0.912470281448168	9461	18682	Other	Other	Gene	0.544903296	0.934650967	0.762413511	0.973841336	10218	13842
ADAM15	0.00547479898420624	12337	0.286935253502731	1646	0.564037125719294	0.95838100960166	0.311123351223327	0.55626351611455	10164	11849	Other	Other	Gene	0.494693544	0.934070569	0.080157995	0.723818437	9320	1980
PAPD4	0.0301488710319024	6891	0.0429815047911327	5113	0.915232400615462	0.95838100960166	0.349328139540038	0.597130861981283	14472	12385	Other	Other	Gene	0.092231	0.910650888	0.485982021	0.916396137	1821	9438
RNF2	0.104239462527663	3739	0.0503476573037692	4691	0.478203124700967	0.95838100960166	0.362513904871593	0.610298383420831	9345	12573	Other	Other	Gene	0.195505312	0.930786542	0.080157995	0.723818437	3591	1981
RBM5	0.017697111283518	8454	0.448793996216484	1134	0.00359268526218564	0.0306226121007655	0.00369095766318233	0.0220742679889846	2489	3557	Other	Other	Gene	0.034611822	0.7617506	0.21050395	0.821536238	820	4601
PELO	0.494654862245002	1243	0.279693710567183	1673	0.416427998157771	0.95838100960166	0.191670046985536	0.411226040194804	8775	9895	Other	Other	Gene	0.341340234	0.930786542	0.383110869	0.888551933	6297	7687
DDAH1	0.00629472357939067	11883	0.0185192437735552	7441	0.191593681728516	0.622737913964757	0.105410561814762	0.273354723159152	6502	8195	Other	Other	Gene	0.285502588	0.930786542	0.394175974	0.897655087	5195	7878
ZNF202	0.0125534693432718	9532	0.00656974988531159	10720	0.950210790686137	0.95838100960166	0.709221376698218	0.850754239814362	17036	17552	Other	Other	Gene	0.867376737	0.949922434	0.22961046	0.829625984	16049	4944
TMEFF2	0.0259379314975693	7330	0.0340519859438138	5698	0.00335273559968584	0.0289127652341989	0.000961351630444153	0.00755641530547195	2461	2707	Other	Other	Gene	0.967959684	0.976793667	0.8259003	0.980384111	17646	14887
PHKA2	0.238359291980142	2296	0.00853138634811944	9815	0.397612492204125	0.95838100960166	0.133792121974853	0.323753841376578	8584	8779	Other	Other	Gene	0.316311632	0.930786542	0.149866521	0.780147476	5876	3430
DNAJC5	0.382026227731862	1562	0.485530947122731	1052	0.956377092131491	0.95838100960166	0.392079831830843	0.638114193575455	18366	12996	Other	Other	Gene	0.627518387	0.937424468	0.720828112	0.971474473	11709	13130
FAM126A	0.00667407381235242	11682	0.00314875012567818	13160	0.0777707716992131	0.333097355293776	0.0348362184019077	0.121533231487599	4948	6097	Other	Other	Gene	0.838267502	0.946505906	0.60049033	0.938681656	15390	11345
LYN	0.217904310504833	2419	0.20797117769032	2052	0.389784282288181	0.95838100960166	0.129306207250821	0.316347413353358	8489	8683	Other	Other	Gene	0.061950422	0.864411557	0.113979842	0.756910275	1283	2696
RIPK4	0.590190677505369	1002	0.481301180460581	1063	6.05746394066698e-10	2.52599802566874e-08	1.1039156681302e-09	4.25376834940079e-08	510	552	Other	Other	Gene	0.604990466	0.937424468	0.167769	0.791823091	11238	3793
C14ORF93	0.00400094216481566	13386	0.007235144273222	10402	0.00274949184740457	0.0243714316873311	0.00038488905384704	0.00357057067846172	2394	2294	Other	Other	Gene	0.251876873	0.930786542	0.564728957	0.931237086	4596	10765
EPB41L4A	0.114200732487038	3548	0.0491373529862083	4757	3.83777212372801e-07	9.72402927283236e-06	3.45690964111776e-08	1.00085988508938e-06	838	735	Other	Other	Gene	0.017286843	0.614922481	0.500550259	0.920048067	512	9685
PNPLA2	0.00071758225777329	17722	0.00164444310817278	15017	0.956920379166739	0.95838100960166	0.673978551975332	0.831354076021907	18440	17080	Other	Other	Gene	0.27110869	0.930786542	0.250046309	0.838895997	4958	5329
LIF	0.0166213968091272	8646	0.0250175190965671	6543	0.418292432284396	0.95838100960166	0.208390250288963	0.434202390085803	8789	10189	Other	Other	Gene	0.510721874	0.934650967	0.699013893	0.967820774	9615	12855
FOXD2	0.00389396766322278	13500	0.00314943616212655	13159	0.954075658251596	0.95838100960166	0.566286971944635	0.769089170501481	17862	15535	Other	Other	Gene	0.137782621	0.930786542	0.485982021	0.916396137	2606	9439
CSRP2BP	0.173568172219305	2776	0.0276032966881166	6256	0.203133240961017	0.645861866851435	0.0312952455291291	0.112685094116291	6647	5907	Other	Other	Gene	0.72621629	0.941296519	0.056605829	0.697766433	13523	1454
NUF2	0.0115262776232423	9830	0.0125188820654587	8568	0.94173773335454	0.95838100960166	0.554113455288612	0.761928348631673	15723	15345	Other	Other	Gene	0.206036502	0.930786542	0.341743394	0.878775567	3759	6979
UBA6	0.164560693278254	2867	0.0117946584523194	8735	0.00108756673243537	0.0112118817133359	0.00118800619085617	0.00895797024803758	2059	2822	Other	Other	Gene	0.02808499	0.71398892	0.12011441	0.761554404	710	2834
GOLGA1	0.0018995390904639	15632	0.0294389981309806	6072	0.0476969132716874	0.231837026666603	0.0184509015385996	0.0759896136231193	4362	5163	Other	Other	Gene	0.316311632	0.930786542	0.193598475	0.812228571	5877	4256
WDR33	0.710893328134938	710	0.593947003632888	834	4.07840644440282e-05	0.000655620251425449	3.09804353013366e-05	0.000426461302219756	1321	1545	Other	Other	Gene	0.001078725	0.14887218	0.457455734	0.910299219	133	8942
JAK1	0.976505161863047	174	0.983196235456346	184	1.96900668096281e-09	7.55992132696154e-08	1.90993279169764e-10	8.64092523530469e-09	554	471	Other	Other	Gene	0.000381367	0.072727273	0.216763825	0.821536238	90	4695
OSTC	0.243075021904486	2261	0.00485835227302983	11733	0.337646702823284	0.889248991529028	0.102991215161942	0.268720436376371	8010	8145	Other	Other	Gene	0.947398529	0.969260353	0.8259003	0.980384111	17277	14888
INPP5E	0.0352309997201272	6435	0.00151514227330879	15242	0.874595801698611	0.95838100960166	0.655169046959617	0.820704086865115	13708	16824	Other	Other	Gene	0.72621629	0.941296519	0.937226914	0.980384111	13524	16965
PSRC1	0.00492034093004011	12704	0.0035685592681952	12751	0.472391011879201	0.95838100960166	0.156252178466011	0.358019104401315	9296	9268	Other	Other	Gene	0.896502315	0.956481051	0.383110869	0.888551933	16516	7688
FDPS	0.00121673020397714	16762	0.00887549069257791	9663	0.95838100960166	0.95838100960166	0.697161258090857	0.844180633526849	18745	17398	Other	Other	Gene	0.464461999	0.932939374	0.547997821	0.92841979	8802	10448
P4HA2	0.00338035534021283	13957	0.170875303044681	2345	0.0204715324227219	0.12258131613469	0.00497279171304995	0.0278042174692518	3545	3805	Other	Other	Gene	0.122484337	0.925947282	0.322789431	0.870127088	2361	6634
TMOD3	0.123175465518551	3407	0.0503459428521625	4692	0.582965295702107	0.95838100960166	0.311771508220385	0.556802099117852	10345	11861	Other	Other	Gene	0.251876873	0.930786542	0.183159902	0.808343352	4597	4063
BTBD9	0.115995041956651	3521	0.0333199540166359	5744	0.00448207742637229	0.0367340722609873	0.00163969572796424	0.0115581463007575	2589	3019	Other	Other	Gene	0.35977118	0.930786542	0.457455734	0.910299219	6716	8943
C9ORF5	0.00195702589334844	15553	0.00401283070691373	12370	0.0138764868809205	0.0902098430011038	0.0033884938197068	0.0206301185154664	3265	3494	Other	Other	Gene	NA	NA	NA	NA	18157	18157
RPUSD4	0.0120771374188907	9677	0.0077322746311738	10170	0.203567381432346	0.64695262206441	0.0501125633853186	0.158977015509566	6650	6705	Other	Other	Gene	0.699705802	0.94123122	0.099286298	0.734246575	13054	2416
NR6A1	0.589631622206974	1003	0.264524540281265	1736	0.0398865260662611	0.202753335864971	0.0364981237051687	0.125628578570268	4172	6178	Other	Other	Gene	0.007529284	0.442948718	0.531609916	0.927449862	306	10201
RASSF4	0.826629904792925	473	0.0617238751644571	4221	0.760889259204881	0.95838100960166	0.221848654891869	0.451947704310787	12170	10415	Other	Other	Gene	0.72621629	0.941296519	0.902789431	0.980384111	13525	16186
