Gene	Gene_betweenness_centrality	Gene_closeness_centrality	Gene_Degree	TSG.All.Set	OG.All.Set	Neutral.Genes
ACOT2	1.218E-4	0.33176783	17	0	0	0
SEPT9	8.808E-5	0.42207432	92	0	0	0
CACNA1C	6.298E-5	0.36883151	21	0	0	0
TSNAX	2.3353E-4	0.39695561	109	0	0	0
PACS2	2.89E-6	0.33303495	13	0	0	0
PUSL1	1.895E-5	0.36940932	22	0	0	1
ACAP3	2.0E-8	0.33375862	4	0	0	0
MOBKL1B	0	0	0	0	0	0
MFSD3	1.33E-6	0.29664936	4	0	0	0
HSPD1	0.00408167	0.45774436	616	0	0	0
HSPE1	3.129E-4	0.39858109	145	0	0	0
CCNB1	1.6156E-4	0.40378168	166	0	0	0
BRPF3	8.6E-7	0.35684294	7	0	0	0
TULP3	1.0084E-4	0.37066885	62	0	0	0
MAGOHB	1.581E-5	0.37888972	44	0	0	0
REXO1	5.4E-7	0.33463922	5	0	0	1
MPG	6.416E-5	0.38514804	74	0	0	0
ZNF805	1.0E-7	0.34428724	3	0	0	1
ADAMTS2	7.71E-6	0.31894384	18	0	0	0
MESDC2	2.486E-5	0.35513226	28	0	0	0
LRFN3	2.085E-5	0.34714274	22	0	0	1
ZNF821	2.4E-7	0.30460492	5	0	0	0
KIF15	1.185E-5	0.36718133	33	0	0	0
GAD1	1.36E-5	0.33838629	17	0	0	0
RBM8A	1.642E-4	0.40555206	137	0	0	0
CLIP2	1.25E-6	0.35512472	12	0	0	0
TMEM55A	2.4E-6	0.31306332	10	0	0	0
EIF3L	5.213E-5	0.40996131	113	0	0	0
RNASEH2B	1.791E-5	0.35077207	43	0	0	0
SAP18	7.881E-5	0.39682389	138	0	0	0
FOXK2	1.5239E-4	0.40091956	150	0	0	0
MED12L	1.09E-6	0.34379235	13	0	0	0
C2ORF69	1.7E-7	0.3181559	6	0	0	1
POLR3D	3.033E-5	0.35746007	50	0	0	0
DAPK3	4.689E-5	0.3839468	54	0	0	0
ZNF837	0	0	0	0	0	1
MT1E	0.0	0.30572295	1	0	0	0
METTL18	2.861E-5	0.35166359	47	0	0	0
MNAT1	6.486E-5	0.37311404	73	0	0	0
TGDS	4.7E-7	0.31993121	6	0	0	0
ERO1L	2.932E-5	0.36371931	35	0	0	0
NCKIPSD	2.278E-5	0.37025897	55	0	0	0
ERH	9.014E-5	0.41278138	98	0	0	0
SLC39A9	7.321E-5	0.36430499	86	0	0	0
IP6K2	2.315E-5	0.35416314	13	0	0	0
HOXB7	4.23E-6	0.34885708	16	0	0	0
LLPH	3.44E-6	0.37066885	24	0	0	0
GPSM3	1.9E-6	0.33850944	10	0	0	0
NBPF3	5.17E-6	0.36068682	7	0	0	0
MIS18A	1.7487E-4	0.37283984	60	0	0	0
ITPRIPL1	5.37E-6	0.32426256	9	0	0	0
TMCC2	2.634E-5	0.3586009	39	0	0	1
MYO5A	1.1682E-4	0.40444498	78	0	0	0
ABCC4	3.746E-5	0.38779765	25	0	0	0
KIF20B	3.906E-5	0.38780663	35	0	0	0
GCN1L1	1.8653E-4	0.41554767	157	0	0	0
MYO6	3.341E-4	0.4224151	226	0	0	0
KIAA0226	1.13E-6	0.34646745	17	0	0	1
COMMD5	2.3E-7	0.31801087	15	0	0	0
MYCL1	9.25E-6	0.339264	45	0	1	0
RPL27	5.198E-5	0.41115941	219	0	0	0
SLC35E4	0	0	0	0	0	1
ERBB4	1.0196E-4	0.37797444	106	1	1	0
CNTNAP1	2.84E-5	0.36490846	27	0	0	1
MDM4	1.6994E-4	0.39796525	112	0	1	0
PPAPDC1B	0.0	0.30203316	1	0	0	0
CD97	1.4187E-4	0.37925879	51	0	0	0
DAP	1.2E-7	0.32913284	2	0	0	0
PSMD12	1.8711E-4	0.41257793	197	0	0	0
SUCLG1	4.382E-5	0.37472582	76	0	0	0
GCNT1	8.1E-7	0.31157182	7	0	0	0
FAM174A	2.575E-5	0.33986318	49	0	0	0
CDS2	5.26E-6	0.37293119	11	0	0	0
NVL	1.19E-5	0.38001634	43	0	0	0
TMEM85	0	0	0	0	0	0
KEAP1	3.3169E-4	0.41175603	188	1	0	0
RP2	1.4293E-4	0.35526037	47	0	0	0
VPS53	6.203E-5	0.39087598	107	0	0	0
PPM1H	5.541E-5	0.38001634	100	0	0	0
DYNC1LI2	1.0908E-4	0.40082358	99	0	0	0
ALG5	1.609E-5	0.35823259	20	0	0	0
EXOSC8	6.681E-5	0.38790547	90	0	0	0
FANCM	6.182E-5	0.38616967	63	0	0	0
FKBP3	1.145E-5	0.37463358	56	0	0	0
ENTPD4	1.14E-6	0.30639996	8	0	0	0
ENTPD5	5.2E-7	0.30858554	5	0	0	0
MEAF6	3.038E-5	0.37269044	71	0	0	0
ZNF618	6.84E-6	0.37255775	15	0	0	0
ELAC2	3.776E-5	0.39567036	65	0	0	0
MMS22L	9.04E-6	0.36857979	37	0	0	0
PRPSAP1	1.677E-5	0.3704556	41	0	0	0
CARKD	1.7094E-4	0.36140313	35	0	0	0
IBTK	5.704E-5	0.39590428	87	0	0	0
POLDIP3	6.547E-5	0.39744564	85	0	0	0
DIAPH1	4.664E-5	0.39750226	67	0	0	0
MARCKSL1	6.688E-5	0.39278341	58	0	0	0
BAI3	1.8E-7	0.27616581	3	0	0	0
ESRP2	2.06E-6	0.35272306	11	0	0	0
EIF3F	1.5239E-4	0.42104469	146	0	0	0
DBN1	3.8572E-4	0.41113922	264	0	0	0
ZNF2	3.037E-5	0.35608397	73	0	0	0
AX746903	0	0	0	0	0	0
PDE5A	2.4E-7	0.31284687	10	0	0	0
SLC25A42	2.2E-7	0.33257847	3	0	0	0
C1RL	7.0E-7	0.3059017	3	0	0	1
GTF2IRD1	3.9551E-4	0.38294563	80	0	0	0
EFHA2	0	0	0	0	0	0
MSH2	1.2152E-4	0.41242548	187	1	0	0
EN1	5.0E-8	0.28707133	2	0	0	0
ASF1B	1.839E-5	0.35986501	71	0	0	0
LEPREL1	2.15E-6	0.32548555	13	0	0	0
CRIP1	8.19E-6	0.34389828	41	0	0	0
SNX27	4.2887E-4	0.39693679	78	0	0	0
RSPO3	1.4E-6	0.31614926	7	0	1	0
ZNF274	1.4E-6	0.32950207	14	0	0	0
CDC14B	7.099E-5	0.36729411	120	0	0	0
SIGMAR1	1.132E-5	0.38090688	19	0	0	0
WDR36	5.092E-5	0.38984748	88	0	0	0
BOLA3	5.62E-6	0.32310483	24	0	0	0
GTPBP10	7.19E-6	0.35950183	27	0	0	0
RCBTB1	5.4E-6	0.36150458	17	0	0	0
ANXA7	4.0208E-4	0.40664545	145	0	0	0
JRK	4.0E-7	0.30592965	3	0	0	1
SEPT5	2.035E-5	0.37137597	37	0	0	0
CCAR1	3.389E-5	0.40079479	68	0	0	0
KCTD9	2.337E-5	0.36752793	42	0	0	0
CDCA2	4.84E-6	0.37100563	24	0	0	0
PRMT10	0	0	0	0	0	0
TMCC1	1.087E-5	0.38163624	7	0	0	0
AAGAB	2.166E-5	0.35783444	25	0	0	0
ZKSCAN3	6.52E-6	0.32620852	13	0	0	0
CD109	1.2671E-4	0.38049135	41	0	0	0
DNMT3B	4.97E-5	0.37477615	102	0	0	0
NUPL2	1.36E-6	0.34275069	17	0	0	0
SRXN1	5.01E-6	0.34856655	39	0	0	0
CCDC106	6.82E-6	0.35762042	22	0	0	0
GGCT	7.97E-6	0.38094155	19	0	0	0
COG3	5.632E-5	0.37697868	64	0	0	0
SOAT1	3.9017E-4	0.40694198	183	0	0	0
RPL26L1	1.5243E-4	0.38758218	179	0	0	0
CYB5A	3.802E-4	0.36684342	70	0	0	0
GPX8	8.8E-6	0.3558796	17	0	0	0
RIN3	8.588E-5	0.3520185	41	0	0	0
MUM1	8.79E-6	0.34938854	15	0	0	0
C21ORF67	2.8E-7	0.33055599	4	0	0	1
MKI67IP	1.1884E-4	0.39727588	187	0	0	0
NEDD1	2.7119E-4	0.40181443	163	0	0	0
IL15RA	9.8E-7	0.32904228	8	0	0	0
ARL6IP6	2.507E-5	0.36021343	20	0	0	0
PRPF40A	4.6598E-4	0.40882008	221	0	0	0
SDCBP2	5.304E-5	0.33667149	44	0	0	0
EIF2B2	8.531E-5	0.38674059	81	0	0	0
IL15	9.1E-7	0.33255204	4	0	0	0
STX1A	1.0876E-4	0.35805638	70	0	0	0
SYF2	1.571E-5	0.36689165	49	0	0	0
SLC38A10	8.22E-6	0.33266437	14	0	0	0
GLIPR2	4.34E-6	0.35783444	10	0	0	0
GOLGA7	1.589E-5	0.35065452	14	0	0	0
C5ORF15	4.06E-6	0.36927896	8	0	0	0
PSMC3IP	5.06E-6	0.36214579	23	0	0	0
PNP	1.898E-5	0.37161502	41	0	0	0
C19ORF2	0	0	0	0	0	0
EMP2	1.8E-7	0.28382525	2	0	0	0
METTL16	2.96E-6	0.37256604	17	0	0	0
IGBP1	1.4269E-4	0.38899603	134	0	0	0
USP11	3.1972E-4	0.41750623	203	0	0	0
OXCT1	7.63E-5	0.37876114	102	0	0	0
NR4A1	4.959E-4	0.39262681	133	0	0	0
PSME3	6.6928E-4	0.4261786	269	0	0	0
SUFU	6.874E-5	0.35021441	56	1	0	0
ACTR1A	6.807E-5	0.40549312	97	0	0	0
CHTOP	6.163E-5	0.40751649	78	0	0	0
CPOX	1.309E-5	0.37319721	29	0	0	0
COX6C	3.288E-5	0.36969483	92	0	0	0
PEX16	8.0E-6	0.35569814	16	0	0	0
ACOT7	6.628E-5	0.37833318	43	0	0	0
AGPAT9	6.03E-6	0.37493561	16	0	0	0
LMLN	1.565E-5	0.36843379	10	0	0	0
JAZF1	3.4E-7	0.34221123	11	0	0	0
GHITM	8.143E-5	0.3479074	55	0	0	0
ABHD16A	2.852E-5	0.3446558	24	0	0	0
RAB18	4.299E-5	0.38272677	46	0	0	0
ANAPC7	5.628E-5	0.40352865	89	0	0	0
ULBP2	7.34E-6	0.31723955	16	0	0	0
TRIM62	1.85E-6	0.32846128	13	0	0	0
IDH2	1.1818E-4	0.38698195	94	0	1	0
ZNF786	2.797E-5	0.34332	7	0	0	0
RFFL	7.726E-5	0.37095631	79	0	0	0
NGLY1	2.718E-5	0.3744995	29	0	0	0
C12ORF73	5.0E-8	0.30945824	3	0	0	1
SLC35B1	1.51E-6	0.33240018	2	0	0	0
DLGAP5	7.46E-6	0.38208042	27	0	0	0
C15ORF44	0	0	0	0	0	0
RPS6KA5	8.14E-5	0.39872348	57	0	0	0
IL7	1.08E-6	0.33642794	3	0	0	0
NHP2L1	2.5709E-4	0.40960023	206	0	0	0
AGPAT6	1.559E-5	0.37378879	21	0	0	1
RRP15	1.477E-5	0.39162573	48	0	0	0
LEO1	1.9481E-4	0.3917082	222	0	0	0
LSG1	2.897E-5	0.39196498	32	0	0	0
URB1	1.45E-5	0.38620531	43	0	0	1
AGFG1	3.602E-5	0.38605391	45	0	0	0
METTL13	1.753E-5	0.36911612	31	0	0	0
LETMD1	5.395E-5	0.36185618	26	0	0	0
LRP2	3.0334E-4	0.36594536	79	0	0	0
C10ORF10	1.3E-7	0.3160299	7	0	0	0
PEX10	1.158E-5	0.34999477	21	0	0	0
UBR1	2.7847E-4	0.39465372	88	0	0	0
CTHRC1	0.0	0.28042612	1	0	0	0
MYBBP1A	9.763E-5	0.41783967	174	0	0	0
NARF	8.86E-6	0.35562258	16	0	0	0
FAF1	4.702E-4	0.42758268	322	0	0	0
ISL2	5.91E-6	0.32342941	10	0	0	0
FAM127A	3.556E-5	0.35612942	22	0	0	0
ADA	3.7E-5	0.34779899	34	0	0	0
CCDC107	1.14E-5	0.35105892	20	0	0	1
TRMU	1.85E-6	0.34580906	7	0	0	0
IFIT5	1.443E-5	0.38669592	34	0	0	0
APEX2	2.006E-5	0.36671486	26	0	0	1
ADCK3	5.248E-5	0.37592904	53	0	0	0
ABTB1	1.2E-6	0.34358774	14	0	0	0
NEK1	3.58E-5	0.35771976	38	0	0	0
ZNF749	0.0	0.31432702	1	0	0	1
SERGEF	9.1E-7	0.30565039	4	0	0	0
DPH5	5.97E-6	0.35903925	15	0	0	0
IRX2	1.8E-7	0.31157182	2	0	0	0
KIF18B	8.41E-6	0.36836084	27	0	0	0
NTM	1.3156E-4	0.3432285	19	0	0	0
COX10	0.0	0.26011839	1	0	0	0
CASP6	1.356E-5	0.36429706	25	0	0	0
PPFIA1	2.0582E-4	0.40872028	86	0	0	0
ADAM12	9.0E-7	0.3164301	11	0	0	0
CCDC90A	0	0	0	0	0	0
C8ORF55	0	0	0	0	0	0
FPGS	4.41E-6	0.34724354	10	0	0	0
GOLM1	3.289E-5	0.36492436	28	0	0	0
ATP8A1	4.9E-7	0.33866009	4	0	0	0
AP2A1	2.7088E-4	0.4197568	153	0	0	0
SLC22A15	0	0	0	0	0	0
PWP1	9.583E-5	0.39102205	72	0	0	0
PFKL	1.2842E-4	0.41589865	79	0	0	0
SEPT6	1.3485E-4	0.39489574	54	0	0	0
C6ORF35	0	0	0	0	0	0
ZNF10	2.2E-7	0.31689128	6	0	0	0
MRPL39	7.055E-5	0.39384601	127	0	0	0
FAM129A	6.7E-7	0.34462742	6	0	0	0
ZBTB6	2.1E-7	0.30170115	7	0	0	0
MBOAT7	2.2539E-4	0.38828332	57	0	0	0
TSEN34	8.38E-6	0.35859321	22	0	0	0
ANKFY1	3.24E-5	0.38150579	49	0	0	0
RABEP1	9.798E-5	0.38604501	82	0	0	0
PRDM5	6.69E-6	0.33590145	41	0	0	0
CLCN7	3.188E-5	0.36912426	36	0	0	0
CYTH1	1.536E-5	0.34244222	21	0	0	0
RGNEF	0	0	0	0	0	0
ATXN1L	1.3152E-4	0.36931154	72	0	0	0
UNG	1.634E-5	0.36879089	26	0	0	0
ZNF230	4.3E-7	0.3044	6	0	0	1
ZNF420	6.274E-5	0.3524409	23	0	0	0
CYC1	8.371E-5	0.40623104	167	0	0	0
CDC25A	2.9753E-4	0.40183372	138	0	0	0
POP5	1.158E-5	0.34310893	16	0	0	0
ING3	5.027E-5	0.38694617	72	0	0	0
SNW1	0.0015644	0.4459895	604	0	0	0
PDCD7	1.714E-5	0.37068527	36	0	0	0
ZNF518A	1.215E-5	0.34615941	26	0	0	0
ABCD4	3.97E-6	0.32566916	12	0	0	0
KIAA0100	4.5E-6	0.37015255	9	0	0	0
ABCC10	7.21E-6	0.32944371	10	0	0	0
ZMYND19	5.094E-5	0.35755932	51	0	0	0
USP49	1.04E-5	0.35553196	48	0	0	0
DEPDC1B	5.668E-5	0.36599335	51	0	0	0
CHKA	6.9E-7	0.33585428	5	0	0	0
CDK5RAP1	1.319E-5	0.36870155	24	0	0	0
ERBB2	0.00144358	0.42852389	329	0	1	0
TCHH	2.53E-6	0.34034681	8	0	0	1
TSTA3	1.808E-5	0.35612942	32	0	0	0
NISCH	3.248E-5	0.37907846	42	0	0	0
PLSCR4	1.024E-5	0.3323342	16	0	0	0
FHOD1	3.031E-5	0.37765897	39	0	0	0
ROR2	7.354E-5	0.38256061	55	0	0	0
CPSF1	4.389E-5	0.40137131	80	0	0	0
NSRP1	8.64E-6	0.39009273	29	0	0	0
C5ORF38	0	0	0	0	0	1
COMMD10	5.65E-6	0.32652663	36	0	0	0
TFIP11	5.2492E-4	0.40535567	193	0	0	0
TYSND1	6.62E-6	0.35452312	13	0	0	0
METTL3	5.5323E-4	0.41415991	242	0	0	0
CRTC3	1.202E-5	0.38160144	35	0	0	0
MAP3K9	9.3E-7	0.35395349	5	0	0	0
NDUFA6	1.245E-5	0.35711696	39	0	0	0
GCC1	4.23E-5	0.38639249	56	0	0	0
ARF5	1.5758E-4	0.39073914	73	0	0	0
KCNE4	9.5E-7	0.3243945	10	0	0	1
POLR2F	9.028E-5	0.37095631	88	0	0	0
LGALS8	3.0104E-4	0.3723092	117	0	0	0
TMX1	1.7008E-4	0.38861679	70	0	0	0
MPPE1	1.661E-4	0.34722193	73	0	0	0
CDKL5	1.812E-5	0.36884776	22	0	0	0
ZNHIT3	9.858E-5	0.37913855	36	0	0	0
OXTR	0	0	0	0	0	1
NRCAM	7.15E-6	0.35557727	10	0	0	0
SFMBT1	4.77E-6	0.35066186	26	0	0	0
ATP5D	3.931E-5	0.37847858	68	0	0	0
FANCI	2.0284E-4	0.41623987	113	0	0	0
CD99L2	7.61E-6	0.33196518	20	0	0	0
CNIH	0.0	0.25715778	1	0	0	1
SLC25A38	1.2E-7	0.29331792	8	0	0	1
RAD50	2.4725E-4	0.41058466	168	0	0	0
LRPAP1	2.346E-5	0.36148116	31	0	0	1
POLD4	1.1E-7	0.31700528	11	0	0	0
COX5B	2.142E-5	0.37717401	52	0	0	0
TRIB3	4.812E-5	0.37100563	59	0	0	0
PI4K2A	5.432E-5	0.36967034	30	0	0	0
RELL1	1.553E-5	0.35862394	23	0	0	0
MAP3K10	2.953E-5	0.34541666	45	0	0	0
RSU1	2.858E-5	0.39010182	38	0	0	0
UCP2	2.636E-5	0.34914809	20	0	0	0
ABHD6	2.52E-6	0.32155959	7	0	0	0
ZNF543	1.42E-6	0.35594013	3	0	0	0
ABCC5	2.08E-5	0.34707077	13	0	0	0
ZC3H14	5.778E-5	0.3955208	64	0	0	0
ATP6V0E1	1.1E-6	0.3205192	11	0	0	0
ORC6	7.97E-6	0.36210663	41	0	0	0
VPS35	1.8647E-4	0.40801306	120	0	0	0
TBRG1	6.3E-7	0.3364009	9	0	0	0
VAMP1	6.98E-6	0.33965633	13	0	0	0
ZNF836	0.0	0.29322544	2	0	0	1
NOC3L	7.43E-6	0.37492722	66	0	0	0
FAM83D	1.124E-5	0.36004301	30	0	0	0
NACC1	5.373E-5	0.37347194	45	0	0	0
PGS1	0.0	0.3160836	1	0	0	1
TRMT1	6.648E-5	0.37112077	59	0	0	0
SLC1A1	7.322E-5	0.3678267	36	0	0	1
OGDH	5.692E-5	0.40409355	114	0	0	0
CDK7	1.6434E-4	0.39172653	158	0	0	0
PALM2-AKAP2	2.49E-6	0.35086028	12	0	0	0
FAM48A	0	0	0	0	0	0
FLYWCH1	6.1E-7	0.35742192	9	0	0	0
POLR1E	1.069E-5	0.36936857	44	0	0	0
C1ORF151	3.55E-6	0.34599487	20	0	0	0
MELK	2.905E-5	0.36585739	64	0	0	0
TOPBP1	6.903E-5	0.39139684	104	0	0	0
ZC3H6	4.5E-7	0.33911282	3	0	0	1
LTBP1	5.831E-5	0.36216146	39	0	0	0
GTPBP5	1.163E-5	0.361864	21	0	0	0
SEC23B	2.3238E-4	0.41333169	120	0	0	0
TCF25	4.876E-5	0.37451625	41	0	0	0
CDKN1C	1.2487E-4	0.35108101	40	0	0	0
NARS2	8.83E-6	0.32922992	24	0	0	0
SNX11	7.42E-6	0.33051684	23	0	0	0
TM7SF3	1.22E-6	0.35805638	4	0	0	0
SNX16	1.487E-5	0.34805206	6	0	0	0
OGG1	9.0E-7	0.32732463	15	0	0	0
ZBTB9	5.206E-5	0.35820193	45	0	0	0
GANC	1.0E-8	0.29843669	2	0	0	0
TMEM87A	3.471E-5	0.35563769	27	0	0	0
ZDHHC8	1.39E-6	0.32668592	4	0	0	0
PSMD9	1.3121E-4	0.39581068	112	0	0	0
MRPL1	6.645E-5	0.38584038	108	0	0	0
ZMIZ2	2.938E-5	0.35358719	27	0	0	0
GSR	3.741E-5	0.37623317	60	0	0	0
OCLN	1.085E-4	0.3888605	75	0	0	0
DONSON	3.97E-6	0.35024372	32	0	0	0
HOXC11	1.907E-5	0.35387119	15	0	1	0
TTK	1.2905E-4	0.40596508	92	0	0	0
PRRG1	2.2E-7	0.33594189	4	0	0	0
FAM131A	1.39E-6	0.3482258	4	0	0	0
OGFR	3.81E-6	0.36432084	22	0	0	0
HEXA	1.476E-5	0.36006624	47	0	0	0
GPI	1.5801E-4	0.40163128	115	0	0	0
MRPL55	7.12E-6	0.35462826	50	0	0	0
E2F5	8.6E-7	0.32930115	14	0	0	0
MSRA	1.83E-6	0.33155101	5	0	0	0
EFTUD1	6.49E-6	0.36947454	29	0	0	0
UBL7	4.378E-5	0.36729411	54	0	0	0
SLC35A2	1.2692E-4	0.34556638	11	0	0	0
SPNS1	1.6E-6	0.35192231	14	0	0	1
RAB13	3.824E-5	0.39466302	46	0	0	0
CYP26B1	1.26E-6	0.33824956	3	0	0	0
RARG	2.621E-5	0.34120692	43	0	0	0
EPM2AIP1	6.681E-5	0.36594536	27	0	0	0
MLH1	4.3815E-4	0.39376264	177	1	0	0
AGPS	5.601E-5	0.39632602	90	0	0	0
KRAS	0.02765107	0.47548992	1578	0	1	0
DNMT1	1.53E-4	0.41106855	171	0	0	0
RHBDD1	2.6218E-4	0.38722361	182	0	0	0
TRMT61A	1.003E-5	0.36075677	28	0	0	0
ULK4	1.37E-6	0.36088119	5	0	0	0
THOC2	1.4991E-4	0.39829662	132	0	0	0
OBFC1	1.4028E-4	0.37171403	61	0	0	0
ZNF583	0	0	0	0	0	1
PARL	8.28E-6	0.35851642	17	0	0	0
LAYN	0.0	0.25956589	1	0	0	0
ZNF251	6.0E-7	0.32269381	8	0	0	0
ARPM1	0	0	0	0	0	0
MYNN	3.7E-7	0.34818959	5	0	0	1
TCEAL8	8.2E-7	0.36103683	4	0	0	1
PTPRF	2.8132E-4	0.40441567	108	0	0	0
RANBP2	3.2661E-4	0.42110823	192	1	0	0
HIST1H2BN	2.82E-6	0.36854734	24	0	0	1
HIST1H2AK	4.16E-6	0.364099	14	0	0	0
RPL36A	2.311E-5	0.37494401	60	0	0	0
ZNF778	8.1E-7	0.34834173	3	0	0	1
CD3EAP	1.215E-5	0.37264067	35	0	0	0
TOR1AIP2	2.8252E-4	0.39346651	85	0	0	0
MAK16	1.261E-5	0.36289151	69	0	0	0
PPP2CB	2.7773E-4	0.39621347	175	0	0	0
ECD	3.19E-5	0.37764194	82	0	0	0
RTEL1	4.029E-5	0.36447154	50	0	0	0
SRRD	1.0E-8	0.33580039	3	0	0	1
CECR5	5.24E-6	0.36110692	27	0	0	0
STX11	1.7405E-4	0.38173195	110	0	0	0
PDCL3	1.058E-5	0.37234232	27	0	0	1
TUBB2B	1.2283E-4	0.40167946	100	0	0	0
TMEM14B	3.182E-5	0.35908545	18	0	0	1
ZWINT	1.9706E-4	0.38698195	125	0	0	0
MAN1C1	1.9E-7	0.32772188	2	0	0	0
PIGQ	5.118E-5	0.3438559	17	0	0	0
GDPD5	2.657E-5	0.3337054	41	0	0	0
CCDC134	1.47E-6	0.37234232	11	0	0	0
CORO7	2.015E-5	0.37387226	39	0	0	0
MCART6	0	0	0	0	0	0
RBBP8	6.381E-5	0.37423999	94	0	0	0
SAMHD1	1.5142E-4	0.41596064	108	0	0	0
SENP5	4.14E-6	0.33150506	17	0	0	0
WDR55	1.992E-5	0.38053459	30	0	0	1
PLSCR3	2.61E-6	0.34046447	11	0	0	0
ATP6V1C1	3.351E-5	0.37300597	65	0	0	0
SLC8A3	1.1976E-4	0.30317078	8	0	0	0
SEP15	8.05E-6	0.35132413	18	0	0	0
HS2ST1	4.502E-5	0.37873544	23	0	0	0
FGFRL1	3.299E-5	0.367536	29	0	0	0
PGM1	6.37E-5	0.37512884	74	0	0	0
NME1-NME2	9.86E-6	0.35755932	52	0	0	0
ZNF318	4.418E-5	0.38762705	47	0	0	0
USP16	5.736E-5	0.37540642	43	0	0	0
FLVCR2	4.0E-8	0.32382979	3	0	0	0
ZNF544	4.7E-6	0.35009724	12	0	0	0
ZNF775	2.36E-6	0.32761286	8	0	0	1
RFC2	4.306E-5	0.39996178	88	0	0	0
TLL1	1.28E-6	0.34930106	4	0	0	1
WARS2	3.9E-7	0.35672888	9	0	0	0
ZNF167	0	0	0	0	0	0
PLA2G15	5.0E-8	0.33995979	3	0	0	0
MEFV	3.54E-6	0.33051684	18	0	0	1
PLD1	4.337E-5	0.37073452	48	0	0	0
PPT2	1.307E-5	0.34519588	34	0	0	1
FBXO21	7.663E-5	0.39379969	40	0	0	0
CALCOCO1	5.946E-5	0.37291458	39	0	0	0
ZNF329	5.98E-6	0.35740666	13	0	0	1
DNAI1	0.0	0.31758256	3	0	0	1
IFNAR2	7.18E-6	0.33449213	17	0	0	0
GMFB	2.73E-6	0.34564486	13	0	0	0
TAF3	1.299E-5	0.36853111	38	0	0	0
TRIM32	1.4364E-4	0.3935405	119	0	0	0
GADD45G	4.006E-5	0.36821501	59	0	0	0
PTGFRN	1.853E-5	0.35566791	20	0	0	0
GATA4	6.87E-6	0.34193865	36	0	0	0
PSMB1	1.3397E-4	0.41326027	191	0	0	0
TBP	2.9743E-4	0.39529667	201	0	0	0
BOD1	1.3106E-4	0.34981195	13	0	0	0
GOLGA5	1.6095E-4	0.3858226	88	0	0	0
TMEM38B	9.56E-6	0.35889301	10	0	0	0
SLC30A7	5.953E-5	0.37951671	28	0	0	0
EXTL2	5.57E-6	0.31829502	16	0	0	0
ANAPC4	7.425E-5	0.38645492	102	0	0	0
TIMP1	7.36E-6	0.32689642	17	0	0	0
HMCN1	2.5E-7	0.32622759	5	0	0	1
RPL36AL	5.355E-5	0.38867092	67	0	0	0
MGAT2	1.3E-7	0.32803652	4	0	0	0
USP8	1.3552E-4	0.3915433	114	0	1	0
C17ORF90	0	0	0	0	0	0
RBM47	5.79E-6	0.36865284	7	0	0	0
ZNF777	3.22E-6	0.35830159	12	0	0	0
KIFC3	2.6842E-4	0.39472816	128	0	0	0
CLNS1A	1.0777E-4	0.40331478	124	0	0	0
UBLCP1	1.624E-5	0.35187793	40	0	0	0
FAM188A	2.993E-5	0.35487632	32	0	0	1
ACO1	9.31E-6	0.3740059	21	0	0	0
PAX3	2.102E-5	0.3463671	32	0	1	0
VRK2	4.638E-5	0.39308774	45	0	0	0
TTC39B	1.56E-6	0.33429176	7	0	0	0
ASB6	3.9E-5	0.37815373	54	0	0	1
FTSJD2	5.14E-6	0.35669088	18	0	0	0
CARS	3.212E-5	0.39235078	67	1	0	0
KIAA1279	2.5556E-4	0.37258262	71	0	0	1
RFWD3	4.601E-5	0.39761554	64	1	0	0
CMTM7	0.0	0.31502493	1	0	0	0
TIGA1	0.0	0.33206395	1	0	0	0
DBNDD2	6.8E-7	0.32717111	8	0	0	0
CYHR1	5.8E-6	0.336097	25	0	0	0
MGC42105	0	0	0	0	0	0
ALG8	3.981E-5	0.35784974	29	0	0	0
SPTLC2	4.644E-5	0.38390277	26	0	0	0
DPF2	3.3303E-4	0.39984715	243	0	0	0
CENPE	3.173E-5	0.37675811	52	0	0	0
HPS3	7.36E-6	0.37343862	14	0	0	1
OCIAD1	1.0218E-4	0.38784256	106	0	0	0
ATP6V1E1	6.819E-5	0.3750364	85	0	0	0
PTPRU	6.82E-5	0.38213275	65	0	0	0
HIST1H2AL	2.4E-7	0.34230919	10	0	0	1
SEC13	1.1725E-4	0.41018228	116	0	0	0
FIBIN	0	0	0	0	0	0
RNF135	2.37E-6	0.33396501	20	0	0	0
S1PR2	1.413E-5	0.33310121	24	0	0	0
AKT1	0.00168445	0.43883516	533	0	1	0
TMED3	6.63E-6	0.34962202	16	0	0	0
CERCAM	2.21E-5	0.33525572	24	0	0	0
OXA1L	2.004E-5	0.38481164	41	0	0	0
SRA1	3.852E-5	0.35814063	41	0	0	0
KLHL25	4.03E-6	0.34852301	10	0	0	0
RCOR2	2.1E-7	0.32859666	9	0	0	0
CHST12	7.31E-6	0.32844839	24	0	0	0
PDCD5	1.379E-5	0.35675929	31	0	0	0
LRSAM1	1.6728E-4	0.36970299	60	0	0	0
RPL12	1.0452E-4	0.43498142	263	0	0	0
KCNC4	2.857E-4	0.35444807	30	0	0	0
CNOT6	1.496E-5	0.35797216	37	0	0	0
PHF1	8.986E-5	0.383428	93	0	0	0
SEC22C	1.44E-6	0.2798215	7	0	0	1
PMF1	8.689E-5	0.38377077	89	0	0	0
RING1	8.77E-5	0.39599792	127	0	0	0
