Gene	oncogene_p_value	oncogene_q_value	tsg_p_value	tsg_q_value
DMTN	0.058142196	0.697766433	0.544903296	0.934650967
MRTO4	0.099286298	0.734246575	0.308281122	0.930786542
NCDN	0.130226096	0.766859159	0.239515118	0.930786542
RPS6KA2	0.061204032	0.698631841	0.494693544	0.934070569
ZBTB10	0.099286298	0.734246575	0.300479433	0.930786542
BATF2	0.444129665	0.90941544	0.086559521	0.907443897
ZNF614	0.056605829	0.697766433	0.564211387	0.934919202
PTPRO	0.043356034	0.665384615	0.809773904	0.946505906
FSCN3	0.36184146	0.88601921	0.098490874	0.912108981
FADS3	0.0595696	0.697766433	0.527256878	0.934650967
REV1	0.12011441	0.761554404	0.25815854	0.930786542
GRIA2	0.074154181	0.722068966	0.413440479	0.930786542
CCNA2	0.117025334	0.758742494	0.264521929	0.930786542
PDCL	0.28828657	0.855675938	0.117030782	0.923925864
PICK1	0.272318169	0.847042874	0.122484337	0.925947282
ATP11C	0.158398257	0.788126864	0.195505312	0.930786542
KIAA0101	0.086902751	0.729355281	0.350286026	0.930786542
PRKAG1	0.280272405	0.852427506	0.122484337	0.925947282
GNAI2	0.172912013	0.795438596	0.185301008	0.930786542
SSH2	0.149866521	0.780147476	0.206036502	0.930786542
CD81	0.14552438	0.780147476	0.216823754	0.930786542
FNTA	0.313707437	0.864839291	0.112111141	0.923925864
PSMD4	0.188624353	0.812228571	0.171931354	0.930786542
RTP1	0.045720512	0.676228848	0.753685644	0.946505906
C19orf71	0.678539907	0.958193568	0.064353037	0.864411557
NLRP3	0.054987742	0.693200549	0.604990466	0.937424468
IFRD2	0.158398257	0.788126864	0.206036502	0.930786542
PMAIP1	0.471255789	0.912244252	0.08305094	0.902011834
DAPK1	0.080157995	0.723818437	0.379449741	0.930786542
MARK4	0.080157995	0.723818437	0.379449741	0.930786542
TRIM63	0.110798148	0.755460624	0.277847998	0.930786542
PEX14	0.188624353	0.812228571	0.171931354	0.930786542
DAZAP2	0.296366113	0.859483554	0.117030782	0.923925864
NCOA5	0.22961046	0.829625984	0.144630891	0.930786542
OPTN	0.130226096	0.766859159	0.245562517	0.930786542
CEP70	0.22961046	0.829625984	0.144630891	0.930786542
RALY	0.418191229	0.903472222	0.090324162	0.907443897
NLRP5	0.076169981	0.723818437	0.401808771	0.930786542
SLC3A2	0.193598475	0.812228571	0.167496595	0.930786542
AUP1	0.158398257	0.788126864	0.200730046	0.930786542
CPT2	0.313707437	0.864839291	0.112111141	0.923925864
DYNC1LI2	0.250046309	0.838895997	0.134442931	0.930786542
BTN2A1	0.167769	0.791823091	0.195505312	0.930786542
RNF8	0.193598475	0.812228571	0.167496595	0.930786542
PRKAA1	0.149866521	0.780147476	0.211359303	0.930786542
TUBA1A	0.172912013	0.795438596	0.185301008	0.930786542
GDNF	0.0595696	0.697766433	0.527256878	0.934650967
LARS2	0.183159902	0.808343352	0.17643149	0.930786542
OAS1	0.149866521	0.780147476	0.211359303	0.930786542
TOLLIP	0.372105693	0.886207344	0.100533914	0.913967311
EIF2B4	0.394175974	0.897655087	0.094197766	0.912108981
PJA2	0.296366113	0.859483554	0.117030782	0.923925864
RSL1D1	0.14552438	0.780147476	0.222429856	0.930786542
SLC16A1	0.280272405	0.852427506	0.122484337	0.925947282
COL5A1	0.058142196	0.697766433	0.544903296	0.934650967
COG4	0.158398257	0.788126864	0.206036502	0.930786542
FAM91A1	0.137412149	0.772605592	0.228101335	0.930786542
FAM111B	0.341743394	0.878775567	0.105159357	0.919142857
ARHGEF7	0.080157995	0.723818437	0.379449741	0.930786542
YTHDF2	0.043356034	0.665384615	0.838267502	0.946505906
HCN4	0.223187142	0.829625984	0.151702533	0.930786542
PSMB2	0.183159902	0.808343352	0.17643149	0.930786542
EDRF1	0.068232089	0.717296678	0.464461999	0.932939374
NLGN2	0.107758104	0.750341426	0.292824843	0.930786542
XRCC4	0.162778534	0.789587738	0.200730046	0.930786542
CLCN2	0.188624353	0.812228571	0.17643149	0.930786542
TAC1	0.070111686	0.718136161	0.450661945	0.930786542
RPL13A	0.21050395	0.821536238	0.159302642	0.930786542
SFN	0.216763825	0.821536238	0.155461727	0.930786542
ACTC1	0.07202942	0.720490463	0.425339145	0.930786542
AGGF1	0.250046309	0.838895997	0.134442931	0.930786542
CECR6	0.313707437	0.864839291	0.112111141	0.923925864
TRIM68	0.054987742	0.693200549	0.604990466	0.937424468
MED28	0.313707437	0.864839291	0.114415691	0.923925864
SLC19A2	0.141514574	0.772605592	0.228101335	0.930786542
KPNA4	0.141514574	0.772605592	0.222429856	0.930786542
EEF2K	0.0940997	0.733967729	0.332890221	0.930786542
PLS1	0.074154181	0.722068966	0.425339145	0.930786542
ZRSR2	0.149866521	0.780147476	0.211359303	0.930786542
CCNB1	0.084271316	0.723818437	0.369555979	0.930786542
RPS7	0.074154181	0.722068966	0.413440479	0.930786542
WDR4	0.372105693	0.886207344	0.100533914	0.913967311
RASGRP3	0.372105693	0.886207344	0.098490874	0.912108981
UMPS	0.089152819	0.733482743	0.350286026	0.930786542
KLHL13	0.084271316	0.723818437	0.369555979	0.930786542
FYTTD1	0.08224462	0.723818437	0.379449741	0.930786542
PCGF5	0.331980387	0.870127088	0.109828385	0.919662409
PEAK1	0.28828657	0.855675938	0.122484337	0.925947282
MANEA	0.658567148	0.955799794	0.06817216	0.875034965
GOLGA3	0.107758104	0.750341426	0.292824843	0.930786542
CLCN5	0.123317897	0.764179608	0.25815854	0.930786542
RAD54L2	0.418191229	0.903472222	0.092231	0.910650888
MEIS2	0.08224462	0.723818437	0.379449741	0.930786542
SLC35B2	0.183159902	0.808343352	0.180762735	0.930786542
FMR1	0.08224462	0.723818437	0.390411332	0.930786542
THUMPD1	0.154132389	0.787611359	0.211359303	0.930786542
HEXIM1	0.130226096	0.766859159	0.245562517	0.930786542
CHST8	0.056605829	0.697766433	0.584015255	0.937424468
SF3A2	0.14552438	0.780147476	0.222429856	0.930786542
DDX47	0.074154181	0.722068966	0.425339145	0.930786542
DNAJC17	0.096649414	0.733967729	0.324412966	0.930786542
SHQ1	0.06460365	0.708786611	0.494693544	0.934070569
LRBA	0.199008445	0.813360053	0.167496595	0.930786542
BFAR	0.12011441	0.761554404	0.264521929	0.930786542
TIMMDC1	0.372105693	0.886207344	0.100533914	0.913967311
ADRB2	0.223187142	0.829625984	0.151702533	0.930786542
EHHADH	0.084271316	0.723818437	0.379449741	0.930786542
TRMT13	0.430847181	0.905449966	0.090324162	0.907443897
TEAD3	0.257194225	0.843150563	0.134442931	0.930786542
MRPL38	0.137412149	0.772605592	0.233816399	0.930786542
TRPC4AP	0.177875238	0.801989683	0.185301008	0.930786542
NUP50	0.22961046	0.829625984	0.148155816	0.930786542
TACC1	0.110798148	0.755460624	0.285502588	0.930786542
LIN28A	0.091620812	0.733967729	0.350286026	0.930786542
FILIP1	0.049550531	0.684349135	0.72621629	0.941296519
BTBD1	0.126771997	0.765931534	0.25815854	0.930786542
MAP4	0.133892672	0.767280674	0.239515118	0.930786542
TEX26	0.096649414	0.733967729	0.324412966	0.930786542
HAND2	0.066423318	0.712565751	0.494693544	0.934070569
XRN1	0.204750749	0.814874241	0.167496595	0.930786542
PSMA1	0.418191229	0.903472222	0.092231	0.910650888
TGOLN2	0.130226096	0.766859159	0.251876873	0.930786542
GNB4	0.096649414	0.733967729	0.341340234	0.930786542
TMEM135	0.60049033	0.938681656	0.073772814	0.892028986
MTR	0.167769	0.791823091	0.200730046	0.930786542
ADRA1D	0.372105693	0.886207344	0.100533914	0.913967311
RNF217	0.406140016	0.901087876	0.098490874	0.912108981
TRPC3	0.107758104	0.750341426	0.300479433	0.930786542
MAP7	0.243154454	0.83704051	0.144630891	0.930786542
PTGER3	0.137412149	0.772605592	0.239515118	0.930786542
ZBTB3	0.188624353	0.812228571	0.180762735	0.930786542
TPD52L2	0.167769	0.791823091	0.200730046	0.930786542
REEP3	0.58233179	0.934572003	0.075162081	0.893523316
RNF4	0.107758104	0.750341426	0.300479433	0.930786542
GGA3	0.084271316	0.723818437	0.379449741	0.930786542
NPPB	0.372105693	0.886207344	0.100533914	0.913967311
PPP1CB	0.158398257	0.788126864	0.206036502	0.930786542
SDHA	0.162778534	0.789587738	0.206036502	0.930786542
ANKRD26	0.564728957	0.931237086	0.075162081	0.893523316
MYDGF	0.322789431	0.870127088	0.114415691	0.923925864
SKP2	0.304647235	0.859483554	0.117030782	0.923925864
CD209	0.046989921	0.67700157	0.781520022	0.946505906
TCP1	0.0940997	0.733967729	0.350286026	0.930786542
KCNJ10	0.10192863	0.739778569	0.316311632	0.930786542
PRC1	0.084271316	0.723818437	0.379449741	0.930786542
IMPAD1	0.080157995	0.723818437	0.401808771	0.930786542
GNAZ	0.123317897	0.764179608	0.264521929	0.930786542
MCEE	0.699013893	0.967820774	0.066826478	0.864411557
SHFM1	0.199008445	0.813360053	0.171931354	0.930786542
RASSF2	0.107758104	0.750341426	0.300479433	0.930786542
IMMT	0.304647235	0.859483554	0.119498774	0.923925864
MAML1	0.110798148	0.755460624	0.300479433	0.930786542
PCID2	0.123317897	0.764179608	0.264521929	0.930786542
DMWD	0.183159902	0.808343352	0.185301008	0.930786542
MSN	0.28828657	0.855675938	0.125192046	0.928444444
OSBPL11	0.485982021	0.916396137	0.084712612	0.903486345
ST3GAL6	0.430847181	0.905449966	0.092231	0.910650888
PIK3R4	0.21050395	0.821536238	0.163339689	0.930786542
ASPRV1	0.126771997	0.765931534	0.25815854	0.930786542
HAL	0.044570962	0.666205212	0.838267502	0.946505906
EPHA6	0.0940997	0.733967729	0.350286026	0.930786542
MAGEB2	0.074154181	0.722068966	0.437624625	0.930786542
ALDH1B1	0.130226096	0.766859159	0.251876873	0.930786542
PSMD5	0.243154454	0.83704051	0.144630891	0.930786542
SIRT2	0.117025334	0.758742494	0.285502588	0.930786542
OR10G7	0.054987742	0.693200549	0.650809044	0.937424468
SFXN1	0.06460365	0.708786611	0.510721874	0.934650967
TUBA1B	0.204750749	0.814874241	0.167496595	0.930786542
ARFGAP3	0.341743394	0.878775567	0.109828385	0.919662409
WDR81	0.296366113	0.859483554	0.122484337	0.925947282
NFX1	0.133892672	0.767280674	0.245562517	0.930786542
ATP6AP1	0.193598475	0.812228571	0.17643149	0.930786542
BCHE	0.167769	0.791823091	0.206036502	0.930786542
SLC26A11	0.070111686	0.718136161	0.464461999	0.932939374
RAD51	0.183159902	0.808343352	0.185301008	0.930786542
RPS21	0.313707437	0.864839291	0.119498774	0.923925864
GSTCD	0.418191229	0.903472222	0.096268047	0.912108981
RASAL2	0.199008445	0.813360053	0.171931354	0.930786542
COQ10A	0.272318169	0.847042874	0.131332062	0.930786542
PACS2	0.099286298	0.734246575	0.324412966	0.930786542
SDCBP2	0.096649414	0.733967729	0.341340234	0.930786542
ME2	0.58233179	0.934572003	0.075162081	0.893523316
TGFB1	0.199008445	0.813360053	0.17643149	0.930786542
ATF4	0.272318169	0.847042874	0.134442931	0.930786542
ZFYVE26	0.126771997	0.765931534	0.25815854	0.930786542
BCAR3	0.058142196	0.697766433	0.604990466	0.937424468
SGK223	0.272318169	0.847042874	0.134442931	0.930786542
ZNF623	0.331980387	0.870127088	0.114415691	0.923925864
RALA	0.204750749	0.814874241	0.171931354	0.930786542
TBC1D8B	0.113979842	0.756910275	0.292824843	0.930786542
ABT1	0.086902751	0.729355281	0.379449741	0.930786542
TRIM52	0.564728957	0.931237086	0.07815854	0.897747184
KCTD8	0.130226096	0.766859159	0.25815854	0.930786542
GRID2	0.074154181	0.722068966	0.437624625	0.930786542
TMEM55A	0.61928085	0.95263996	0.073772814	0.892028986
FBXL18	0.068232089	0.717296678	0.494693544	0.934070569
HIP1R	0.076169981	0.723818437	0.437624625	0.930786542
HIST1H4J	0.123317897	0.764179608	0.264521929	0.930786542
SRP68	0.086902751	0.729355281	0.369555979	0.930786542
DYNLL1	0.199008445	0.813360053	0.171931354	0.930786542
PTPN6	0.223187142	0.829625984	0.159302642	0.930786542
CDK19	0.0940997	0.733967729	0.341340234	0.930786542
ANKRD40	0.149866521	0.780147476	0.228101335	0.930786542
UNC119B	0.110798148	0.755460624	0.300479433	0.930786542
XAGE5	0.720828112	0.971474473	0.065540725	0.864411557
MAGT1	0.061204032	0.698631841	0.544903296	0.934650967
PPFIA4	0.547997821	0.92841979	0.07815854	0.897747184
DOCK11	0.471255789	0.912244252	0.088482702	0.907443897
NPEPPS	0.193598475	0.812228571	0.17643149	0.930786542
ATG4A	0.471255789	0.912244252	0.088482702	0.907443897
PELI2	0.074154181	0.722068966	0.450661945	0.930786542
EPHA4	0.054987742	0.693200549	0.627518387	0.937424468
COG3	0.141514574	0.772605592	0.239515118	0.930786542
C11orf30	0.158398257	0.788126864	0.216823754	0.930786542
CCNL2	0.117025334	0.758742494	0.285502588	0.930786542
PRDM6	0.188624353	0.812228571	0.185301008	0.930786542
ZNF365	0.383110869	0.888551933	0.105159357	0.919142857
DTNA	0.183159902	0.808343352	0.190324162	0.930786542
RNF13	0.199008445	0.813360053	0.17643149	0.930786542
OOEP	0.043356034	0.665384615	0.896502315	0.956481051
KIF13B	0.22961046	0.829625984	0.155461727	0.930786542
BAHD1	0.10469082	0.743941154	0.316311632	0.930786542
SAP18	0.113979842	0.756910275	0.300479433	0.930786542
SBDS	0.406140016	0.901087876	0.098490874	0.912108981
FABP3	0.080157995	0.723818437	0.413440479	0.930786542
ASPH	0.06460365	0.708786611	0.527256878	0.934650967
PLRG1	0.430847181	0.905449966	0.096268047	0.912108981
ZHX1-C8ORF76	0.741242168	0.971474473	0.065540725	0.864411557
VPS45	0.089152819	0.733482743	0.369555979	0.930786542
CCDC24	0.658567148	0.955799794	0.070738218	0.882065217
SLCO4A1	0.107758104	0.750341426	0.308281122	0.930786542
PTGIS	0.177875238	0.801989683	0.195505312	0.930786542
ARR3	0.264821575	0.845062587	0.141154999	0.930786542
TRIM59	0.457455734	0.910299219	0.090324162	0.907443897
HIST1H1C	0.10192863	0.739778569	0.324412966	0.930786542
CYBB	0.658567148	0.955799794	0.072236448	0.888077696
PLAU	0.331980387	0.870127088	0.114415691	0.923925864
TSPAN19	0.762413511	0.973841336	0.064353037	0.864411557
ABCC3	0.162778534	0.789587738	0.216823754	0.930786542
BCAR1	0.158398257	0.788126864	0.216823754	0.930786542
SNRPD2	0.076169981	0.723818437	0.450661945	0.930786542
KIF3B	0.167769	0.791823091	0.206036502	0.930786542
NOXA1	0.383110869	0.888551933	0.105159357	0.919142857
PPM1A	0.149866521	0.780147476	0.228101335	0.930786542
PDZD3	0.117025334	0.758742494	0.292824843	0.930786542
NAA40	0.547997821	0.92841979	0.079700354	0.898035605
CD27	0.236289839	0.835021178	0.155461727	0.930786542
EML4	0.110798148	0.755460624	0.300479433	0.930786542
GATC	0.149866521	0.780147476	0.233816399	0.930786542
MSH4	0.264821575	0.845062587	0.137782621	0.930786542
ACD	0.149866521	0.780147476	0.228101335	0.930786542
CDK5	0.204750749	0.814874241	0.171931354	0.930786542
DYRK2	0.076169981	0.723818437	0.450661945	0.930786542
STAT5B	0.0940997	0.733967729	0.35977118	0.930786542
CREB3L2	0.236289839	0.835021178	0.155461727	0.930786542
KRTAP19-6	0.471255789	0.912244252	0.088482702	0.907443897
ARFGEF1	0.096649414	0.733967729	0.35977118	0.930786542
ACTR3	0.078098611	0.723818437	0.425339145	0.930786542
ANK1	0.084271316	0.723818437	0.401808771	0.930786542
OR2M3	0.091620812	0.733967729	0.369555979	0.930786542
UFM1	0.130226096	0.766859159	0.264521929	0.930786542
GARS	0.141514574	0.772605592	0.239515118	0.930786542
AP5B1	0.341743394	0.878775567	0.114415691	0.923925864
ALOX5AP	0.096649414	0.733967729	0.350286026	0.930786542
SOCS5	0.12011441	0.761554404	0.285502588	0.930786542
PKP3	0.141514574	0.772605592	0.239515118	0.930786542
JMY	0.216763825	0.821536238	0.167496595	0.930786542
GALNT2	0.096649414	0.733967729	0.341340234	0.930786542
TOPORS	0.074154181	0.722068966	0.464461999	0.932939374
SRPK3	0.418191229	0.903472222	0.098490874	0.912108981
KIF5C	0.054987742	0.693200549	0.674639063	0.938319315
VKORC1	0.21050395	0.821536238	0.167496595	0.930786542
IQGAP3	0.076169981	0.723818437	0.450661945	0.930786542
SLC7A2	0.141514574	0.772605592	0.245562517	0.930786542
SNAP25	0.07202942	0.720490463	0.479286298	0.934070569
SPG20	0.107758104	0.750341426	0.324412966	0.930786542
RNASEH2B	0.430847181	0.905449966	0.096268047	0.912108981
CNGB1	0.061204032	0.698631841	0.584015255	0.937424468
LOXL2	0.096649414	0.733967729	0.35977118	0.930786542
SKP1	0.137412149	0.772605592	0.251876873	0.930786542
NFS1	0.457455734	0.910299219	0.092231	0.910650888
CORIN	0.133892672	0.767280674	0.25815854	0.930786542
TEC	0.250046309	0.838895997	0.151702533	0.930786542
ATF3	0.0595696	0.697766433	0.604990466	0.937424468
KLHL2	0.257194225	0.843150563	0.148155816	0.930786542
CRY1	0.074154181	0.722068966	0.464461999	0.932939374
ATP5L	0.471255789	0.912244252	0.090324162	0.907443897
PCOLCE2	0.126771997	0.765931534	0.27110869	0.930786542
FAM133B	0.296366113	0.859483554	0.128183056	0.930786542
TIA1	0.10192863	0.739778569	0.341340234	0.930786542
STIM2	0.167769	0.791823091	0.211359303	0.930786542
AP1G2	0.531609916	0.927449862	0.08305094	0.902011834
ITPK1	0.130226096	0.766859159	0.264521929	0.930786542
TREX1	0.564728957	0.931237086	0.079700354	0.898035605
DEF6	0.096649414	0.733967729	0.35977118	0.930786542
CAPNS1	0.28828657	0.855675938	0.134442931	0.930786542
FKBP8	0.22961046	0.829625984	0.159302642	0.930786542
MAPKAPK2	0.22961046	0.829625984	0.163339689	0.930786542
TTC28	0.107758104	0.750341426	0.324412966	0.930786542
CEACAM8	0.044570962	0.666205212	0.896502315	0.956481051
CHD1	0.162778534	0.789587738	0.222429856	0.930786542
R3HDM2	0.193598475	0.812228571	0.190324162	0.930786542
TPP1	0.099286298	0.734246575	0.341340234	0.930786542
TRIM25	0.149866521	0.780147476	0.233816399	0.930786542
TREH	0.547997821	0.92841979	0.08305094	0.902011834
NMI	0.257194225	0.843150563	0.144630891	0.930786542
PLAUR	0.35171343	0.880723056	0.112111141	0.923925864
TUBB1	0.086902751	0.729355281	0.390411332	0.930786542
DOCK8	0.167769	0.791823091	0.211359303	0.930786542
GABRA6	0.084271316	0.723818437	0.413440479	0.930786542
FGL2	0.06460365	0.708786611	0.564211387	0.934919202
ZBTB20	0.167769	0.791823091	0.211359303	0.930786542
RPS27A	0.086902751	0.729355281	0.401808771	0.930786542
ULK1	0.0940997	0.733967729	0.369555979	0.930786542
RAB37	0.193598475	0.812228571	0.185301008	0.930786542
NUCKS1	0.564728957	0.931237086	0.079700354	0.898035605
NUDT3	0.107758104	0.750341426	0.316311632	0.930786542
MYOC	0.183159902	0.808343352	0.200730046	0.930786542
PDCD10	0.204750749	0.814874241	0.180762735	0.930786542
DRD2	0.0595696	0.697766433	0.627518387	0.937424468
SOCS1	0.08224462	0.723818437	0.425339145	0.930786542
LDOC1L	0.341743394	0.878775567	0.117030782	0.923925864
APBB2	0.141514574	0.772605592	0.251876873	0.930786542
ACADSB	0.272318169	0.847042874	0.141154999	0.930786542
KRT4	0.236289839	0.835021178	0.159302642	0.930786542
FAM126B	0.280272405	0.852427506	0.141154999	0.930786542
SNX13	0.564728957	0.931237086	0.081340234	0.901570048
E4F1	0.167769	0.791823091	0.216823754	0.930786542
STRC	0.280272405	0.852427506	0.141154999	0.930786542
TPTE2	0.172912013	0.795438596	0.211359303	0.930786542
CTH	0.216763825	0.821536238	0.171931354	0.930786542
TCEB2	0.264821575	0.845062587	0.144630891	0.930786542
FRA10AC1	0.068232089	0.717296678	0.527256878	0.934650967
YME1L1	0.091620812	0.733967729	0.379449741	0.930786542
RPL14	0.280272405	0.852427506	0.137782621	0.930786542
KCNV1	0.061204032	0.698631841	0.604990466	0.937424468
TWF1	0.154132389	0.787611359	0.233816399	0.930786542
P4HA2	0.322789431	0.870127088	0.122484337	0.925947282
ELL	0.167769	0.791823091	0.216823754	0.930786542
ITM2C	0.130226096	0.766859159	0.27110869	0.930786542
MYH7B	0.133892672	0.767280674	0.264521929	0.930786542
RGS7	0.36184146	0.88601921	0.112111141	0.923925864
RORA	0.61928085	0.95263996	0.07815854	0.897747184
PGAM2	0.117025334	0.758742494	0.300479433	0.930786542
ATRN	0.056605829	0.697766433	0.674639063	0.938319315
ITGA2	0.223187142	0.829625984	0.167496595	0.930786542
NMNAT1	0.177875238	0.801989683	0.206036502	0.930786542
AGTRAP	0.304647235	0.859483554	0.128183056	0.930786542
LIFR	0.331980387	0.870127088	0.119498774	0.923925864
ADH4	0.678539907	0.958193568	0.072236448	0.888077696
C17orf98	0.110798148	0.755460624	0.316311632	0.930786542
BMI1	0.183159902	0.808343352	0.206036502	0.930786542
TBC1D1	0.216763825	0.821536238	0.171931354	0.930786542
