Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
MCM6	4175	Novel DORGE-TSG	0.700971995786369	tanespimycin	MCF7	6h	1.0μM	1.43599E-35	1.30402E-33	0.659163	2.959455460195324E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trichostatinA	MCF7	6h	1.0μM	8.40045E-29	8.40113E-28	0.605705	2.809778027535825E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trichostatinA	HL60	6h	0.1μM	1.51411E-21	2.88029E-20	0.501256	4.476275738585497E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	geldanamycin	MCF7	6h	1.0μM	3.83136E-19	2.64811E-17	0.698177	3.961965134706815E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trichostatinA	PC3	6h	1.0μM	3.61634E-15	3.86188E-14	0.666151	2.996703626011388E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	LY-294002	MCF7	6h	10.0μM	5.33699E-12	5.26546E-11	0.358788	3.629764065335753E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.68629E-10	4.61081E-9	0.505293	5.040322580645161E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	alvespimycin	MCF7	6h	0.1μM	4.07716E-10	1.28091E-8	0.530456	5.770340450086555E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trichostatinA	HL60	6h	1.0μM	8.29155E-10	1.13858E-8	1.13254	4.340277777777778E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	tanespimycin	PC3	6h	1.0μM	3.05347E-9	2.07377E-7	0.525925	8.123476848090983E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	thioridazine	MCF7	6h	10.0μM	6.69067E-9	1.78241E-7	0.459675	4.428697962798937E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	tanespimycin	HL60	6h	1.0μM	2.47275E-7	2.91155E-6	0.436584	5.01002004008016E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	thioridazine	HL60	6h	10.0μM	7.57462E-7	5.38491E-5	0.651272	7.993605115907274E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	LY-294002	PC3	6h	10.0μM	9.54436E-7	2.02977E-5	0.527883	4.699248120300752E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	phenoxybenzamine	MCF7	6h	11.8μM	4.12441E-6	4.11482E-5	0.735418	5.060728744939271E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trifluoperazine	HL60	6h	10.0μM	5.02934E-5	0.00933881	0.511742	0.007407407407407408
MCM6	4175	Novel DORGE-TSG	0.700971995786369	thioridazine	PC3	6h	10.0μM	1.36896E-4	0.00359308	0.575013	0.001420454545454545
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trifluoperazine	MCF7	6h	10.0μM	1.45169E-4	0.0018619	0.244883	5.824111822947001E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	geldanamycin	HL60	6h	1.0μM	1.54052E-4	0.00228162	0.49258	7.501875468867217E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	valproicacid	HL60	6h	500.0μM	1.81772E-4	0.00329653	0.424146	6.596306068601583E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	ionomycin	MCF7	6h	2.0μM	1.91033E-4	0.00339297	0.561837	4.340277777777778E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	sirolimus	HL60	6h	0.1μM	2.0986E-4	0.0239529	0.282483	0.009615384615384616
MCM6	4175	Novel DORGE-TSG	0.700971995786369	fulvestrant	MCF7	6h	1.0μM	2.79242E-4	0.00218083	0.207247	6.825938566552901E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	LY-294002	HL60	6h	10.0μM	3.05219E-4	0.002414	0.264218	6.345177664974619E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	prochlorperazine	MCF7	6h	10.0μM	4.25735E-4	0.0053404	0.287058	8.103727714748784E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	wortmannin	HL60	6h	0.01μM	4.49367E-4	0.0506833	0.339809	0.01136363636363636
MCM6	4175	Novel DORGE-TSG	0.700971995786369	valproicacid	HL60	6h	200.0μM	5.2349E-4	0.0189876	0.382231	0.002352941176470588
MCM6	4175	Novel DORGE-TSG	0.700971995786369	valproicacid	HL60	6h	1000.0μM	5.24995E-4	0.0214425	0.409703	0.002985074626865672
MCM6	4175	Novel DORGE-TSG	0.700971995786369	monorden	MCF7	6h	0.1μM	6.29365E-4	0.0200254	0.401365	0.002645502645502645
MCM6	4175	Novel DORGE-TSG	0.700971995786369	tretinoin	HL60	6h	1.0μM	0.00125657	0.010613	0.314645	9.216589861751152E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	fluphenazine	MCF7	6h	10.0μM	0.00162051	0.0161674	0.219116	7.541478129713424E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	prochlorperazine	HL60	6h	10.0μM	0.00185513	0.0601669	0.335985	0.00980392156862745
MCM6	4175	Novel DORGE-TSG	0.700971995786369	fluphenazine	HL60	6h	10.0μM	0.00217065	0.371917	0.341348	0.5
MCM6	4175	Novel DORGE-TSG	0.700971995786369	lanatosideC	MCF7	6h	4.0μM	0.00261647	0.0083874	0.501772	3.498950314905528E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.00280679	0.015453	0.372234	6.729475100942127E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	rottlerin	MCF7	6h	10.0μM	0.0041408	0.0490625	0.321884	0.001055966209081309
MCM6	4175	Novel DORGE-TSG	0.700971995786369	sirolimus	PC3	6h	0.1μM	0.00540947	0.0425137	0.332821	6.915629322268327E-4
RASSF4	83937	Novel DORGE-TSG	0.826629904792925	15-deltaprostaglandinJ2	HL60	6h	10.0μM	1.41531E-5	2.11633E-4	1.20762	6.729475100942127E-4
MCC	4163	Novel DORGE-TSG	0.663524254910371	trichostatinA	MCF7	6h	1.0μM	5.61676E-5	1.21422E-4	0.21924	2.809778027535825E-4
MCC	4163	Novel DORGE-TSG	0.663524254910371	trichostatinA	MCF7	6h	0.1μM	1.78272E-4	3.02617E-4	0.113705	2.373605506764776E-4
MCC	4163	Novel DORGE-TSG	0.663524254910371	alpha-ergocryptine	MCF7	6h	7.0μM	0.00775732	0.248312	0.360934	0.02564102564102564
TAOK1	57551	Novel DORGE-TSG	0.633787628475213	fulvestrant	HL60	6h	0.01μM	9.63591E-4	0.999744	0.549825	0.0
TAOK1	57551	Novel DORGE-TSG	0.633787628475213	estradiol	HL60	6h	0.01μM	0.00151792	0.245252	0.416253	0.0
PGK1	5230	Novel DORGE-TSG	0.747732193617837	cephaeline	MCF7	6h	6.0μM	2.68202E-9	2.07377E-8	1.00612	3.364737550471063E-4
PGK1	5230	Novel DORGE-TSG	0.747732193617837	lycorine	MCF7	6h	12.4μM	0.00244092	0.0162805	0.44563	6.381620931716656E-4
PGK1	5230	Novel DORGE-TSG	0.747732193617837	thioridazine	HL60	6h	10.0μM	0.0045909	0.034356	0.433848	7.993605115907274E-4
PGK1	5230	Novel DORGE-TSG	0.747732193617837	LY-294002	PC3	6h	10.0μM	0.00523014	0.0255358	0.277608	4.699248120300752E-4
PGK1	5230	Novel DORGE-TSG	0.747732193617837	valproicacid	HL60	6h	200.0μM	0.00668793	0.0761018	0.495723	0.002352941176470588
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	trichostatinA	MCF7	6h	0.1μM	1.02854E-13	2.24257E-13	0.335117	2.373605506764776E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	trichostatinA	PC3	6h	0.1μM	2.49014E-11	6.73328E-11	0.534236	2.787068004459309E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.96496E-5	2.36002E-4	0.485586	5.040322580645161E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	trichostatinA	PC3	6h	1.0μM	1.77412E-4	4.58874E-4	0.327759	2.996703626011388E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	trichostatinA	MCF7	6h	1.0μM	2.10894E-4	4.38311E-4	0.269675	2.809778027535825E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	LY-294002	PC3	6h	10.0μM	3.4366E-4	0.00269891	0.502446	4.699248120300752E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	sirolimus	MCF7	6h	0.1μM	0.0033297	0.0132729	0.241924	4.199916001679967E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	flecainide	MCF7	6h	8.4μM	0.00580998	0.365319	0.436955	0.0
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	sirolimus	PC3	6h	0.1μM	0.00596841	0.0457787	0.4131	6.915629322268327E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	tretinoin	MCF7	6h	1.0μM	0.00977214	0.0544936	0.232443	7.462686567164179E-4
BCL10	8915	CGC-TSG	0.7036982435873	ionomycin	MCF7	6h	2.0μM	4.72327E-4	0.00582334	0.731006	4.340277777777778E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.584295	2.373605506764776E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	trichostatinA	PC3	6h	0.1μM	1.49224E-19	5.29368E-19	0.44073	2.787068004459309E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	trichostatinA	MCF7	6h	1.0μM	3.36887E-19	1.59059E-18	0.495304	2.809778027535825E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	trichostatinA	PC3	6h	1.0μM	1.85715E-8	7.5704E-8	0.328085	2.996703626011388E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	LY-294002	PC3	6h	10.0μM	1.08816E-4	0.00105195	0.356716	4.699248120300752E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	sirolimus	PC3	6h	0.1μM	0.00116864	0.0137005	0.359998	6.915629322268327E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	tretinoin	MCF7	6h	1.0μM	0.00475871	0.030723	0.160108	7.462686567164179E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.853451	2.373605506764776E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	trichostatinA	PC3	6h	0.1μM	8.28927E-26	3.54876E-25	0.599759	2.787068004459309E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	trichostatinA	MCF7	6h	1.0μM	2.55401E-20	1.29322E-19	0.579671	2.809778027535825E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	LY-294002	MCF7	6h	10.0μM	9.00747E-17	1.81624E-15	0.54552	3.629764065335753E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	fulvestrant	MCF7	6h	1.0μM	3.07921E-10	1.00022E-8	0.492523	6.825938566552901E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	sirolimus	MCF7	6h	0.1μM	6.37622E-9	1.05769E-7	0.373932	4.199916001679967E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	thioridazine	MCF7	6h	10.0μM	1.11989E-7	2.15342E-6	0.426862	4.428697962798937E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	trichostatinA	PC3	6h	1.0μM	1.64424E-7	6.00764E-7	0.357569	2.996703626011388E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	trifluoperazine	MCF7	6h	10.0μM	3.64277E-7	1.47142E-5	0.433243	5.824111822947001E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	fluphenazine	MCF7	6h	10.0μM	3.63451E-6	1.3538E-4	0.37515	7.541478129713424E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	LY-294002	PC3	6h	10.0μM	6.85441E-6	1.04122E-4	0.547639	4.699248120300752E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	fulvestrant	MCF7	6h	0.01μM	1.08623E-5	3.15007E-4	0.424119	0.001269035532994924
KRR1	11103	Novel DORGE-TSG	0.782671677340743	wortmannin	MCF7	6h	0.01μM	1.25301E-5	2.23975E-4	0.332989	7.390983000739098E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	prochlorperazine	MCF7	6h	10.0μM	2.29933E-4	0.00323597	0.291682	8.103727714748784E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	methylbenzethoniumchloride	MCF7	6h	8.6μM	4.95535E-4	0.0138038	0.467434	0.001626016260162602
KRR1	11103	Novel DORGE-TSG	0.782671677340743	cloperastine	MCF7	6h	11.0μM	5.43951E-4	0.0304833	0.538972	0.01
KRR1	11103	Novel DORGE-TSG	0.782671677340743	pempidine	MCF7	6h	13.0μM	0.00151119	0.254064	0.429627	0.5
KRR1	11103	Novel DORGE-TSG	0.782671677340743	rottlerin	MCF7	6h	10.0μM	0.0042108	0.0495027	0.349615	0.001055966209081309
KRR1	11103	Novel DORGE-TSG	0.782671677340743	tretinoin	MCF7	6h	1.0μM	0.00763166	0.0448279	0.181517	7.462686567164179E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	estradiol	PC3	6h	0.01μM	0.00873493	0.34122	0.306605	0.0
USP47	55031	Novel DORGE-TSG	0.775359518523052	trichostatinA	MCF7	6h	0.1μM	2.14127E-27	5.97165E-27	0.376466	2.373605506764776E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	trichostatinA	PC3	6h	0.1μM	1.55101E-18	5.34814E-18	0.458833	2.787068004459309E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	trichostatinA	MCF7	6h	1.0μM	7.10047E-9	1.92413E-8	0.358722	2.809778027535825E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	sirolimus	MCF7	6h	0.1μM	2.51873E-7	2.96738E-6	0.334663	4.199916001679967E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	trichostatinA	PC3	6h	1.0μM	1.75054E-6	5.70116E-6	0.401279	2.996703626011388E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	trichostatinA	HL60	6h	1.0μM	7.54235E-5	2.92896E-4	0.572069	4.340277777777778E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	valproicacid	MCF7	6h	1000.0μM	1.12042E-4	0.004747	0.330354	0.002267573696145125
USP47	55031	Novel DORGE-TSG	0.775359518523052	pioglitazone	PC3	6h	10.0μM	4.63498E-4	0.0124275	0.521882	0.001930501930501931
USP47	55031	Novel DORGE-TSG	0.775359518523052	ethotoin	MCF7	6h	19.6μM	5.18012E-4	0.0870891	0.409274	0.05555555555555555
USP47	55031	Novel DORGE-TSG	0.775359518523052	phenoxybenzamine	MCF7	6h	11.8μM	7.03069E-4	0.0036264	0.488084	5.060728744939271E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	trichostatinA	HL60	6h	0.1μM	7.44011E-4	0.00220807	0.184186	4.476275738585497E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	troglitazone	PC3	6h	10.0μM	0.00213855	0.051863	0.455178	0.003508771929824561
USP47	55031	Novel DORGE-TSG	0.775359518523052	flunisolide	MCF7	6h	9.2μM	0.00322264	0.251616	0.342311	0.5
USP47	55031	Novel DORGE-TSG	0.775359518523052	pempidine	MCF7	6h	13.0μM	0.00620966	0.369217	0.313752	0.5
USP47	55031	Novel DORGE-TSG	0.775359518523052	Prestwick-674	MCF7	6h	14.4μM	0.00976238	0.695509	0.349678	0.3333333333333333
NFYA	4800	Novel DORGE-TSG	0.655750015644244	cephaeline	MCF7	6h	6.0μM	4.81432E-6	1.89122E-5	0.505483	3.364737550471063E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	valproicacid	HL60	6h	200.0μM	6.70633E-5	0.0053828	0.523317	0.002352941176470588
NFYA	4800	Novel DORGE-TSG	0.655750015644244	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.38938E-4	9.36361E-4	0.361267	5.040322580645161E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	valproicacid	HL60	6h	1000.0μM	3.61282E-4	0.0175575	0.39109	0.002985074626865672
NFYA	4800	Novel DORGE-TSG	0.655750015644244	rottlerin	MCF7	6h	10.0μM	5.00289E-4	0.0127543	0.63409	0.001055966209081309
NFYA	4800	Novel DORGE-TSG	0.655750015644244	sulfamethoxypyridazine	MCF7	6h	14.2μM	0.00128974	0.6558	0.349954	0.0
NFYA	4800	Novel DORGE-TSG	0.655750015644244	thioridazine	MCF7	6h	10.0μM	0.00212382	0.0105774	0.275105	4.428697962798937E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	prochlorperazine	MCF7	6h	10.0μM	0.00237981	0.0206239	0.259677	8.103727714748784E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	fenoprofen	MCF7	6h	7.2μM	0.00331053	0.346957	0.289414	1.0
NFYA	4800	Novel DORGE-TSG	0.655750015644244	medrysone	MCF7	6h	11.6μM	0.0040441	0.459033	0.284798	1.0
NFYA	4800	Novel DORGE-TSG	0.655750015644244	ionomycin	MCF7	6h	2.0μM	0.00414566	0.0242483	0.578947	4.340277777777778E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	trifluoperazine	MCF7	6h	10.0μM	0.00469999	0.0296514	0.265877	5.824111822947001E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	valproicacid	HL60	6h	500.0μM	0.00540659	0.0326047	0.307528	6.596306068601583E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	pirenperone	MCF7	6h	10.2μM	0.005546	0.186045	0.263172	0.2
NFYA	4800	Novel DORGE-TSG	0.655750015644244	thioridazine	HL60	6h	10.0μM	0.00586854	0.0414597	0.305269	7.993605115907274E-4
NFYA	4800	Novel DORGE-TSG	0.655750015644244	methyldopa	MCF7	6h	19.0μM	0.00656084	0.729731	0.312742	0.0
NFYA	4800	Novel DORGE-TSG	0.655750015644244	flumetasone	MCF7	6h	9.8μM	0.00748235	0.999951	0.261486	0.0
SMC3	9126	Novel DORGE-TSG	0.679336542115604	trichostatinA	MCF7	6h	0.1μM	6.55808E-42	2.27221E-41	0.511485	2.373605506764776E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	trichostatinA	MCF7	6h	1.0μM	3.93759E-13	1.34029E-12	0.55113	2.809778027535825E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	tanespimycin	MCF7	6h	1.0μM	8.72615E-10	5.06353E-9	0.342908	2.959455460195324E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	phenoxybenzamine	MCF7	6h	11.8μM	9.94093E-10	3.19574E-8	0.886747	5.060728744939271E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	trichostatinA	PC3	6h	0.1μM	3.5174E-9	8.7206E-9	0.369573	2.787068004459309E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	tanespimycin	HL60	6h	1.0μM	1.23664E-7	1.58445E-6	0.588101	5.01002004008016E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	trichostatinA	PC3	6h	1.0μM	3.63126E-7	1.27437E-6	0.476981	2.996703626011388E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	tretinoin	MCF7	6h	1.0μM	3.10065E-5	4.06911E-4	0.348089	7.462686567164179E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	geldanamycin	HL60	6h	1.0μM	4.81851E-5	9.34945E-4	0.737114	7.501875468867217E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	geldanamycin	MCF7	6h	1.0μM	1.90296E-4	9.451E-4	0.335073	3.961965134706815E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	fulvestrant	MCF7	6h	1.0μM	1.94829E-4	0.00160521	0.355205	6.825938566552901E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	15-deltaprostaglandinJ2	HL60	6h	10.0μM	5.16973E-4	0.00385417	0.601705	6.729475100942127E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	sirolimus	HL60	6h	0.1μM	0.00107577	0.0700716	0.376907	0.009615384615384616
SMC3	9126	Novel DORGE-TSG	0.679336542115604	tanespimycin	PC3	6h	1.0μM	0.00112703	0.00995656	0.351092	8.123476848090983E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	felodipine	MCF7	6h	10.0μM	0.00150427	0.128851	0.575683	0.02941176470588235
SMC3	9126	Novel DORGE-TSG	0.679336542115604	trichostatinA	HL60	6h	1.0μM	0.00224585	0.00657117	0.573248	4.340277777777778E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	pramocaine	MCF7	6h	12.2μM	0.00224925	0.804108	0.513577	0.0
SMC3	9126	Novel DORGE-TSG	0.679336542115604	rosiglitazone	HL60	6h	10.0μM	0.00267955	0.985422	0.419371	0.0
SMC3	9126	Novel DORGE-TSG	0.679336542115604	tretinoin	HL60	6h	1.0μM	0.00648002	0.0378488	0.380395	9.216589861751152E-4
SMC3	9126	Novel DORGE-TSG	0.679336542115604	fluphenazine	HL60	6h	10.0μM	0.00769604	0.580412	0.430225	0.5
SMC3	9126	Novel DORGE-TSG	0.679336542115604	phthalylsulfathiazole	MCF7	6h	10.0μM	0.00944694	0.226057	0.299255	0.0
PSME4	23198	Novel DORGE-TSG	0.92863489381554	LY-294002	MCF7	6h	10.0μM	8.71211E-10	6.33474E-9	0.337601	3.629764065335753E-4
PSME4	23198	Novel DORGE-TSG	0.92863489381554	sirolimus	MCF7	6h	0.1μM	3.47403E-9	6.18318E-8	0.335937	4.199916001679967E-4
PSME4	23198	Novel DORGE-TSG	0.92863489381554	wortmannin	MCF7	6h	0.01μM	1.78328E-4	0.00202981	0.300039	7.390983000739098E-4
PSME4	23198	Novel DORGE-TSG	0.92863489381554	LY-294002	PC3	6h	10.0μM	3.40967E-4	0.0026814	0.358445	4.699248120300752E-4
PSME4	23198	Novel DORGE-TSG	0.92863489381554	fulvestrant	MCF7	6h	1.0μM	0.00118758	0.00745821	0.203085	6.825938566552901E-4
PSME4	23198	Novel DORGE-TSG	0.92863489381554	ionomycin	MCF7	6h	2.0μM	0.00200035	0.0145961	0.530795	4.340277777777778E-4
PSME4	23198	Novel DORGE-TSG	0.92863489381554	phthalylsulfathiazole	MCF7	6h	10.0μM	0.00281722	0.164222	0.372655	0.0
PSME4	23198	Novel DORGE-TSG	0.92863489381554	sirolimus	PC3	6h	0.1μM	0.0066493	0.0495057	0.347716	6.915629322268327E-4
PSME4	23198	Novel DORGE-TSG	0.92863489381554	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00666986	0.364105	0.319035	0.0
PSME4	23198	Novel DORGE-TSG	0.92863489381554	genistein	HL60	6h	10.0μM	0.00667398	0.0750624	0.343312	0.001808318264014466
PSME4	23198	Novel DORGE-TSG	0.92863489381554	LY-294002	HL60	6h	10.0μM	0.00784131	0.035487	0.205774	6.345177664974619E-4
ELL	8178	CGC-TSG	0.970569363258656	chlorpromazine	MCF7	6h	1.0μM	0.00398593	0.615114	0.196841	0.0
ELL	8178	CGC-TSG	0.970569363258656	prochlorperazine	HL60	6h	10.0μM	0.00829468	0.138702	0.256798	0.00980392156862745
STIP1	10963	Novel DORGE-TSG	0.808546684396121	LY-294002	MCF7	6h	10.0μM	2.08683E-19	6.45828E-18	0.592	3.629764065335753E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	sirolimus	MCF7	6h	0.1μM	2.63732E-12	9.45558E-11	0.511232	4.199916001679967E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	LY-294002	PC3	6h	10.0μM	1.97219E-9	1.34077E-7	0.887196	4.699248120300752E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	wortmannin	MCF7	6h	0.01μM	9.32861E-9	4.48098E-7	0.541224	7.390983000739098E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	trichostatinA	MCF7	6h	0.1μM	3.20276E-7	5.99542E-7	0.253338	2.373605506764776E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	methotrexate	MCF7	6h	8.8μM	1.90623E-6	7.67489E-5	0.966226	8.143322475570033E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	cephaeline	MCF7	6h	6.0μM	4.65804E-5	1.54659E-4	0.852548	3.364737550471063E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	meclozine	MCF7	6h	8.6μM	2.48022E-4	0.0275504	0.709676	0.01408450704225352
STIP1	10963	Novel DORGE-TSG	0.808546684396121	sirolimus	PC3	6h	0.1μM	2.78704E-4	0.00475632	0.507499	6.915629322268327E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	trichostatinA	MCF7	6h	1.0μM	0.00146845	0.00286706	0.221518	2.809778027535825E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	valproicacid	MCF7	6h	500.0μM	0.00279848	0.0374768	0.247302	0.001785714285714286
STIP1	10963	Novel DORGE-TSG	0.808546684396121	genistein	MCF7	6h	10.0μM	0.00356903	0.0687341	0.276691	0.00308641975308642
STIP1	10963	Novel DORGE-TSG	0.808546684396121	thioridazine	PC3	6h	10.0μM	0.00425	0.0430573	0.544361	0.001420454545454545
STIP1	10963	Novel DORGE-TSG	0.808546684396121	thioridazine	MCF7	6h	10.0μM	0.00485427	0.0210278	0.2327	4.428697962798937E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	tretinoin	MCF7	6h	1.0μM	0.00629914	0.0382841	0.213572	7.462686567164179E-4
STIP1	10963	Novel DORGE-TSG	0.808546684396121	fenoprofen	MCF7	6h	7.2μM	0.00858854	0.430362	0.65489	1.0
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	tretinoin	MCF7	6h	1.0μM	2.01207E-4	0.00210355	0.29371	7.462686567164179E-4
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	gossypol	MCF7	6h	7.8μM	2.0153E-4	0.00369254	0.686012	8.620689655172414E-4
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	ionomycin	MCF7	6h	2.0μM	2.27758E-4	0.00381718	0.896538	4.340277777777778E-4
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	sirolimus	MCF7	6h	0.1μM	0.00191689	0.00821213	0.204484	4.199916001679967E-4
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.00266225	0.103688	0.567907	0.01388888888888889
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	phenoxybenzamine	MCF7	6h	11.8μM	0.00285215	0.0121811	0.560143	5.060728744939271E-4
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	pirenperone	MCF7	6h	10.2μM	0.00594109	0.188849	0.343999	0.2
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	promazine	MCF7	6h	12.4μM	0.00737956	0.384649	0.393618	1.0
SEC24B	10427	Novel DORGE-TSG	0.680315345436426	solasodine	MCF7	6h	9.6μM	0.00752844	0.240775	0.412914	0.0
SDHB	6390	CGC-TSG	0.719584454063206	cephaeline	MCF7	6h	6.0μM	8.16822E-9	5.62062E-8	0.799387	3.364737550471063E-4
SDHB	6390	CGC-TSG	0.719584454063206	cloperastine	MCF7	6h	11.0μM	0.00140894	0.0588305	0.409573	0.01
SDHB	6390	CGC-TSG	0.719584454063206	thioridazine	HL60	6h	10.0μM	0.00414683	0.0318461	0.349463	7.993605115907274E-4
SDHB	6390	CGC-TSG	0.719584454063206	valproicacid	MCF7	6h	500.0μM	0.00742882	0.0751551	0.210301	0.001785714285714286
